ancillary_id,trial_id,drug_regime,mandatory_yn,mandatory_ancillary1,manadatory_and_or,mandatory_ancillary2,mandatory_ancillary3,mandatory_ancillary4,mandatory_ancillary5,mandatory_ancillary6,min_oad_number,optional_yn,optional_ancillary1,optional_and_or,optional_ancillary2,optional_ancillary3,optional_ancillary4,optional_ancillary5,optional_ancillary6,optional_ancillary7,any_oad_exceptions,max_oad_number,notes,mandatory_and_or2,ancillary_notes
ana147,NCT01084005,dual|triple+,y,metformin,and_or,sulphonylurea_any,insulin_any,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"one or combo of mf, su , insulin",NA,NA
ana334,NCT02827708,dual|triple+,y,metformin,and_or,sulphonylurea_any,insulin_basal,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana162,NCT01137474,dual|triple+,y,any_oad,and_or,insulin_any,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,sglt2i,NA,at least one oad or insulin or combo,NA,NA
anc0074,2014-003923-23,dual|triple+,y,metformin,and_or,insulin_any,NA,NA,NA,NA,NA,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"any as per NICE guidelines except GLP1a, note had protcol amendement to say any other drug could be the mandatory ancillary",NA,NA
ana121,NCT00968708,dual|triple+,y,any_oad,and_or,insulin_any,NA,NA,NA,NA,1,n,NA,NA,NA,NA,NA,NA,NA,NA,dpp4i,NA,had to be on at least one oad(not dpp4) or insulin or combination thereof,NA,NA
anc0147,ChiCTR-IPR-15006558,dual|triple+,y,metformin,and_or,insulin_any,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand metformin and/or insulin,NA,NA
anc0148,NCT02467478,dual|triple+,y,metformin,and_or,insulin_any,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand metformin and/or insulin,NA,NA
ana180,NCT01195662,dual|triple+,y,any_oad,and_or,insulin_basal,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,sglt2i,1,had to be on at least one oad or insulin or combo thereof,NA,NA
ana13,NCT00135330,dual|triple+,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,multidrug arms,NA,NA
ana208,NCT01519674,dual|triple+,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,multidrug arms,NA,NA
ana216,NCT01606007,dual|triple+,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,multidrug arms,NA,NA
ana276,NCT02058160,dual|triple+,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,multidrug arms,NA,NA
ana281,NCT02099110,dual|triple+,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,multidrug arms,NA,NA
ana29,NCT00328627,dual|triple+,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,multidrug arms,NA,NA
ana292,NCT02229396,dual|triple+,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,multidrug arms,NA,NA
ana297,NCT02284893,dual|triple+,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,multidrug arms,NA,NA
ana309,NCT02471404,dual|triple+,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,multidrug arms,NA,NA
ana32,NCT00359762,dual|triple+,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,multidrug arms,NA,NA
ana324,NCT02681094,dual|triple+,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,multidrug arms,NA,NA
ana342,NCT02911948,dual|triple+,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,multidrug arms,NA,NA
ana142,NCT01064687,dual|triple+,y,metformin,and_or,pioglitazone,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0058,NCT01099137,dual|triple+,y,metformin,and,sulphonylurea_any,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,extra su in comparator arm,NA,NA
anc0138,UMIN000004716,dual|triple+,y,metformin,and_or,sulphonylurea_any,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand metformin and /or su,NA,NA
anc0169,NCT01744236,dual|triple+,y,metformin,and_or,sulphonylurea_any,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand metformin or su or both,NA,NA
anc0170,NCT02043054,dual|triple+,y,metformin,and_or,sulphonylurea_any,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand metformin or su or both,NA,NA
anc0173,UMIN000005331,dual|triple+,y,metformin,and_or,sulphonylurea_any,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand mf and or su,NA,NA
ana213,NCT01584232,dual|triple+,y,metformin,and_or,sulphonylurea_any,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana224,NCT01648582,dual|triple+,y,metformin,and_or,sulphonylurea_any,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana35,NCT00375492,dual|triple+,y,metformin,and_or,sulphonylurea_any,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana50,NCT00518882,dual|triple+,y,metformin,and_or,sulphonylurea_any,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana258,NCT01930188,dual|triple+,y,metformin,and_or,tzd_any,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana49,NCT00516074,dual|triple+,y,metformin,and_or,tzd_any,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana359,NCT03191396,dual|triple+,y,metformin,and_or,sulphonylurea_any,sglt2i_any,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1-2 of mandatories in any combo,NA,NA
ana115,NCT00917267,dual|triple+,y,metformin,and_or,sulphonylurea_any,tzd_any,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
ana160,NCT01128894,dual|triple+,y,metformin,and_or,sulphonylurea_any,tzd_any,NA,NA,NA,1,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"had to be on at least one of mf, su, tzd or any combo thereof",NA,NA
ana254,NCT01885208,dual|triple+,y,metformin,and_or,sulphonylurea_any,tzd_any,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
ana94,NCT00790205,dual|triple+,y,metformin,and_or,sulphonylurea_any,insulin_any,pioglitazone,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,had to be on one or two of mf/pio/su or insulin +/-MF,NA,NA
ana336,NCT02849080,dual|triple+,y,metformin,and_or,sulphonylurea_any,tzd_any,sglt2i_any,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1-2 of mandatory drugs in any combo,NA,NA
ana220,NCT01621178,dual|triple+,y,insulin_any,NA,NA,NA,NA,NA,NA,NA,y,any_oad,NA,NA,NA,NA,NA,NA,NA,dpp4i,NA,NA,NA,NA
ana331,NCT02750410,dual|triple+,y,insulin_any,NA,NA,NA,NA,NA,NA,NA,y,any_oad,NA,NA,NA,NA,NA,NA,NA,dpp4i|su|glinide,2,NA,NA,NA
ana112,NCT00885352,dual|triple+,y,metformin,NA,NA,NA,NA,NA,NA,NA,y,pioglitazone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana192,NCT01336023,dual|triple+,y,metformin,NA,NA,NA,NA,NA,NA,NA,y,pioglitazone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana338,NCT02863419,dual|triple+,y,metformin,NA,NA,NA,NA,NA,NA,NA,y,sglt2i_any,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0027,NCT00313001,dual|triple+,y,metformin,NA,NA,NA,NA,NA,NA,NA,y,sulphonylurea_any,NA,NA,NA,NA,NA,NA,NA,NA,NA,"if rand to insulin, su was discontinued",NA,NA
anc0029,NCT00324363,dual|triple+,y,metformin,NA,NA,NA,NA,NA,NA,NA,y,sulphonylurea_any,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana108,NCT00866658,dual|triple+,y,insulin_basal,NA,NA,NA,NA,NA,NA,NA,y,sulphonylurea_any,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana101,NCT00838916,dual|triple+,y,metformin,NA,NA,NA,NA,NA,NA,NA,y,sulphonylurea_any,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana130,NCT01003184,dual|triple+,y,metformin,NA,NA,NA,NA,NA,NA,NA,y,sulphonylurea_any,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana167,NCT01159600,dual|triple+,y,metformin,NA,NA,NA,NA,NA,NA,NA,y,sulphonylurea_any,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana170,NCT01169779,dual|triple+,y,metformin,NA,NA,NA,NA,NA,NA,NA,y,sulphonylurea_any,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana195,NCT01381900,dual|triple+,y,metformin,NA,NA,NA,NA,NA,NA,NA,y,sulphonylurea_any,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana283,NCT02128932,dual|triple+,y,metformin,NA,NA,NA,NA,NA,NA,NA,y,sulphonylurea_any,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana313,NCT02532855,dual|triple+,y,metformin,NA,NA,NA,NA,NA,NA,NA,y,sulphonylurea_any,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana321,NCT02607865,dual|triple+,y,metformin,NA,NA,NA,NA,NA,NA,NA,y,sulphonylurea_any,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana66,NCT00641056,dual|triple+,y,metformin,NA,NA,NA,NA,NA,NA,NA,y,sulphonylurea_any,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0045,NCT00717457,dual|triple+,y,metformin,NA,NA,NA,NA,NA,NA,NA,y,tzd_any,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana136,NCT01029886,dual|triple+,y,metformin,and_or,sulphonylurea_any,NA,NA,NA,NA,NA,y,tzd_any,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
ana103,NCT00849017,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana11,NCT00121641,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana116,NCT00918879,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana129,NCT00998881,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana146,NCT01081834,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana149,NCT01095653,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana158,NCT01126580,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana16,NCT00286455,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana166,NCT01147627,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana172,NCT01177813,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana175,NCT01183104,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana176,NCT01189890,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana183,NCT01214239,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana189,NCT01294423,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana19,NCT00289848,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana20,NCT00294723,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana202,NCT01413204,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana203,NCT01422876,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana211,NCT01558271,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana22,NCT00305604,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana232,NCT01703221,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana235,NCT01717313,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana239,NCT01733758,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana249,NCT01814748,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana26,NCT00316082,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana260,NCT01958671,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana274,NCT02054897,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana289,NCT02226003,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana295,NCT02254291,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana311,NCT02505334,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana328,NCT02715258,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana341,NCT02906930,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana343,NCT02916706,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana345,NCT02926937,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana350,NCT03018028,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana36,NCT00393718,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana42,NCT00411554,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana45,NCT00449930,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana47,NCT00509236,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana48,NCT00509262,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana5,NCT00087516,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana51,NCT00528372,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana6,NCT00094757,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana62,NCT00621140,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana68,NCT00654381,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana75,NCT00676338,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana78,NCT00688701,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana79,NCT00698932,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana83,NCT00707993,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana88,NCT00740051,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0008,NCT00099866,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0010,NCT00099905,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0011,NCT00099918,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0014,NCT00101673,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0015,NCT00101712,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0017,NCT00102388,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0020,NCT00110240,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0021,NCT00120536,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0022,NCT00138567,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0024,NCT00138619,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0026,NCT00300287,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0036,NCT00368134,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0037,NCT00381342,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0039,NCT00383578,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0040,NCT00390520,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0048,NCT00744926,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0056,NCT00957060,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0057,NCT01057628,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0076,UMIN000007009,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,all prev meds washed out,NA,NA
anc0078,ChiCTR-IPR-16008578,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drug naïve,NA,NA
anc0079,ChiCTR-IPR-17011120,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drug naïve,NA,NA
anc0080,JapicCTI-101351,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drug naïve,NA,NA
anc0081,JapicCTI-111661,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drug naïve,NA,NA
anc0082,NCT00351832,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drug naïve,NA,NA
anc0083,NCT00690638,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drug naïve,NA,NA
anc0084,NCT01529528,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drug naïve,NA,NA
anc0085,NCT01601990,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drug naïve,NA,NA
anc0086,NCT01632007,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drug naïve,NA,NA
anc0087,NCT01787396,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drug naïve,NA,NA
anc0088,NCT01798238,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drug naïve,NA,NA
anc0089,NCT02015299,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drug naïve,NA,NA
anc0090,NCT02303730,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drug naïve,NA,NA
anc0091,NCT02853630,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drug naïve,NA,NA
anc0092,NCT02920801,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drug naïve,NA,NA
anc0093,NCT02946541,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drug naïve,NA,NA
anc0094,NCT02974504,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drug naïve,NA,NA
anc0095,NCT03068065,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drug naïve,NA,NA
anc0096,UMIN000004243,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drug naïve,NA,NA
anc0097,UMIN000004791,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drug naïve,NA,NA
anc0098,UMIN000006278,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drug naïve,NA,NA
anc0099,UMIN000006860,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drug naïve,NA,NA
anc0100,UMIN000006986,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drug naïve,NA,NA
anc0101,UMIN000007635,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drug naïve,NA,NA
anc0102,UMIN000022953,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drug naïve,NA,NA
anc0185,NCT01270789,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nil, all oads stopped",NA,NA
anc0225,UMIN000004953,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,switched from sitagliptin monotherpay,NA,NA
anc0181,NCT00138541,mono,n,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana178,NCT01194830,mono|dual,n,NA,NA,NA,NA,NA,NA,NA,NA,y,any_oad,NA,NA,NA,NA,NA,NA,NA,dpp4i,1,NA,NA,NA
