result_id,trial_id,analysis_population,arm_id_unq,comp_id,outcome_harm_label,result_description,result_type,ancova,result,dispersion_type,dispersion,units_label,timepoint,timepoint_units,source,arm_id_subgroup
154274918,NCT01952145,NA,unq_updaa10005,NA,hba1c,change from baseline,mean change,NA,-1.81,sd,1.08,percentage,26,weeks,aact,NA
153887589,NCT02324842,NA,unq_updaa10010,NA,hba1c,endpoint,mean,NA,8.2,sd,0.3,percentage,4,months,aact,NA
153887591,NCT02324842,NA,unq_updaa10011,NA,hba1c,endpoint,mean,NA,8.1,sd,0.3,percentage,4,months,aact,NA
153887590,NCT02324842,NA,unq_updaa10012,NA,hba1c,endpoint,mean,NA,8.4,sd,0.3,percentage,4,months,aact,NA
155012190,NCT02420262,NA,unq_updaa10014,NA,hba1c,change from baseline,LS mean change,NA,-1.46,se,0.05,percentage,26,weeks,aact,NA
155012189,NCT02420262,NA,unq_updaa10015,NA,hba1c,change from baseline,LS mean change,NA,-1.48,se,0.05,percentage,26,weeks,aact,NA
154084044,NCT02501161,NA,unq_updaa10020,NA,hba1c,change from baseline,mean change,NA,-1.69,sd,1.1,percentage,26,weeks,aact,NA
154084043,NCT02501161,NA,unq_updaa10021,NA,hba1c,change from baseline,mean change,NA,-1.99,sd,1.14,percentage,26,weeks,aact,NA
153870997,NCT02551874,NA,unq_updaa10023,NA,hba1c,change from baseline,LS mean change,NA,-1.67,95%ci,-1.79;-1.55,percentage,24,weeks,aact,NA
153870998,NCT02551874,NA,unq_updaa10024,NA,hba1c,change from baseline,LS mean change,NA,-1.54,95%ci,-1.66;-1.42,percentage,24,weeks,aact,NA
153671194,NCT02773368,NA,unq_updaa10030,NA,hba1c,baseline,mean,NA,8.36,sd,1.08,percentage,0,weeks,aact,NA
153671196,NCT02773368,NA,unq_updaa10030,NA,hba1c,change from baseline,mean change,NA,-1.68,sd,1.05,percentage,26,weeks,aact,NA
153671193,NCT02773368,NA,unq_updaa10031,NA,hba1c,baseline,mean,NA,8.2,sd,0.93,percentage,0,weeks,aact,NA
153671195,NCT02773368,NA,unq_updaa10031,NA,hba1c,change from baseline,mean change,NA,-1.94,sd,0.95,percentage,26,weeks,aact,NA
151900800,NCT02787551,NA,unq_updaa10033,NA,hba1c,change from baseline,LS mean change,NA,-0.38,se,0.048,percentage,26,weeks,aact,NA
151900799,NCT02787551,NA,unq_updaa10034,NA,hba1c,change from baseline,LS mean change,NA,-1.02,se,0.048,percentage,26,weeks,aact,NA
153753011,NCT02912455,NA,unq_updaa10039,NA,hba1c,change from baseline,mean change,NA,-0.31,95%ci,-0.72;0.1,percentage,6,months,aact,NA
153753012,NCT02912455,NA,unq_updaa10040,NA,hba1c,change from baseline,mean change,NA,0.11,95%ci,-0.71;0.93,percentage,6,months,aact,NA
152242299,NCT02964585,NA,updac0007,NA,hba1c,endpoint,mean,NA,7.85,sd,1.66,percentage,16,weeks,aact,NA
152242300,NCT02964585,NA,updac0008,NA,hba1c,endpoint,mean,NA,8.26,sd,1.52,percentage,16,weeks,aact,NA
153203197,NCT03353350,NA,unq_updaa10059,NA,hba1c,change from baseline,mean change,NA,-1.18,sd,0.79,percentage,56,weeks,aact,NA
153203198,NCT03353350,NA,unq_updaa10060,NA,hba1c,change from baseline,mean change,NA,-1.51,sd,0.99,percentage,56,weeks,aact,NA
153203199,NCT03353350,NA,unq_updaa10061,NA,hba1c,change from baseline,mean change,NA,-1.51,sd,0.18,percentage,56,weeks,aact,NA
153203196,NCT03353350,NA,unq_updaa10062,NA,hba1c,change from baseline,mean change,NA,-0.52,sd,1.18,percentage,56,weeks,aact,NA
153087453,NCT03689374,NA,unq_updaa10075,NA,hba1c,change from baseline,mean change,NA,-1.2,sd,1,percentage,52,weeks,aact,NA
153087452,NCT03689374,NA,unq_updaa10076,NA,hba1c,change from baseline,mean change,NA,-1.5,sd,1,percentage,52,weeks,aact,NA
154565577,NCT03730662,NA,unq_updaa10078,NA,hba1c,change from baseline,LS mean change,NA,-1.44,se,0.03,percentage,52,weeks,aact,NA
154565573,NCT03730662,NA,unq_updaa10079,NA,hba1c,change from baseline,LS mean change,NA,-2.43,se,0.053,percentage,52,weeks,aact,NA
154565574,NCT03730662,NA,unq_updaa10080,NA,hba1c,change from baseline,LS mean change,NA,-2.58,se,0.053,percentage,52,weeks,aact,NA
153801334,NCT03861039,NA,unq_updaa10083,NA,hba1c,change from baseline,LS mean change,NA,-2.98,se,0.075,percentage,52,weeks,aact,NA
153801335,NCT03861039,NA,unq_updaa10084,NA,hba1c,change from baseline,LS mean change,NA,-3.02,se,0.077,percentage,52,weeks,aact,NA
153801333,NCT03861039,NA,unq_updaa10085,NA,hba1c,change from baseline,LS mean change,NA,-2.57,se,0.075,percentage,52,weeks,aact,NA
152744996,NCT03861052,NA,unq_updaa10087,NA,hba1c,change from baseline,LS mean change,NA,-1.29,se,0.065,percentage,52,weeks,aact,NA
152744994,NCT03861052,NA,unq_updaa10088,NA,hba1c,change from baseline,LS mean change,NA,-2.55,se,0.067,percentage,52,weeks,aact,NA
152744995,NCT03861052,NA,unq_updaa10089,NA,hba1c,change from baseline,LS mean change,NA,-2.82,se,0.066,percentage,52,weeks,aact,NA
152744993,NCT03861052,NA,unq_updaa10090,NA,hba1c,change from baseline,LS mean change,NA,-2.37,se,0.066,percentage,52,weeks,aact,NA
153201193,NCT03882970,NA,unq_updaa10092,NA,hba1c,change from baseline,LS mean change,NA,-1.34,se,0.049,percentage,52,weeks,aact,NA
153201189,NCT03882970,NA,unq_updaa10093,NA,hba1c,change from baseline,LS mean change,NA,-2.2,se,0.051,percentage,52,weeks,aact,NA
153201190,NCT03882970,NA,unq_updaa10094,NA,hba1c,change from baseline,LS mean change,NA,-2.37,se,0.05,percentage,52,weeks,aact,NA
152804812,NCT03954834,NA,unq_updaa10097,NA,hba1c,change from baseline,LS mean change,NA,0.04,se,0.105,percentage,40,weeks,aact,NA
152804810,NCT03954834,NA,unq_updaa10098,NA,hba1c,change from baseline,LS mean change,NA,-1.89,se,0.096,percentage,40,weeks,aact,NA
152804811,NCT03954834,NA,unq_updaa10099,NA,hba1c,change from baseline,LS mean change,NA,-2.07,se,0.098,percentage,40,weeks,aact,NA
152804809,NCT03954834,NA,unq_updaa10100,NA,hba1c,change from baseline,LS mean change,NA,-1.87,se,0.094,percentage,40,weeks,aact,NA
153929740,NCT03987919,NA,unq_updaa10102,NA,hba1c,change from baseline,LS mean change,NA,-1.86,se,0.048,percentage,40,weeks,aact,NA
153929736,NCT03987919,NA,unq_updaa10103,NA,hba1c,change from baseline,LS mean change,NA,-2.37,se,0.048,percentage,40,weeks,aact,NA
153929737,NCT03987919,NA,unq_updaa10104,NA,hba1c,change from baseline,LS mean change,NA,-2.46,se,0.048,percentage,40,weeks,aact,NA
153708785,NCT03989232,NA,unq_updaa10107,NA,hba1c,change from baseline,mean change,NA,-1.9,sd,1,percentage,40,weeks,aact,NA
153708786,NCT03989232,NA,unq_updaa10108,NA,hba1c,change from baseline,mean change,NA,-2.2,sd,1.1,percentage,40,weeks,aact,NA
153484469,NCT04039503,NA,unq_updaa10110,NA,hba1c,change from baseline,LS mean change,NA,-0.93,se,0.079,percentage,40,weeks,aact,NA
153484467,NCT04039503,NA,unq_updaa10111,NA,hba1c,change from baseline,LS mean change,NA,-2.59,se,0.081,percentage,40,weeks,aact,NA
153484468,NCT04039503,NA,unq_updaa10112,NA,hba1c,change from baseline,LS mean change,NA,-2.59,se,0.083,percentage,40,weeks,aact,NA
153484470,NCT04039503,NA,unq_updaa10113,NA,hba1c,change from baseline,LS mean change,NA,-2.23,se,0.081,percentage,40,weeks,aact,NA
152745751,NCT04093752,NA,updac0049,NA,hba1c,change from baseline,LS mean change,NA,-2.44,se,0.073,percentage,40,weeks,aact,NA
152745752,NCT04093752,NA,updac0050,NA,hba1c,change from baseline,LS mean change,NA,-2.49,se,0.072,percentage,40,weeks,aact,NA
152745753,NCT04093752,NA,updac0051,NA,hba1c,change from baseline,LS mean change,NA,-0.95,se,0.073,percentage,40,weeks,aact,NA
152745754,NCT04093752,NA,updac0048,NA,hba1c,change from baseline,LS mean change,NA,-2.24,se,0.07,percentage,40,weeks,aact,NA
