trial_id,arm_id_unq,arm_id_subgroup,arm_id,ctgov_group_code,arm_label,drug_name,drug_dose,drug_unit,drug_freq,drug2_name,drug2_dose,drug2_unit,drug2_freq,result_group_id,design_group_id,note,n_rand,subgroup_name,subgroup_name2,source
NCT01368081,uaa10735,uaa10735a,aa1158,BG002|EG002|FG002|OG002,metformin,metformin,250,milligram,bd,NA,NA,NA,NA,9838848|9838862|9838875|9838888,NA,cohort with ancillary su,NA,with su,NA,NA
NCT01368081,uaa10735,uaa10735b,aa1158,BG002|EG002|FG002|OG002,metformin,metformin,250,milligram,bd,NA,NA,NA,NA,9838848|9838862|9838875|9838888,NA,cohort with ancillary su,NA,with mf,NA,NA
NCT01368081,uaa10735,uaa10735c,aa1158,BG002|EG002|FG002|OG002,metformin,metformin,250,milligram,bd,NA,NA,NA,NA,9838848|9838862|9838875|9838888,NA,cohort with ancillary su,NA,with tzd,NA,NA
NCT01368081,uaa10735,uaa10735d,aa1158,BG002|EG002|FG002|OG002,metformin,metformin,250,milligram,bd,NA,NA,NA,NA,9838848|9838862|9838875|9838888,NA,cohort with ancillary su,NA,with alpha,NA,NA
NCT01368081,uaa10735,uaa10735e,aa1158,BG002|EG002|FG002|OG002,metformin,metformin,250,milligram,bd,NA,NA,NA,NA,9838848|9838862|9838875|9838888,NA,cohort with ancillary su,NA,with dpp4i,NA,NA
NCT01368081,uaa10735,uaa10735f,aa1158,BG002|EG002|FG002|OG002,metformin,metformin,250,milligram,bd,NA,NA,NA,NA,9838848|9838862|9838875|9838888,NA,cohort with ancillary su,NA,with glinide,NA,NA
NCT01370005,uaa10737,NA,aa1164,BG001|EG001|FG001|OG001,empagliflozin,empagliflozin,10,milligram,od,NA,NA,NA,NA,9839360|9839364|9839367|9839370,NA,NA,NA,NA,NA,NA
NCT01370005,uaa10738,NA,aa1165,BG002|EG002|FG002|OG002,empagliflozin,empagliflozin,25,milligram,od,NA,NA,NA,NA,9839361|9839365|9839368|9839371,NA,NA,NA,NA,NA,NA
NCT01370005,uaa10739,NA,aa1166,BG000|EG000|FG000|OG000,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9839359|9839363|9839366|9839369,NA,NA,NA,NA,NA,NA
NCT01370005,uaa10740,NA,aa1167,BG003,total,NA,NA,NA,NA,NA,NA,NA,NA,9839362,NA,NA,NA,NA,NA,NA
NCT01381900,uaa10741,NA,aa1168,BG001|EG001|FG001|OG001,canagliflozin,canagliflozin,100,milligram,od,NA,NA,NA,NA,9841398|9841402|9841405|9841408,NA,NA,NA,NA,NA,NA
NCT01381900,uaa10742,NA,aa1169,BG002|EG002|FG002|OG002,canagliflozin,canagliflozin,300,milligram,od,NA,NA,NA,NA,9841399|9841403|9841406|9841409,NA,NA,NA,NA,NA,NA
NCT01381900,uaa10743,NA,aa1170,BG000|EG000|FG000|OG000,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9841397|9841401|9841404|9841407,NA,NA,NA,NA,NA,NA
NCT01381900,uaa10744,NA,aa1171,BG003,total,NA,NA,NA,NA,NA,NA,NA,NA,9841400,NA,NA,NA,NA,NA,NA
NCT01387737,uaa10745,NA,aa1173,BG000|EG000|FG000|OG000,canagliflozin,canagliflozin,100,milligram,od,NA,NA,NA,NA,9842225|9842228|9842230|9842232,NA,NA,NA,NA,NA,NA
NCT01387737,uaa10746,NA,aa1172,BG001|EG001|FG001|OG001,canagliflozin,canagliflozin,200,milligram,od,NA,NA,NA,NA,9842226|9842229|9842231|9842233,NA,NA,NA,NA,NA,NA
NCT01387737,uaa10747,NA,aa1174,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9842227,NA,NA,NA,NA,NA,NA
NCT01388361,uaa10748,NA,aa1177,BG000|EG000|FG000|OG000,ignore_nonrand,NA,NA,NA,NA,NA,NA,NA,NA,9842274|9842278|9842281|9842284,NA,NA,NA,NA,NA,NA
NCT01388361,uaa10749,NA,aa1175,BG002|EG002|FG002|OG002,insulin_aspart,insulin_aspart,as per bm,units,NA,NA,NA,NA,NA,9842276|9842280|9842283|9842286,NA,note this trial recruited people who had completed a previous trial,NA,NA,NA,NA
NCT01388361,uaa10750,NA,aa1176,BG001|EG001|FG001|OG001,liraglutide,liraglutide,1.2,milligram,od,NA,NA,NA,NA,9842275|9842279|9842282|9842285,NA,standardised uptitration to this dose |uptitration further to 1.8mg allowed,NA,NA,NA,NA
NCT01388361,uaa10751,NA,aa1178,BG003,total,NA,NA,NA,NA,NA,NA,NA,NA,9842277,NA,NA,NA,NA,NA,NA
NCT01392573,uaa10752,NA,aa1180|aa1181,BG000|EG000|OG000|FG000,liraglutide,liraglutide,0.6,units,od,NA,NA,NA,NA,9843189|9843194|9843196|9843192,NA,uptitration allowed|uptitration allowed,NA,NA,NA,NA
NCT01392573,uaa10753,NA,aa1179,BG001|EG001|FG001|OG001,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9843190|9843193|9843195|9843197,NA,"note combo injection, placeb is insulin deg alone",NA,NA,NA,NA
NCT01392573,uaa10754,NA,aa1182,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9843191,NA,NA,NA,NA,NA,NA
NCT01392677,uaa10755,NA,aa1183,BG001|EG001|FG001|OG001,dapagliflozin,dapagliflozin,10,milligram,od,NA,NA,NA,NA,9843208|9843211|9843213|9843215,NA,NA,NA,NA,NA,NA
NCT01392677,uaa10756,NA,aa1184,BG000|EG000|FG000|OG000,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9843207|9843210|9843212|9843214,NA,NA,NA,NA,NA,NA
NCT01392677,uaa10757,NA,aa1185,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9843209,NA,NA,NA,NA,NA,NA
NCT01392898,ab0131,NA,ab0131,NA,control,control,NA,NA,NA,NA,NA,NA,NA,NA,NA,continued standard treatment including insulin,NA,NA,NA,NA
NCT01392898,ab0132,NA,ab0132,NA,liraglutide,liraglutide,1.8,mg,od,NA,NA,NA,NA,NA,NA,addition of glp1a to standard treament; standardised uptitraton,NA,NA,NA,NA
NCT01394341,ab0135,ab0133a,ab0135,NA,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESRD,NA,NA
NCT01394341,ab0135,ab0133b,ab0135,NA,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,normal renal fn,NA,NA
NCT01394341,ab0133,ab0135a,ab0133,NA,liraglutide,liraglutide,1.8,mg,od,NA,NA,NA,NA,NA,NA,note presented as subgroups based on renal function; standardised uptitration,NA,ESRD,NA,NA
NCT01394341,ab0133,ab0135b,ab0133,NA,liraglutide,liraglutide,1.8,mg,od,NA,NA,NA,NA,NA,NA,note presented as subgroups based on renal function; standardised uptitration,NA,normal renal fn,NA,NA
NCT01394952,uaa10758,NA,aa1186,BG001|EG001|FG001|OG001,dulaglutide,dulaglutide,1.5,milligram,weekly,NA,NA,NA,NA,9843730|9843733|9843735|9843737,NA,NA,NA,NA,NA,NA
NCT01394952,uaa10759,NA,aa1187,BG000|EG000|FG000|OG000,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9843729|9843732|9843734|9843736,NA,NA,NA,NA,NA,NA
NCT01394952,uaa10760,NA,aa1188,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9843731,NA,NA,NA,NA,NA,NA
NCT01406717,uaa10761,NA,aa1189|aa1190|aa1191|aa1192|aa1193|aa1194|aa1195,OG000|EG000|FG000|OG000|OG000|OG000|OG000|OG000|BG000,exenatide,exenatide,10,microgram,bd,NA,NA,NA,NA,9845873|9845869|9845879|9845883|9845871|9845875|9845881|9845877|9845866,NA,standardised uptitration to this dose|standardised uptitration to this dose|standardised uptitration to this dose|standardised uptitration to this dose|standardised uptitration to this dose|standardised uptitration to this dose|standardised uptitration to this dose,NA,NA,NA,NA
NCT01406717,uaa10762,NA,aa1196|aa1197|aa1198|aa1199|aa1200|aa1201|aa1202,EG001|FG001|OG001|OG001|OG001|OG001|OG001|BG001|OG001,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9845870|9845880|9845884|9845882|9845872|9845876|9845878|9845867|9845874,NA,NA|NA|NA|NA|NA|NA|NA,NA,NA,NA,NA
NCT01406717,uaa10763,NA,aa1203,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9845868,NA,NA,NA,NA,NA,NA
NCT01413204,uaa10764,NA,aa1205,BG000|EG000|FG000|OG000,canagliflozin,canagliflozin,100,milligram,od,NA,NA,NA,NA,9846966|9846970|9846973|9846976,NA,NA,NA,NA,NA,NA
NCT01413204,uaa10765,NA,aa1204,BG001|EG001|FG001|OG001,canagliflozin,canagliflozin,200,milligram,od,NA,NA,NA,NA,9846967|9846971|9846974|9846977,NA,NA,NA,NA,NA,NA
NCT01413204,uaa10766,NA,aa1206,BG002|EG002|FG002|OG002,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9846968|9846972|9846975|9846978,NA,NA,NA,NA,NA,NA
NCT01413204,uaa10767,NA,aa1207,BG003,total,NA,NA,NA,NA,NA,NA,NA,NA,9846969,NA,NA,NA,NA,NA,NA
NCT01422876,uaa10768,NA,aa1208|aa1213|aa1214|aa1215|aa1225,BG008|FG008|OG003|BG003|OG003|FG003|OG003|EG003,empagliflozin,empagliflozin,10,milligram,od,NA,NA,NA,NA,9848241|9848252|9848263|9848236|9848259|9848247|9848257|9848268,NA,cohort treatment naïve|cohort with ancillary metformin|cohort with ancillary metformin|cohort with ancillary metformin|NA,NA,NA,NA,NA
NCT01422876,uaa10769,NA,aa1209|aa1216|aa1217|aa1226,BG007|FG007|OG002|BG002|FG002|OG002|EG002,empagliflozin,empagliflozin,25,milligram,od,NA,NA,NA,NA,9848240|9848251|9848262|9848235|9848246|9848256|9848267,NA,cohort treatment naïve|cohort with ancillary metformin|cohort with ancillary metformin|NA,NA,NA,NA,NA
NCT01422876,uaa10770,NA,aa1210|aa1218|aa1219|aa1227,BG006|FG006|OG001|BG001|FG001|OG001|EG001,empagliflozin_linagliptin,empagliflozin,10,milligram,od,linagliptin,5,milligram,od,9848239|9848250|9848261|9848234|9848245|9848255|9848266,NA,cohort treatment naïve|cohort with ancillary metformin|cohort with ancillary metformin|NA,NA,NA,NA,NA
NCT01422876,uaa10771,NA,aa1211|aa1220|aa1221|aa1222|aa1228,BG005|FG005|OG000|BG000|FG000|OG000|EG000,empagliflozin_linagliptin,empagliflozin,25,milligram,od,linagliptin,5,milligram,od,9848238|9848249|9848260|9848233|9848244|9848254|9848265,NA,cohort treatment naïve|cohort with ancillary metformin|cohort with ancillary metformin|cohort with ancillary metformin|NA,NA,NA,NA,NA
NCT01422876,uaa10772,NA,aa1212|aa1223|aa1224|aa1229,BG009|FG009|OG004|BG004|FG004|OG004|EG004,linagliptin,linagliptin,5,milligram,od,NA,NA,NA,NA,9848242|9848253|9848264|9848237|9848248|9848258|9848269,NA,cohort treatment naïve|cohort with ancillary metformin|cohort with ancillary metformin|NA,NA,NA,NA,NA
NCT01422876,uaa10773,NA,aa1230,BG010,total,NA,NA,NA,NA,NA,NA,NA,NA,9848243,NA,NA,NA,NA,NA,NA
NCT01438814,uaa10774,NA,aa1231,BG000|EG000|FG000|OG000,linagliptin,linagliptin,5,milligram,od,NA,NA,NA,NA,9851162|9851165|9851167|9851169,NA,"all arms allowed metformin, metformin arm has 500mg extra",NA,NA,NA,NA
NCT01438814,uaa10775,NA,aa1232,BG001|EG001|FG001|OG001,metformin,metformin,500,milligram,od,NA,NA,NA,NA,9851163|9851166|9851168|9851170,NA,"all arms allowed metformin, metformin arm has 500mg extra",NA,NA,NA,NA
NCT01438814,uaa10776,NA,aa1233,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9851164,NA,NA,NA,NA,NA,NA
NCT01455857,ab0137,NA,ab0137,NA,ITCA_650,ITCA_650,40,microgram,od,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01455857,ab0138,NA,ab0138,NA,ITCA_650,ITCA_650,60,microgram,od,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01455857,ab0139,NA,ab0139,NA,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01455870,ab0140,NA,ab0140,NA,ITCA_650,ITCA_650,60,microgram,od,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01455870,ab0141,NA,ab0141,NA,sitagliptin,sitagliptin,100,mg,od,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01455896,ab0142,NA,ab0142,NA,ITCA_650,ITCA_650,60,microgram,od,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01455896,ab0143,NA,ab0143,NA,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01462266,uaa10777,NA,aa1234,BG001|EG001|FG001|OG001,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9855589|9855592|9855594|9855596,NA,NA,NA,NA,NA,NA
NCT01462266,uaa10778,NA,aa1235,BG000|EG000|FG000|OG000,sitagliptin,sitagliptin,100,milligram,od,NA,NA,NA,NA,9855588|9855591|9855593|9855595,NA,NA,NA,NA,NA,NA
NCT01462266,uaa10779,NA,aa1236,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9855590,NA,NA,NA,NA,NA,NA
NCT01497522,ab0144,NA,ab0144,NA,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01497522,ab0145,NA,ab0145,NA,vildagliptin,vildagliptin,50,mg,bd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01505426,ab0146,NA,ab0146,NA,ipragliflozin,ipragliflozin,50,mg,od,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01505426,ab0147,NA,ab0147,NA,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01505673,uaa10780,NA,aa1237|aa1238,BG000|FG000|OG000|EG000,liraglutide,liraglutide,1.8,milligram,od,NA,NA,NA,NA,9863037|9863040|9863042|9863044,NA,NA|NA,NA,NA,NA,NA
NCT01505673,uaa10781,NA,aa1239,BG001|EG001|FG001|OG001,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9863038|9863041|9863043|9863045,NA,NA,NA,NA,NA,NA
NCT01505673,uaa10782,NA,aa1240,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9863039,NA,NA,NA,NA,NA,NA
NCT01512108,uaa10783,NA,aa1242,BG000|EG000|FG000|OG000,liraglutide,liraglutide,0.9,milligram,od,NA,NA,NA,NA,9864026|9864029|9864031|9864033,NA,standardised uptitration to this dose,NA,NA,NA,NA
NCT01512108,uaa10784,NA,aa1241,BG001|EG001|FG001|OG001,other_oad,oad,NA,NA,NA,NA,NA,NA,NA,9864027|9864030|9864032|9864034,NA,"investigators chose additional oad from DPP-4 inhibitor, SU, glinide,
metformin, a-glucosidase inhibitor or thiazolidinedione",NA,NA,NA,NA
NCT01512108,uaa10785,NA,aa1243,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9864028,NA,NA,NA,NA,NA,NA
NCT01517321,ab0148,NA,ab0148,NA,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01517321,ab0149,NA,ab0149,NA,sitagliptin,sitagliptin,50,mg,od,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01518101,ab0150,NA,ab0150,NA,liraglutide,liraglutide,1.2,mg,od,NA,NA,NA,NA,NA,NA,standardised uptitration; noe for period 1 only,NA,NA,NA,NA
NCT01518101,ab0151,NA,ab0151,NA,vildagliptin,vildagliptin,50,mg,bd,NA,NA,NA,NA,NA,NA,note for period 1 only,NA,NA,NA,NA
NCT01519674,uaa10786,NA,aa1244,BG000|EG000|FG000|OG000,insulin_aspart,insulin aspart,as per bm,units,bd,NA,NA,NA,NA,9865365|9865369|9865372|9865375,NA,NA,NA,NA,NA,NA
NCT01519674,uaa10787,NA,aa1246,BG001|EG001|FG001|OG001,sitagliptin_insulin_aspart,sitagliptin,100,milligram,od,insulin aspart,as per bm,units,bd,9865366|9865370|9865373|9865376,NA,NA,NA,NA,NA,NA
NCT01519674,uaa10788,NA,aa1245,BG002|EG002|FG002|OG002,sitagliptin_insulin_aspart,sitagliptin,100,milligram,od,insulin aspart,as per bm,units,od,9865367|9865371|9865374|9865377,NA,NA,NA,NA,NA,NA
NCT01519674,uaa10789,NA,aa1247,BG003,total,NA,NA,NA,NA,NA,NA,NA,NA,9865368,NA,NA,NA,NA,NA,NA
NCT01521962,ab0152,NA,ab0152,NA,alogliptin,alogliptin,25,mg,od,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01521962,ab0153,NA,ab0153,NA,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01528254,uaa10790,NA,aa1248,BG001|EG001|FG001|OG001,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9867055|9867058|9867060|9867062,NA,NA,NA,NA,NA,NA
NCT01528254,uaa10791,NA,aa1249|aa1250,EG002|BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9867063|9867056,NA,NA|NA,NA,NA,NA,NA
NCT01528254,uaa10792,NA,aa1251,BG000|EG000|FG000|OG000,vildagliptin,vildagliptin,50,milligram,bd,NA,NA,NA,NA,9867054|9867057|9867059|9867061,NA,NA,NA,NA,NA,NA
NCT01529528,ab0154,NA,ab0154,NA,anagliptin,anagliptin,50,mg,bd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01529528,ab0155,NA,ab0155,NA,anagliptin,anagliptin,100,mg,bd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01529528,ab0156,NA,ab0156,NA,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01529541,ab0157,NA,ab0157,NA,anagliptin,anagliptin,100,mg,bd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01529541,ab0158,NA,ab0158,NA,sitagliptin,sitagliptin,100,mg,od,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01541215,uaa10793,NA,aa1252|aa1253|aa1254|aa1255,BG000|EG000|FG000|OG000|EG002|OG000|OG000|EG003,liraglutide,liraglutide,0.6,milligram,od,NA,NA,NA,NA,9869405|9869408|9869410|9869414|9869412|9869416|9869413|9869417,NA,uptitration up to 1.8mg as tolerated|uptitration up to 1.8mg as tolerated|uptitration up to 1.8mg as tolerated|uptitration up to 1.8mg as tolerated,NA,NA,NA,NA
NCT01541215,uaa10794,NA,aa1256,BG001|EG001|FG001|OG001,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9869406|9869409|9869411|9869415,NA,NA,NA,NA,NA,NA
NCT01541215,uaa10795,NA,aa1257,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9869407,NA,NA,NA,NA,NA,NA
NCT01541956,ab0159,NA,ab0159,NA,metformin,metformin,500,mg,bd,NA,NA,NA,NA,NA,NA,extra on top on mandatroy metformin in both arms,NA,NA,NA,NA
NCT01541956,ab0160,NA,ab0160,NA,vildagliptin,vildagliptin,50,mg,bd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01547104,ab0161,NA,ab0161,NA,glimepiride,glimepiride,1,mg,od,NA,NA,NA,NA,NA,NA,can titrate up to 4mg,NA,NA,NA,NA
NCT01547104,ab0162,NA,ab0162,NA,linagliptin,linagliptin,5,mg,od,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01558271,uaa10796,NA,aa1261|aa1262|aa1263,BG000|EG000|OG000|OG000|FG000,dulaglutide,dulaglutide,0.75,milligram,weekly,NA,NA,NA,NA,9872237|9872247|9872251|9872244|9872241,NA,NA|NA|NA,NA,NA,NA,NA
NCT01558271,uaa10797,NA,aa1258|aa1259|aa1260,OG002|OG002|BG002|EG002|FG002|OG002,liraglutide,liraglutide,0.9,milligram,od,NA,NA,NA,NA,9872249|9872246|9872239|9872243|9872250|9872253,NA,standardised uptitration to this dose|standardised uptitration to this dose|standardised uptitration to this dose,NA,NA,NA,NA
NCT01558271,uaa10798,NA,aa1264|aa1265,OG001|BG001|EG001|FG001|OG001,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9872245|9872238|9872242|9872248|9872252,NA,NA|NA,NA,NA,NA,NA
NCT01558271,uaa10799,NA,aa1266,BG003,total,NA,NA,NA,NA,NA,NA,NA,NA,9872240,NA,NA,NA,NA,NA,NA
NCT01572740,uaa10800,NA,aa1267,BG000|EG000|FG000|OG000,liraglutide,liraglutide,0.9,milligram,od,NA,NA,NA,NA,9874640|9874643|9874645|9874647,NA,standardised uptitration to this dose,NA,NA,NA,NA
NCT01572740,uaa10801,NA,aa1268,BG001|EG001|FG001|OG001,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9874641|9874644|9874646|9874648,NA,NA,NA,NA,NA,NA
NCT01572740,uaa10802,NA,aa1269,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9874642,NA,NA,NA,NA,NA,NA
NCT01582230,ab0163,NA,ab0163,NA,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01582230,ab0164,NA,ab0164,NA,vildagliptin,vildagliptin,50,mg,bd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01584232,uaa10803,NA,aa1270|aa1271,OG000|BG000|EG000|FG000,dulaglutide,dulaglutide,0.75,milligram,weekly,NA,NA,NA,NA,9876591|9876586|9876589|9876593,NA,NA|NA,NA,NA,NA,NA
NCT01584232,uaa10804,NA,aa1272,BG001|EG001|FG001|OG001,insulin_glargine,insulin glargine,as per bm,units,od,NA,NA,NA,NA,9876587|9876590|9876592|9876594,NA,NA,NA,NA,NA,NA
NCT01584232,uaa10805,NA,aa1273,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9876588,NA,NA,NA,NA,NA,NA
NCT01590771,uaa10806,NA,aa1274,BG001|EG001|FG001|OG001,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9877826|9877829|9877831|9877833,NA,NA,NA,NA,NA,NA
NCT01590771,uaa10807,NA,aa1275,BG000|EG000|FG000|OG000,sitagliptin,sitagliptin,100,milligram,od,NA,NA,NA,NA,9877825|9877828|9877830|9877832,NA,NA,NA,NA,NA,NA
NCT01590771,uaa10808,NA,aa1276,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9877827,NA,NA,NA,NA,NA,NA
NCT01590797,uaa10809,NA,aa1277,BG001|EG001|FG001|OG001,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9877835|9877838|9877840|9877842,NA,NA,NA,NA,NA,NA
NCT01590797,uaa10810,NA,aa1278,BG000|EG000|FG000|OG000,sitagliptin,sitagliptin,100,milligram,od,NA,NA,NA,NA,9877834|9877837|9877839|9877841,NA,NA,NA,NA,NA,NA
NCT01590797,uaa10811,NA,aa1279,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9877836,NA,NA,NA,NA,NA,NA
NCT01595789,updab0001,NA,updab0001,NA,liraglutide,liraglutide,1.8,mg,od,NA,NA,NA,NA,NA,NA,"crossover, first 12 weeks only| standardised uptitration to this dose",NA,NA,NA,NA
NCT01595789,updab0002,NA,updab0002,NA,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crossover, first 12 weeks only",NA,NA,NA,NA
NCT01595789,updab0109,NA,NA,NA,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01601990,ab0165,NA,ab0165,NA,gemigliptin,gemigliptin,50,mg,od,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01601990,ab0166,NA,ab0166,NA,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01602003,ab0167,NA,ab0167,NA,gemigliptin,gemigliptin,25,mg,bd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01602003,ab0168,NA,ab0168,NA,gemigliptin,gemigliptin,50,mg,od,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01602003,ab0169,NA,ab0169,NA,sitagliptin,sitagliptin,100,mg,od,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01606007,uaa10812,NA,aa1280,BG001|FG001|OG001,dapagliflozin,dapagliflozin,10,milligram,od,NA,NA,NA,NA,9880641|9880645|9880648,NA,NA,NA,NA,NA,NA
NCT01606007,uaa10813,NA,aa1281|aa1282,BG002|FG002|OG002|EG002,dapagliflozin_saxagliptin,dapagliflozin,10,milligram,od,saxagliptin,5,milligram,od,9880642|9880646|9880649|9880652,NA,NA|NA,NA,NA,NA,NA
NCT01606007,uaa10814,NA,aa1283|aa1284,BG000|FG000|OG000|EG000,saxagliptin,saxagliptin,5,milligram,od,NA,NA,NA,NA,9880640|9880644|9880647|9880650,NA,NA|NA,NA,NA,NA,NA
NCT01606007,uaa10815,NA,aa1285,BG003,total,NA,NA,NA,NA,NA,NA,NA,NA,9880643,NA,NA,NA,NA,NA,NA
NCT01617434,uaa10816,NA,aa1286,BG000|EG000|FG000|OG000,liraglutide,liraglutide,1.8,milligram,od,NA,NA,NA,NA,9882451|9882454|9882456|9882458,NA,standardised uptitration to this dose,NA,NA,NA,NA
NCT01617434,uaa10817,NA,aa1287,BG001|EG001|FG001|OG001,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9882452|9882455|9882457|9882459,NA,NA,NA,NA,NA,NA
NCT01617434,uaa10818,NA,aa1288,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9882453,NA,NA,NA,NA,NA,NA
NCT01619059,uaa10819,NA,aa1289,BG000|EG000|FG000|OG001,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9882772|9882775|9882778|9882779,NA,NA,NA,NA,NA,NA
NCT01619059,uaa10820,NA,aa1290,BG001|EG001|FG001|OG000,saxagliptin,saxagliptin,5,milligram,od,NA,NA,NA,NA,9882773|9882776|9882777|9882780,NA,NA,NA,NA,NA,NA
NCT01619059,uaa10821,NA,aa1291,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9882774,NA,NA,NA,NA,NA,NA
NCT01620489,uaa10822,NA,aa1292,BG000|EG000|FG000|OG000,liraglutide,liraglutide,1.8,milligram,od,NA,NA,NA,NA,9882989|9882992|9882994|9882996,NA,standardised uptitration to this dose,NA,NA,NA,NA
NCT01620489,uaa10823,NA,aa1293,BG001|EG001|FG001|OG001,placebo,placebo,NA,NA,NA,NA,NA,NA,NA,9882990|9882993|9882995|9882997,NA,NA,NA,NA,NA,NA
NCT01620489,uaa10824,NA,aa1294,BG002,total,NA,NA,NA,NA,NA,NA,NA,NA,9882991,NA,NA,NA,NA,NA,NA
NCT01621178,uaa10825,NA,aa1295|aa1296|aa1297,FG001|BG001|EG001|OG001|OG001,dulaglutide,dulaglutide,0.75,milligram,weekly,NA,NA,NA,NA,9883082|9883078|9883089|9883092|9883085,NA,NA|NA|NA,NA,NA,NA,NA
NCT01621178,uaa10826,NA,aa1298|aa1299|aa1300,FG002|BG002|EG002|OG002|OG002,dulaglutide,dulaglutide,1.5,milligram,weekly,NA,NA,NA,NA,9883083|9883079|9883090|9883093|9883086,NA,NA|NA|NA,NA,NA,NA,NA
