nct_id,nct_id2,models,term,estimate,std.error,statistic,p.value
NCT00715624,NCT00715624,f3,sex,0.035,0.184,0.19,0.8498
NCT00715624,NCT00715624,f3,arm_f_2_Lixisenatide,-0.184,0.156,-1.178,0.2392
NCT00715624,NCT00715624,f3,sex:arm_f_2_Lixisenatide,-0.05,0.226,-0.221,0.8255
NCT00763815,NCT00763815,f3,(Intercept),5.776,0.484,11.943,5.859e-29
NCT00763815,NCT00763815,f3,value_1,0.216,0.058,3.751,1.974e-4
NCT00763815,NCT00763815,f3,sex,-0.085,0.164,-0.518,0.6047
NCT00763815,NCT00763815,f3,arm_f_2_Lixisenatide,-0.384,0.144,-2.662,0.008024
NCT00763815,NCT00763815,f3,sex:arm_f_2_Lixisenatide,0.075,0.2,0.376,0.7068
NCT00688701,NCT00688701,f3,(Intercept),2.53,0.514,4.919,1.334e-6
NCT00688701,NCT00688701,f3,value_1,0.659,0.061,10.828,8.609e-24
NCT00688701,NCT00688701,f3,sex,-0.187,0.183,-1.023,0.307
NCT00688701,NCT00688701,f3,arm_f_2_Lixisenatide 1-step titration,-0.692,0.186,-3.722,2.302e-4
NCT00688701,NCT00688701,f3,arm_f_2_Lixisenatide 2-step titration,-0.532,0.185,-2.869,0.004361
NCT00688701,NCT00688701,f3,sex:arm_f_2_Lixisenatide 1-step titration,0.014,0.26,0.053,0.9578
NCT00688701,NCT00688701,f3,sex:arm_f_2_Lixisenatide 2-step titration,0.001,0.26,0.002,0.9982
NCT00707031,NCT00707031,f3,(Intercept),3.003,0.382,7.859,1.69e-14
NCT00707031,NCT00707031,f3,value_1,0.498,0.047,10.645,1.918e-24
NCT00707031,NCT00707031,f3,sex,0.074,0.106,0.691,0.4898
NCT00707031,NCT00707031,f3,arm_f_2_Lixisenatide QD,0.437,0.109,4.005,6.955e-5
NCT00707031,NCT00707031,f3,sex:arm_f_2_Lixisenatide QD,-0.216,0.149,-1.452,0.147
NCT01648582,NCT01648582,f3,(Intercept),3.125,0.291,10.733,3.911e-25
NCT01648582,NCT01648582,f3,value_1,0.539,0.033,16.213,4.6939999999999994e-51
NCT01648582,NCT01648582,f3,sex,-0.146,0.127,-1.152,0.2498
NCT01648582,NCT01648582,f3,arm_f_2_Dulaglutide 0.75,-0.192,0.135,-1.425,0.1546
NCT01648582,NCT01648582,f3,arm_f_2_Dulaglutide 1.5,-0.506,0.133,-3.803,1.541e-4
NCT01648582,NCT01648582,f3,sex:arm_f_2_Dulaglutide 0.75,0.031,0.181,0.17,0.865
NCT01648582,NCT01648582,f3,sex:arm_f_2_Dulaglutide 1.5,-0.08,0.18,-0.444,0.6571
NCT01558271,NCT01558271,f3,(Intercept),3.937,0.403,9.773,1.0360000000000001e-20
NCT01558271,NCT01558271,f3,value_1,0.549,0.042,12.926,4.727e-33
NCT01558271,NCT01558271,f3,sex,-0.177,0.222,-0.797,0.426
NCT01558271,NCT01558271,f3,arm_f_2_Dulaglutide for 26 weeks blinded then 26 weeks open,-1.792,0.224,-8.01,8.601e-15
NCT01558271,NCT01558271,f3,"arm_f_2_Liraglutide 0.3mg first week, 0.6mg second week then 0.9mg remaining",-1.858,0.251,-7.397,6.196e-13
NCT01558271,NCT01558271,f3,sex:arm_f_2_Dulaglutide for 26 weeks blinded then 26 weeks open,0.281,0.251,1.118,0.264
NCT01558271,NCT01558271,f3,"sex:arm_f_2_Liraglutide 0.3mg first week, 0.6mg second week then 0.9mg remaining",0.511,0.28,1.823,0.06892
NCT02750410,NCT02750410,f3,(Intercept),2.644,0.684,3.869,1.612e-4
NCT02750410,NCT02750410,f3,value_1,0.612,0.077,7.979,3.144e-13
NCT02750410,NCT02750410,f3,sex,-0.122,0.231,-0.53,0.5971
NCT02750410,NCT02750410,f3,arm_f_2_Dula,-0.444,0.2,-2.222,0.02771
NCT02750410,NCT02750410,f3,sex:arm_f_2_Dula,0.177,0.269,0.657,0.5122
NCT01768559,NCT01768559,f3,(Intercept),3.777,0.33,11.456,1.95e-28
NCT01768559,NCT01768559,f3,value_1,0.433,0.042,10.297,1.4549999999999998e-23
NCT01768559,NCT01768559,f3,sex,-0.082,0.06,-1.358,0.1747
NCT01768559,NCT01768559,f3,arm_f_2_Lixisenatide,0.083,0.071,1.182,0.2377
NCT01768559,NCT01768559,f3,sex:arm_f_2_Lixisenatide,0.004,0.104,0.037,0.9703
NCT00975286,NCT00975286,f3,(Intercept),2.638,0.52,5.074,5.857e-7
NCT00975286,NCT00975286,f3,value_1,0.602,0.068,8.862,2.275e-17
NCT00975286,NCT00975286,f3,sex,0.158,0.104,1.523,0.1286
NCT00975286,NCT00975286,f3,arm_f_2_GLP1 PLUS INSULIN BASAL,-0.269,0.105,-2.574,0.01039
NCT00975286,NCT00975286,f3,sex:arm_f_2_GLP1 PLUS INSULIN BASAL,-0.091,0.149,-0.614,0.5395
NCT01632007,NCT01632007,f3,(Intercept),1.534,0.535,2.868,0.004498
NCT01632007,NCT01632007,f3,value_1,0.838,0.057,14.605,6.379e-35
NCT01632007,NCT01632007,f3,sex,0.093,0.291,0.321,0.7483
NCT01632007,NCT01632007,f3,arm_f_2_Alogliptin,-0.552,0.309,-1.787,0.07526
NCT01632007,NCT01632007,f3,arm_f_2_Trelagliptin,-0.503,0.302,-1.662,0.09788
NCT01632007,NCT01632007,f3,sex:arm_f_2_Alogliptin,-0.191,0.338,-0.564,0.5735
NCT01632007,NCT01632007,f3,sex:arm_f_2_Trelagliptin,-0.118,0.332,-0.356,0.7221
NCT01619059,NCT01619059,f3,(Intercept),1.638,0.374,4.376,1.681e-5
NCT01619059,NCT01619059,f3,value_1,0.753,0.046,16.466,1.173e-43
NCT01619059,NCT01619059,f3,sex,0.132,0.112,1.183,0.2377
NCT01619059,NCT01619059,f3,arm_f_2_SAXA PLUS DAPA PLUS MET,-0.278,0.11,-2.518,0.01234
NCT01619059,NCT01619059,f3,sex:arm_f_2_SAXA PLUS DAPA PLUS MET,-0.162,0.161,-1.005,0.3156
NCT00819091,NCT00819091,f4,(Intercept),2.302,0.813,2.831,0.005043
NCT00819091,NCT00819091,f4,value_1,0.754,0.07,10.826,2.3269999999999996e-22
NCT00819091,NCT00819091,f4,age10,-0.087,0.092,-0.946,0.3449
NCT00819091,NCT00819091,f4,"arm_f_2_Linagliptin, 5 mg tablet",-0.359,0.678,-0.529,0.5972
NCT00819091,NCT00819091,f4,sex,0.103,0.195,0.528,0.5979
NCT00819091,NCT00819091,f4,"age10:arm_f_2_Linagliptin, 5 mg tablet",0.03,0.116,0.261,0.7942
NCT00819091,NCT00819091,f4,"arm_f_2_Linagliptin, 5 mg tablet:sex",-0.312,0.238,-1.313,0.1905
NCT00800683,NCT00800683,f4,(Intercept),2.831,1.03,2.747,0.006919
NCT00800683,NCT00800683,f4,value_1,0.68,0.081,8.386,9.81e-14
NCT00800683,NCT00800683,f4,age10,-0.142,0.098,-1.456,0.148
NCT00800683,NCT00800683,f4,arm_f_2_Placebo,-0.138,1.013,-0.136,0.8923
NCT00800683,NCT00800683,f4,sex,0.303,0.226,1.338,0.1833
NCT00800683,NCT00800683,f4,age10:arm_f_2_Placebo,0.133,0.15,0.888,0.3762
NCT00800683,NCT00800683,f4,arm_f_2_Placebo:sex,-0.344,0.315,-1.091,0.2776
NCT00740051,NCT00740051,f4,(Intercept),4.053,1.118,3.627,3.566e-4
NCT00740051,NCT00740051,f4,value_1,0.354,0.084,4.199,3.898e-5
NCT00740051,NCT00740051,f4,age10,0.105,0.139,0.76,0.4481
NCT00740051,NCT00740051,f4,"arm_f_2_Linagliptin, 5mg tablet",1.322,0.957,1.382,0.1683
NCT00740051,NCT00740051,f4,sex,-0.001,0.268,-0.003,0.998
NCT00740051,NCT00740051,f4,"age10:arm_f_2_Linagliptin, 5mg tablet",-0.204,0.164,-1.244,0.2148
NCT00740051,NCT00740051,f4,"arm_f_2_Linagliptin, 5mg tablet:sex",-0.098,0.333,-0.295,0.7683
NCT00996658,NCT00996658,f4,(Intercept),4.652,0.989,4.705,4.093e-6
NCT00996658,NCT00996658,f4,value_1,0.499,0.077,6.457,5.062e-10
NCT00996658,NCT00996658,f4,age10,-0.18,0.133,-1.346,0.1793
NCT00996658,NCT00996658,f4,arm_f_2_Linagliptin 5 mg tablet,-1.219,0.853,-1.43,0.154
NCT00996658,NCT00996658,f4,sex,0.133,0.225,0.591,0.5549
NCT00996658,NCT00996658,f4,age10:arm_f_2_Linagliptin 5 mg tablet,0.135,0.155,0.868,0.3864
NCT00996658,NCT00996658,f4,arm_f_2_Linagliptin 5 mg tablet:sex,0.057,0.273,0.208,0.8352
NCT01084005,NCT01084005,f4,(Intercept),2.755,1.242,2.218,0.0275
NCT01084005,NCT01084005,f4,value_1,0.573,0.05,11.376,4.047e-24
NCT01084005,NCT01084005,f4,age10,0.085,0.157,0.541,0.5888
NCT01084005,NCT01084005,f4,"arm_f_2_Linagliptin, 5mg tablet",-0.694,1.44,-0.482,0.6303
NCT01084005,NCT01084005,f4,sex,-0.215,0.135,-1.588,0.1136
NCT01084005,NCT01084005,f4,"age10:arm_f_2_Linagliptin, 5mg tablet",-0.005,0.192,-0.024,0.9806
NCT01084005,NCT01084005,f4,"arm_f_2_Linagliptin, 5mg tablet:sex",0.23,0.17,1.351,0.1781
NCT01087502,NCT01087502,f4,(Intercept),1.592,0.66,2.412,0.01664
NCT01087502,NCT01087502,f4,value_1,0.859,0.05,17.109,9.046e-43
NCT01087502,NCT01087502,f4,age10,-0.069,0.069,-0.996,0.3203
NCT01087502,NCT01087502,f4,"arm_f_2_Linagliptin, 5mg tablet",-0.853,0.695,-1.227,0.2212
NCT01087502,NCT01087502,f4,sex,-0.125,0.135,-0.928,0.3544
NCT01087502,NCT01087502,f4,"age10:arm_f_2_Linagliptin, 5mg tablet",0.071,0.1,0.715,0.4753
NCT01087502,NCT01087502,f4,"arm_f_2_Linagliptin, 5mg tablet:sex",-0.066,0.192,-0.345,0.7304
NCT01194830,NCT01194830,f4,(Intercept),4.898,0.9,5.442,1.468e-7
NCT01194830,NCT01194830,f4,value_1,0.463,0.071,6.498,5.856e-10
NCT01194830,NCT01194830,f4,age10,-0.046,0.105,-0.439,0.6608
NCT01194830,NCT01194830,f4,arm_f_2_Linagliptin,-0.161,0.839,-0.192,0.8476
NCT01194830,NCT01194830,f4,sex,-0.744,0.207,-3.59,4.118e-4
NCT01194830,NCT01194830,f4,age10:arm_f_2_Linagliptin,-0.115,0.15,-0.768,0.4434
NCT01194830,NCT01194830,f4,arm_f_2_Linagliptin:sex,0.67,0.304,2.206,0.02848
NCT02182830,NCT02182830,f4,(Intercept),3.805,1.245,3.056,0.002638
NCT02182830,NCT02182830,f4,value_1,0.6,0.096,6.236,3.985e-9
NCT02182830,NCT02182830,f4,age10,-0.055,0.142,-0.387,0.699
NCT02182830,NCT02182830,f4,arm_f_2_10mg SLASH 25mg,-1.786,1.133,-1.576,0.1171
NCT02182830,NCT02182830,f4,sex,-0.059,0.263,-0.224,0.8228
NCT02182830,NCT02182830,f4,age10:arm_f_2_10mg SLASH 25mg,0.192,0.197,0.977,0.3299
NCT02182830,NCT02182830,f4,arm_f_2_10mg SLASH 25mg:sex,0.045,0.371,0.122,0.9028
NCT02453555,NCT02453555,f4,(Intercept),5.742,0.833,6.891,3.948e-11
NCT02453555,NCT02453555,f4,value_1,0.191,0.072,2.664,0.008196
NCT02453555,NCT02453555,f4,age10,0.059,0.076,0.776,0.4383
NCT02453555,NCT02453555,f4,arm_f_2_FDC EmpaLina titr,-0.432,0.64,-0.676,0.4998
NCT02453555,NCT02453555,f4,sex,-0.03,0.195,-0.154,0.8775
NCT02453555,NCT02453555,f4,age10:arm_f_2_FDC EmpaLina titr,-0.017,0.095,-0.18,0.8572
NCT02453555,NCT02453555,f4,arm_f_2_FDC EmpaLina titr:sex,-0.044,0.238,-0.186,0.8528
NCT00763451,NCT00763451,f4,(Intercept),5.026,0.634,7.932,1.582e-14
NCT00763451,NCT00763451,f4,value_1,0.364,0.051,7.104,4.504e-12
NCT00763451,NCT00763451,f4,age10,-0.051,0.076,-0.675,0.4998
NCT00763451,NCT00763451,f4,arm_f_2_Lixisenatide 1-step titration,1.432,0.658,2.177,0.03
NCT00763451,NCT00763451,f4,arm_f_2_Lixisenatide 2-step titration,0.263,0.65,0.405,0.6858
NCT00763451,NCT00763451,f4,sex,-0.291,0.149,-1.948,0.05198
NCT00763451,NCT00763451,f4,age10:arm_f_2_Lixisenatide 1-step titration,-0.295,0.113,-2.62,0.009073
NCT00763451,NCT00763451,f4,age10:arm_f_2_Lixisenatide 2-step titration,-0.117,0.112,-1.037,0.3001
NCT00763451,NCT00763451,f4,arm_f_2_Lixisenatide 1-step titration:sex,0.106,0.211,0.504,0.6148
NCT00763451,NCT00763451,f4,arm_f_2_Lixisenatide 2-step titration:sex,0.212,0.211,1.005,0.3152
NCT00976937,NCT00976937,f4,(Intercept),1.936,0.969,1.997,0.04672
NCT00976937,NCT00976937,f4,value_1,0.653,0.064,10.137,5.727e-21
NCT00976937,NCT00976937,f4,age10,0.046,0.182,0.255,0.7992
NCT00976937,NCT00976937,f4,arm_f_2_Lixisenatide,1.233,1.098,1.123,0.2624
NCT00976937,NCT00976937,f4,sex,-0.106,0.17,-0.62,0.5359
NCT00976937,NCT00976937,f4,age10:arm_f_2_Lixisenatide,-0.26,0.248,-1.049,0.295
NCT00976937,NCT00976937,f4,arm_f_2_Lixisenatide:sex,-0.167,0.254,-0.658,0.5112
NCT00866658,NCT00866658,f4,(Intercept),4.107,0.918,4.473,1.094e-5
NCT00866658,NCT00866658,f4,value_1,0.577,0.084,6.886,3.309e-11
NCT00866658,NCT00866658,f4,age10,-0.096,0.087,-1.11,0.2678
NCT00866658,NCT00866658,f4,arm_f_2_Lixisenatide 2-step titration,-0.334,0.742,-0.45,0.6529
NCT00866658,NCT00866658,f4,sex,0.03,0.175,0.171,0.8641
NCT00866658,NCT00866658,f4,age10:arm_f_2_Lixisenatide 2-step titration,-0.092,0.122,-0.75,0.4541
NCT00866658,NCT00866658,f4,arm_f_2_Lixisenatide 2-step titration:sex,0.079,0.25,0.315,0.7527
NCT01169779,NCT01169779,f4,(Intercept),3.108,0.624,4.983,9.507e-7
NCT01169779,NCT01169779,f4,value_1,0.598,0.063,9.446,3.544e-19
NCT01169779,NCT01169779,f4,age10,-0.094,0.064,-1.482,0.1392
NCT01169779,NCT01169779,f4,arm_f_2_Lixisenatide,-1.037,0.533,-1.946,0.05243
NCT01169779,NCT01169779,f4,sex,-0.078,0.134,-0.581,0.5617
NCT01169779,NCT01169779,f4,age10:arm_f_2_Lixisenatide,0.163,0.091,1.793,0.0738
NCT01169779,NCT01169779,f4,arm_f_2_Lixisenatide:sex,-0.207,0.189,-1.095,0.2744
NCT01632163,NCT01632163,f4,(Intercept),4.884,0.916,5.33,2.238e-7
NCT01632163,NCT01632163,f4,value_1,0.281,0.08,3.514,5.257e-4
NCT01632163,NCT01632163,f4,age10,0.159,0.105,1.512,0.1319
NCT01632163,NCT01632163,f4,arm_f_2_Lixisenatide,-0.131,0.853,-0.153,0.8785
NCT01632163,NCT01632163,f4,sex,-0.329,0.196,-1.677,0.09487
NCT01632163,NCT01632163,f4,age10:arm_f_2_Lixisenatide,-0.101,0.147,-0.683,0.4951
NCT01632163,NCT01632163,f4,arm_f_2_Lixisenatide:sex,0.45,0.278,1.618,0.107
NCT01798706,NCT01798706,f4,(Intercept),0.647,1.466,0.441,0.6593
NCT01798706,NCT01798706,f4,value_1,0.682,0.068,9.983,1.3520000000000001e-20
NCT01798706,NCT01798706,f4,age10,0.24,0.18,1.335,0.1827
NCT01798706,NCT01798706,f4,arm_f_2_Lixisenatide,1.121,1.873,0.598,0.55
NCT01798706,NCT01798706,f4,sex,0.089,0.136,0.658,0.5109
NCT01798706,NCT01798706,f4,age10:arm_f_2_Lixisenatide,-0.225,0.251,-0.894,0.3719
NCT01798706,NCT01798706,f4,arm_f_2_Lixisenatide:sex,-0.091,0.193,-0.468,0.6398
NCT00712673,NCT00712673,f4,(Intercept),5.239,0.609,8.609,5.259e-17
NCT00712673,NCT00712673,f4,value_1,0.393,0.046,8.606,5.388e-17
NCT00712673,NCT00712673,f4,age10,-0.129,0.082,-1.563,0.1185
NCT00712673,NCT00712673,f4,arm_f_2_Lixisenatide evening,-0.378,0.575,-0.657,0.5115
NCT00712673,NCT00712673,f4,arm_f_2_Lixisenatide morning,0.436,0.595,0.734,0.4635
NCT00712673,NCT00712673,f4,sex,-0.222,0.154,-1.435,0.1518
NCT00712673,NCT00712673,f4,age10:arm_f_2_Lixisenatide evening,0.048,0.102,0.469,0.6389
NCT00712673,NCT00712673,f4,age10:arm_f_2_Lixisenatide morning,-0.138,0.107,-1.286,0.1988
NCT00712673,NCT00712673,f4,arm_f_2_Lixisenatide evening:sex,0.029,0.2,0.143,0.8864
NCT00712673,NCT00712673,f4,arm_f_2_Lixisenatide morning:sex,0.268,0.202,1.324,0.1859
NCT00713830,NCT00713830,f4,(Intercept),5.018,0.513,9.78,1.769e-21
NCT00713830,NCT00713830,f4,value_1,0.442,0.042,10.654,5.768e-25
NCT00713830,NCT00713830,f4,age10,-0.111,0.058,-1.907,0.05684
NCT00713830,NCT00713830,f4,arm_f_2_Lixisenatide,0.069,0.427,0.162,0.8713
NCT00713830,NCT00713830,f4,sex,-0.065,0.117,-0.554,0.5795
NCT00713830,NCT00713830,f4,age10:arm_f_2_Lixisenatide,-0.097,0.071,-1.355,0.1757
NCT00713830,NCT00713830,f4,arm_f_2_Lixisenatide:sex,0.045,0.143,0.318,0.7503
NCT00715624,NCT00715624,f4,(Intercept),3.882,0.846,4.591,5.631e-6
NCT00715624,NCT00715624,f4,value_1,0.68,0.066,10.315,1.07e-22
NCT00715624,NCT00715624,f4,age10,-0.267,0.095,-2.821,0.004987
NCT00715624,NCT00715624,f4,arm_f_2_Lixisenatide,-1.343,0.677,-1.986,0.04765
NCT00715624,NCT00715624,f4,sex,0.063,0.183,0.345,0.7305
NCT00715624,NCT00715624,f4,age10:arm_f_2_Lixisenatide,0.207,0.116,1.779,0.07587
NCT00715624,NCT00715624,f4,arm_f_2_Lixisenatide:sex,-0.079,0.225,-0.351,0.7257
NCT00763815,NCT00763815,f4,(Intercept),6.895,0.717,9.611,4.1440000000000005e-20
NCT00763815,NCT00763815,f4,value_1,0.181,0.058,3.103,0.00203
NCT00763815,NCT00763815,f4,age10,-0.155,0.088,-1.77,0.07739
NCT00763815,NCT00763815,f4,arm_f_2_Lixisenatide,-0.417,0.596,-0.701,0.484
NCT00763815,NCT00763815,f4,sex,-0.041,0.164,-0.252,0.801
NCT00763815,NCT00763815,f4,age10:arm_f_2_Lixisenatide,0.01,0.106,0.097,0.9227
NCT00763815,NCT00763815,f4,arm_f_2_Lixisenatide:sex,0.048,0.201,0.237,0.8127
NCT00688701,NCT00688701,f4,(Intercept),2.511,0.717,3.504,5.181e-4
NCT00688701,NCT00688701,f4,value_1,0.659,0.062,10.638,4.28e-23
NCT00688701,NCT00688701,f4,age10,0.003,0.086,0.037,0.9708
NCT00688701,NCT00688701,f4,arm_f_2_Lixisenatide 1-step titration,-0.682,0.675,-1.009,0.3136
NCT00688701,NCT00688701,f4,arm_f_2_Lixisenatide 2-step titration,-0.514,0.709,-0.725,0.4689
NCT00688701,NCT00688701,f4,sex,-0.188,0.187,-1.006,0.3151
NCT00688701,NCT00688701,f4,age10:arm_f_2_Lixisenatide 1-step titration,-0.002,0.121,-0.017,0.9862
NCT00688701,NCT00688701,f4,age10:arm_f_2_Lixisenatide 2-step titration,-0.003,0.129,-0.027,0.9788
NCT00688701,NCT00688701,f4,arm_f_2_Lixisenatide 1-step titration:sex,0.015,0.265,0.058,0.9537
NCT00688701,NCT00688701,f4,arm_f_2_Lixisenatide 2-step titration:sex,0.002,0.264,0.007,0.9945
NCT00707031,NCT00707031,f4,(Intercept),3.333,0.513,6.498,1.665e-10
NCT00707031,NCT00707031,f4,value_1,0.482,0.047,10.212,9.45e-23
NCT00707031,NCT00707031,f4,age10,-0.036,0.05,-0.72,0.4719
NCT00707031,NCT00707031,f4,arm_f_2_Lixisenatide QD,1.32,0.441,2.993,0.002872
NCT00707031,NCT00707031,f4,sex,0.087,0.106,0.819,0.413
NCT00707031,NCT00707031,f4,age10:arm_f_2_Lixisenatide QD,-0.156,0.075,-2.076,0.03827
NCT00707031,NCT00707031,f4,arm_f_2_Lixisenatide QD:sex,-0.206,0.148,-1.394,0.1639
NCT01648582,NCT01648582,f4,(Intercept),3.842,0.483,7.953,6.534e-15
NCT01648582,NCT01648582,f4,value_1,0.538,0.033,16.17,8.403e-51
NCT01648582,NCT01648582,f4,age10,-0.126,0.068,-1.86,0.06327
NCT01648582,NCT01648582,f4,arm_f_2_Dulaglutide 0.75,-0.472,0.535,-0.882,0.3782
NCT01648582,NCT01648582,f4,arm_f_2_Dulaglutide 1.5,-1.008,0.546,-1.845,0.06541
NCT01648582,NCT01648582,f4,sex,-0.157,0.127,-1.239,0.2158
NCT01648582,NCT01648582,f4,age10:arm_f_2_Dulaglutide 0.75,0.05,0.093,0.535,0.5928
NCT01648582,NCT01648582,f4,age10:arm_f_2_Dulaglutide 1.5,0.09,0.095,0.944,0.3455
NCT01648582,NCT01648582,f4,arm_f_2_Dulaglutide 0.75:sex,0.027,0.181,0.15,0.881
NCT01648582,NCT01648582,f4,arm_f_2_Dulaglutide 1.5:sex,-0.073,0.18,-0.404,0.6865
NCT01558271,NCT01558271,f4,(Intercept),2.815,0.765,3.679,2.603e-4
NCT01558271,NCT01558271,f4,value_1,0.556,0.042,13.188,3.957e-34
NCT01558271,NCT01558271,f4,age10,0.181,0.109,1.662,0.09713
NCT01558271,NCT01558271,f4,arm_f_2_Dulaglutide for 26 weeks blinded then 26 weeks open,-0.006,0.727,-0.009,0.9931
NCT01558271,NCT01558271,f4,"arm_f_2_Liraglutide 0.3mg first week, 0.6mg second week then 0.9mg remaining",-0.156,0.776,-0.201,0.8404
NCT01558271,NCT01558271,f4,sex,-0.158,0.22,-0.72,0.4721
NCT01558271,NCT01558271,f4,age10:arm_f_2_Dulaglutide for 26 weeks blinded then 26 weeks open,-0.31,0.119,-2.607,0.009426
NCT01558271,NCT01558271,f4,"age10:arm_f_2_Liraglutide 0.3mg first week, 0.6mg second week then 0.9mg remaining",-0.29,0.126,-2.313,0.02114
NCT01558271,NCT01558271,f4,arm_f_2_Dulaglutide for 26 weeks blinded then 26 weeks open:sex,0.278,0.249,1.115,0.2654
NCT01558271,NCT01558271,f4,"arm_f_2_Liraglutide 0.3mg first week, 0.6mg second week then 0.9mg remaining:sex",0.482,0.278,1.737,0.08306
NCT02750410,NCT02750410,f4,(Intercept),2.393,0.987,2.424,0.01653
NCT02750410,NCT02750410,f4,value_1,0.616,0.078,7.929,4.425e-13
NCT02750410,NCT02750410,f4,age10,0.037,0.11,0.336,0.7372
NCT02750410,NCT02750410,f4,arm_f_2_Dula,-0.322,0.783,-0.412,0.6811
NCT02750410,NCT02750410,f4,sex,-0.12,0.232,-0.517,0.6061
NCT02750410,NCT02750410,f4,age10:arm_f_2_Dula,-0.02,0.128,-0.157,0.8755
NCT02750410,NCT02750410,f4,arm_f_2_Dula:sex,0.172,0.271,0.636,0.5256
NCT01768559,NCT01768559,f4,(Intercept),3.625,0.383,9.472,2.4280000000000002e-20
NCT01768559,NCT01768559,f4,value_1,0.435,0.042,10.334,1.035e-23
NCT01768559,NCT01768559,f4,age10,0.023,0.033,0.679,0.4971
NCT01768559,NCT01768559,f4,arm_f_2_Lixisenatide,0.55,0.361,1.521,0.1287
NCT01768559,NCT01768559,f4,sex,-0.084,0.06,-1.394,0.1636
NCT01768559,NCT01768559,f4,age10:arm_f_2_Lixisenatide,-0.078,0.06,-1.315,0.1887
NCT01768559,NCT01768559,f4,arm_f_2_Lixisenatide:sex,0.01,0.104,0.101,0.9199
NCT00975286,NCT00975286,f4,(Intercept),3.368,0.618,5.453,8.52e-8
NCT00975286,NCT00975286,f4,value_1,0.586,0.068,8.668,9.917e-17
NCT00975286,NCT00975286,f4,age10,-0.108,0.052,-2.093,0.03691
NCT00975286,NCT00975286,f4,arm_f_2_GLP1 PLUS INSULIN BASAL,-0.082,0.436,-0.189,0.8502
NCT00975286,NCT00975286,f4,sex,0.16,0.103,1.56,0.1196
NCT00975286,NCT00975286,f4,age10:arm_f_2_GLP1 PLUS INSULIN BASAL,-0.033,0.075,-0.439,0.6606
NCT00975286,NCT00975286,f4,arm_f_2_GLP1 PLUS INSULIN BASAL:sex,-0.084,0.147,-0.572,0.5674
NCT01632007,NCT01632007,f4,(Intercept),2.34,0.979,2.391,0.01759
NCT01632007,NCT01632007,f4,value_1,0.83,0.059,14.122,3.377e-33
NCT01632007,NCT01632007,f4,age10,-0.109,0.117,-0.929,0.3537
NCT01632007,NCT01632007,f4,arm_f_2_Alogliptin,-1.048,0.956,-1.096,0.2741
NCT01632007,NCT01632007,f4,arm_f_2_Trelagliptin,-0.765,0.939,-0.815,0.4161
NCT01632007,NCT01632007,f4,sex,0.011,0.304,0.036,0.9713
NCT01632007,NCT01632007,f4,age10:arm_f_2_Alogliptin,0.066,0.139,0.479,0.6327
NCT01632007,NCT01632007,f4,age10:arm_f_2_Trelagliptin,0.029,0.134,0.214,0.8308
NCT01632007,NCT01632007,f4,arm_f_2_Alogliptin:sex,-0.102,0.35,-0.292,0.7708
NCT01632007,NCT01632007,f4,arm_f_2_Trelagliptin:sex,-0.054,0.344,-0.156,0.8761
NCT01619059,NCT01619059,f4,(Intercept),1.643,0.515,3.189,0.001582
NCT01619059,NCT01619059,f4,value_1,0.753,0.046,16.387,2.741e-43
NCT01619059,NCT01619059,f4,age10,-0.001,0.064,-0.015,0.9879
NCT01619059,NCT01619059,f4,arm_f_2_SAXA PLUS DAPA PLUS MET,-0.299,0.5,-0.598,0.55
NCT01619059,NCT01619059,f4,sex,0.132,0.112,1.178,0.2399
NCT01619059,NCT01619059,f4,age10:arm_f_2_SAXA PLUS DAPA PLUS MET,0.004,0.087,0.045,0.9643
NCT01619059,NCT01619059,f4,arm_f_2_SAXA PLUS DAPA PLUS MET:sex,-0.162,0.162,-1,0.3183
NCT00819091,NCT00819091,f5,(Intercept),1.782,1.138,1.566,0.1187
NCT00819091,NCT00819091,f5,value_1,0.765,0.132,5.8,2.137e-8
NCT00819091,NCT00819091,f5,"arm_f_2_Linagliptin, 5 mg tablet",-0.267,1.335,-0.2,0.8415
NCT00819091,NCT00819091,f5,"value_1:arm_f_2_Linagliptin, 5 mg tablet",-0.011,0.155,-0.071,0.9433
NCT00800683,NCT00800683,f5,(Intercept),2.667,0.819,3.255,0.001455
NCT00800683,NCT00800683,f5,value_1,0.613,0.099,6.176,8.331e-9
NCT00800683,NCT00800683,f5,arm_f_2_Placebo,-0.954,1.316,-0.725,0.4699
NCT00800683,NCT00800683,f5,value_1:arm_f_2_Placebo,0.175,0.159,1.102,0.2725
NCT00740051,NCT00740051,f5,(Intercept),5.319,1.209,4.399,1.684e-5
NCT00740051,NCT00740051,f5,value_1,0.271,0.149,1.821,0.06991
NCT00740051,NCT00740051,f5,"arm_f_2_Linagliptin, 5mg tablet",-0.817,1.46,-0.559,0.5764
NCT00740051,NCT00740051,f5,"value_1:arm_f_2_Linagliptin, 5mg tablet",0.117,0.179,0.653,0.5142
NCT00996658,NCT00996658,f5,(Intercept),3.098,1.217,2.545,0.01148
NCT00996658,NCT00996658,f5,value_1,0.574,0.143,4.011,7.834e-5
NCT00996658,NCT00996658,f5,arm_f_2_Linagliptin 5 mg tablet,0.462,1.442,0.32,0.7492
NCT00996658,NCT00996658,f5,value_1:arm_f_2_Linagliptin 5 mg tablet,-0.108,0.17,-0.637,0.5245
