nct_id,title,description,outcome_id,units,variable,chosen_outcome,unit_harmonised,id,result_group_id,ctgov_group_code
NCT02501161,Participants Who Achieved (Yes/no): HbA1c ≤6.5% Without Treatment-emergent Severe or BG Confirmed Symptomatic Hypoglycaemic Episodes and Without Weight Gain,"Severe or BG confirmed symptomatic hypoglycaemia is defined as an episode that is severe according to the ADA classification or BG confirmed by a plasma glucose value <3.1 mmol/L (56 mg/dL) with symptoms consistent with hypoglycaemia. Hypoglycaemic episodes were defined as treatment-emergent if the onset of the episode occurred on or after the first day of trial product administration, and no later than 7 calendar days after the last day on trial product. Percentage of participants who achieved (yes/no) HbA1c ≤6.5% without treatment-emergent severe or BG confirmed symptomatic hypoglycaemic episodes and without weight gain at week 26 and week 104 is presented.",20073815,Percentage of participants,hba1c,1,participant percent,154084115,40994159,OG000
NCT02501161,Participants Who Achieved (Yes/no): HbA1c ≤6.5% Without Treatment-emergent Severe or BG Confirmed Symptomatic Hypoglycaemic Episodes and Without Weight Gain,"Severe or BG confirmed symptomatic hypoglycaemia is defined as an episode that is severe according to the ADA classification or BG confirmed by a plasma glucose value <3.1 mmol/L (56 mg/dL) with symptoms consistent with hypoglycaemia. Hypoglycaemic episodes were defined as treatment-emergent if the onset of the episode occurred on or after the first day of trial product administration, and no later than 7 calendar days after the last day on trial product. Percentage of participants who achieved (yes/no) HbA1c ≤6.5% without treatment-emergent severe or BG confirmed symptomatic hypoglycaemic episodes and without weight gain at week 26 and week 104 is presented.",20073815,Percentage of participants,hba1c,1,participant percent,154084116,40994160,OG001
NCT02501161,Participants Who Achieved (Yes/no): HbA1c ≤6.5% Without Weight Gain,Percentage of participants who achieved (yes/no) HbA1c ≤6.5% without weight gain at week 26 and week 104 is presented.,20073813,Percentage of participants,hba1c,1,participant percent,154084093,40994159,OG000
NCT02501161,Participants Who Achieved (Yes/no): HbA1c ≤6.5% Without Weight Gain,Percentage of participants who achieved (yes/no) HbA1c ≤6.5% without weight gain at week 26 and week 104 is presented.,20073813,Percentage of participants,hba1c,1,participant percent,154084094,40994160,OG001
NCT02501161,Participants Who Achieved (Yes/no): HbA1c ≤6.5% Without Weight Gain,Percentage of participants who achieved (yes/no) HbA1c ≤6.5% without weight gain at week 26 and week 104 is presented.,20073813,Percentage of participants,hba1c,1,participant percent,154084095,40994159,OG000
NCT02501161,Participants Who Achieved (Yes/no): HbA1c ≤6.5% Without Weight Gain,Percentage of participants who achieved (yes/no) HbA1c ≤6.5% without weight gain at week 26 and week 104 is presented.,20073813,Percentage of participants,hba1c,1,participant percent,154084096,40994160,OG001
NCT02501161,Participants Who Achieved (Yes/no): HbA1c ≤6.5% Without Weight Gain,Percentage of participants who achieved (yes/no) HbA1c ≤6.5% without weight gain at week 26 and week 104 is presented.,20073813,Percentage of participants,hba1c,1,participant percent,154084097,40994159,OG000
NCT02501161,Participants Who Achieved (Yes/no): HbA1c ≤6.5% Without Weight Gain,Percentage of participants who achieved (yes/no) HbA1c ≤6.5% without weight gain at week 26 and week 104 is presented.,20073813,Percentage of participants,hba1c,1,participant percent,154084098,40994160,OG001
NCT02501161,Participants Who Achieved (Yes/no): HbA1c ≤6.5% Without Weight Gain,Percentage of participants who achieved (yes/no) HbA1c ≤6.5% without weight gain at week 26 and week 104 is presented.,20073813,Percentage of participants,hba1c,1,participant percent,154084099,40994159,OG000
NCT02501161,Participants Who Achieved (Yes/no): HbA1c ≤6.5% Without Weight Gain,Percentage of participants who achieved (yes/no) HbA1c ≤6.5% without weight gain at week 26 and week 104 is presented.,20073813,Percentage of participants,hba1c,1,participant percent,154084100,40994160,OG001
NCT03989232,Participants Who Achieved HbA1c < 7.0%,"Percentage of participants who achieved HbA1c < 7.0% is presented. Results are based on the 'on-treatment without rescue medication' observation period, which started at the date of first dose of trial product to either first initiation of rescue medication or the day of last dose of trial product, whichever came first. Missing HbA1c assessment at week 40 was imputed using observed data from participants within same treatment group.",20029778,Percentage of participants,hba1c,1,participant percent,153708797,40937342,OG000
NCT03989232,Participants Who Achieved HbA1c < 7.0%,"Percentage of participants who achieved HbA1c < 7.0% is presented. Results are based on the 'on-treatment without rescue medication' observation period, which started at the date of first dose of trial product to either first initiation of rescue medication or the day of last dose of trial product, whichever came first. Missing HbA1c assessment at week 40 was imputed using observed data from participants within same treatment group.",20029778,Percentage of participants,hba1c,1,participant percent,153708798,40937343,OG001
NCT03989232,Participants Who Achieved HbA1c ≤ 6.5%,"Percentage of participants who achieved HbA1c ≤ 6.5% is presented. Results are based on the 'on-treatment without rescue medication' observation period, which started at the date of first dose of trial product to either first initiation of rescue medication or the day of last dose of trial product, whichever came first. Missing HbA1c assessment at week 40 was imputed using observed data from participants within same treatment group.",20029779,Percentage of participants,hba1c,1,participant percent,153708799,40937342,OG000
NCT03989232,Participants Who Achieved HbA1c ≤ 6.5%,"Percentage of participants who achieved HbA1c ≤ 6.5% is presented. Results are based on the 'on-treatment without rescue medication' observation period, which started at the date of first dose of trial product to either first initiation of rescue medication or the day of last dose of trial product, whichever came first. Missing HbA1c assessment at week 40 was imputed using observed data from participants within same treatment group.",20029779,Percentage of participants,hba1c,1,participant percent,153708800,40937343,OG001
NCT03987919,Percentage of Participants Achieving an HbA1c Target Value of <5.7%,Percentage of Participants Achieving an HbA1c Target Value of <5.7%.,20056634,Percentage of Participants,hba1c,1,participant percent,153929777,40971590,OG000
NCT03987919,Percentage of Participants Achieving an HbA1c Target Value of <5.7%,Percentage of Participants Achieving an HbA1c Target Value of <5.7%.,20056634,Percentage of Participants,hba1c,1,participant percent,153929778,40971592,OG001
NCT03987919,Percentage of Participants Achieving an HbA1c Target Value of <5.7%,Percentage of Participants Achieving an HbA1c Target Value of <5.7%.,20056634,Percentage of Participants,hba1c,1,participant percent,153929779,40971593,OG002
NCT03987919,Percentage of Participants Achieving an HbA1c Target Value of <5.7%,Percentage of Participants Achieving an HbA1c Target Value of <5.7%.,20056634,Percentage of Participants,hba1c,1,participant percent,153929780,40971594,OG003
NCT04039503,Percentage of Participants Achieving an HbA1c Target Value of <5.7%,Hemoglobin A1c (HbA1c) is the glycosylated fraction of hemoglobin A. HbA1c is measured to identify average plasma glucose concentration over prolonged periods of time.,20002758,Percentage of Participants,hba1c,1,participant percent,153484503,40903452,OG000
NCT04039503,Percentage of Participants Achieving an HbA1c Target Value of <5.7%,Hemoglobin A1c (HbA1c) is the glycosylated fraction of hemoglobin A. HbA1c is measured to identify average plasma glucose concentration over prolonged periods of time.,20002758,Percentage of Participants,hba1c,1,participant percent,153484504,40903453,OG001
NCT04039503,Percentage of Participants Achieving an HbA1c Target Value of <5.7%,Hemoglobin A1c (HbA1c) is the glycosylated fraction of hemoglobin A. HbA1c is measured to identify average plasma glucose concentration over prolonged periods of time.,20002758,Percentage of Participants,hba1c,1,participant percent,153484505,40903454,OG002
NCT04039503,Percentage of Participants Achieving an HbA1c Target Value of <5.7%,Hemoglobin A1c (HbA1c) is the glycosylated fraction of hemoglobin A. HbA1c is measured to identify average plasma glucose concentration over prolonged periods of time.,20002758,Percentage of Participants,hba1c,1,participant percent,153484506,40903455,OG003
NCT04093752,Percentage of Participants Achieving an HbA1c Target Value of <5.7%,HbA1c is the glycosylated fraction of hemoglobin A. Imputed data includes observed value and imputed value if endpoint measure is missing.,19914005,Percentage of participants,hba1c,1,participant percent,152745764,40794549,OG000
NCT04093752,Percentage of Participants Achieving an HbA1c Target Value of <5.7%,HbA1c is the glycosylated fraction of hemoglobin A. Imputed data includes observed value and imputed value if endpoint measure is missing.,19914005,Percentage of participants,hba1c,1,participant percent,152745765,40794551,OG001
NCT04093752,Percentage of Participants Achieving an HbA1c Target Value of <5.7%,HbA1c is the glycosylated fraction of hemoglobin A. Imputed data includes observed value and imputed value if endpoint measure is missing.,19914005,Percentage of participants,hba1c,1,participant percent,152745766,40794552,OG002
NCT04093752,Percentage of Participants Achieving an HbA1c Target Value of <5.7%,HbA1c is the glycosylated fraction of hemoglobin A. Imputed data includes observed value and imputed value if endpoint measure is missing.,19914005,Percentage of participants,hba1c,1,participant percent,152745767,40794553,OG003
NCT03882970,Percentage of Participants Achieving an HbA1c Target Value of <7%,"Hemoglobin A1c (HbA1c) is the glycosylated fraction of hemoglobin A. HbA1c is measured to identify average plasma glucose concentration over prolonged periods of time. Imputed data includes observed value and imputed value if endpoint measure is missing. Missing endpoint measures are imputed by predictions from an MMRM analysis model using observed data in the efficacy analysis set and adjusted for Baseline Value, Pooled Country, Baseline OAM Use (Met, Met plus SGLT-2i), Treatment, Visit and Visit*Treatment.",19966909,percentage of participants,hba1c,1,participant percent,153201202,40859345,OG000
NCT03882970,Percentage of Participants Achieving an HbA1c Target Value of <7%,"Hemoglobin A1c (HbA1c) is the glycosylated fraction of hemoglobin A. HbA1c is measured to identify average plasma glucose concentration over prolonged periods of time. Imputed data includes observed value and imputed value if endpoint measure is missing. Missing endpoint measures are imputed by predictions from an MMRM analysis model using observed data in the efficacy analysis set and adjusted for Baseline Value, Pooled Country, Baseline OAM Use (Met, Met plus SGLT-2i), Treatment, Visit and Visit*Treatment.",19966909,percentage of participants,hba1c,1,participant percent,153201203,40859347,OG001
NCT03882970,Percentage of Participants Achieving an HbA1c Target Value of <7%,"Hemoglobin A1c (HbA1c) is the glycosylated fraction of hemoglobin A. HbA1c is measured to identify average plasma glucose concentration over prolonged periods of time. Imputed data includes observed value and imputed value if endpoint measure is missing. Missing endpoint measures are imputed by predictions from an MMRM analysis model using observed data in the efficacy analysis set and adjusted for Baseline Value, Pooled Country, Baseline OAM Use (Met, Met plus SGLT-2i), Treatment, Visit and Visit*Treatment.",19966909,percentage of participants,hba1c,1,participant percent,153201204,40859348,OG002
NCT03882970,Percentage of Participants Achieving an HbA1c Target Value of <7%,"Hemoglobin A1c (HbA1c) is the glycosylated fraction of hemoglobin A. HbA1c is measured to identify average plasma glucose concentration over prolonged periods of time. Imputed data includes observed value and imputed value if endpoint measure is missing. Missing endpoint measures are imputed by predictions from an MMRM analysis model using observed data in the efficacy analysis set and adjusted for Baseline Value, Pooled Country, Baseline OAM Use (Met, Met plus SGLT-2i), Treatment, Visit and Visit*Treatment.",19966909,percentage of participants,hba1c,1,participant percent,153201205,40859349,OG003
NCT03987919,Percentage of Participants Achieving an HbA1c Target Value of <7%,Hemoglobin A1c (HbA1c) is the glycosylated fraction of hemoglobin A. HbA1c is measured to identify average plasma glucose concentration over prolonged periods of time.,20056628,Percentage of Participants,hba1c,1,participant percent,153929745,40971590,OG000
NCT03987919,Percentage of Participants Achieving an HbA1c Target Value of <7%,Hemoglobin A1c (HbA1c) is the glycosylated fraction of hemoglobin A. HbA1c is measured to identify average plasma glucose concentration over prolonged periods of time.,20056628,Percentage of Participants,hba1c,1,participant percent,153929746,40971592,OG001
NCT03987919,Percentage of Participants Achieving an HbA1c Target Value of <7%,Hemoglobin A1c (HbA1c) is the glycosylated fraction of hemoglobin A. HbA1c is measured to identify average plasma glucose concentration over prolonged periods of time.,20056628,Percentage of Participants,hba1c,1,participant percent,153929747,40971593,OG002
NCT03987919,Percentage of Participants Achieving an HbA1c Target Value of <7%,Hemoglobin A1c (HbA1c) is the glycosylated fraction of hemoglobin A. HbA1c is measured to identify average plasma glucose concentration over prolonged periods of time.,20056628,Percentage of Participants,hba1c,1,participant percent,153929748,40971595,OG003
NCT04039503,Percentage of Participants Achieving an HbA1c Target Value of <7%,Hemoglobin A1c (HbA1c) is the glycosylated fraction of hemoglobin A.HbA1c is measured to identify average plasma glucose concentration over prolonged periods of time.,20002751,Percentage of Participants,hba1c,1,participant percent,153484476,40903452,OG000
NCT04039503,Percentage of Participants Achieving an HbA1c Target Value of <7%,Hemoglobin A1c (HbA1c) is the glycosylated fraction of hemoglobin A.HbA1c is measured to identify average plasma glucose concentration over prolonged periods of time.,20002751,Percentage of Participants,hba1c,1,participant percent,153484477,40903453,OG001
NCT04039503,Percentage of Participants Achieving an HbA1c Target Value of <7%,Hemoglobin A1c (HbA1c) is the glycosylated fraction of hemoglobin A.HbA1c is measured to identify average plasma glucose concentration over prolonged periods of time.,20002751,Percentage of Participants,hba1c,1,participant percent,153484478,40903454,OG002
NCT04039503,Percentage of Participants Achieving an HbA1c Target Value of <7%,Hemoglobin A1c (HbA1c) is the glycosylated fraction of hemoglobin A.HbA1c is measured to identify average plasma glucose concentration over prolonged periods of time.,20002751,Percentage of Participants,hba1c,1,participant percent,153484479,40903455,OG003
NCT04093752,Percentage of Participants Achieving an HbA1c Target Value of <7.0%,HbA1c is the glycosylated fraction of hemoglobin A. HbA1c is measured to identify average plasma glucose concentration over prolonged periods of time. Imputed data includes observed value and imputed value if endpoint measure is missing.,19914004,Percentage of participants,hba1c,1,participant percent,152745760,40794549,OG000
NCT04093752,Percentage of Participants Achieving an HbA1c Target Value of <7.0%,HbA1c is the glycosylated fraction of hemoglobin A. HbA1c is measured to identify average plasma glucose concentration over prolonged periods of time. Imputed data includes observed value and imputed value if endpoint measure is missing.,19914004,Percentage of participants,hba1c,1,participant percent,152745761,40794551,OG001
NCT04093752,Percentage of Participants Achieving an HbA1c Target Value of <7.0%,HbA1c is the glycosylated fraction of hemoglobin A. HbA1c is measured to identify average plasma glucose concentration over prolonged periods of time. Imputed data includes observed value and imputed value if endpoint measure is missing.,19914004,Percentage of participants,hba1c,1,participant percent,152745762,40794552,OG002
NCT04093752,Percentage of Participants Achieving an HbA1c Target Value of <7.0%,HbA1c is the glycosylated fraction of hemoglobin A. HbA1c is measured to identify average plasma glucose concentration over prolonged periods of time. Imputed data includes observed value and imputed value if endpoint measure is missing.,19914004,Percentage of participants,hba1c,1,participant percent,152745763,40794553,OG003
NCT02787551,Percentage of Participants Reaching HbA1c <7 % or <=6.5% at Week 52: Single Arm Extension Period,Participants without any available HbA1c assessment at Week 52 were considered as non-responders.,19815776,percentage of participants,hba1c,1,participant percent,151900806,40667756,OG000
NCT02787551,Percentage of Participants Reaching HbA1c <7 % or <=6.5% at Week 52: Single Arm Extension Period,Participants without any available HbA1c assessment at Week 52 were considered as non-responders.,19815776,percentage of participants,hba1c,1,participant percent,151900807,40667756,OG000
NCT02787551,Percentage of Participants Reaching HbA1c <7% or <=6.5% at Week 26: Core Period,Participants without any available HbA1c assessment at Week 26 were considered as non-responders.,19815775,percentage of participants,hba1c,1,participant percent,151900802,40667754,OG000
NCT02787551,Percentage of Participants Reaching HbA1c <7% or <=6.5% at Week 26: Core Period,Participants without any available HbA1c assessment at Week 26 were considered as non-responders.,19815775,percentage of participants,hba1c,1,participant percent,151900803,40667755,OG001
NCT02787551,Percentage of Participants Reaching HbA1c <7% or <=6.5% at Week 26: Core Period,Participants without any available HbA1c assessment at Week 26 were considered as non-responders.,19815775,percentage of participants,hba1c,1,participant percent,151900804,40667754,OG000
NCT02787551,Percentage of Participants Reaching HbA1c <7% or <=6.5% at Week 26: Core Period,Participants without any available HbA1c assessment at Week 26 were considered as non-responders.,19815775,percentage of participants,hba1c,1,participant percent,151900805,40667755,OG001
NCT03861039,Percentage of Participants Who Achieve HbA1c <7%,Hemoglobin A1c (HbA1c) is the glycosylated fraction of hemoglobin A. HbA1c is measured to identify average plasma glucose concentration over prolonged periods of time.,20040478,percentage of participants,hba1c,1,participant percent,153801336,40950619,OG000
NCT03861039,Percentage of Participants Who Achieve HbA1c <7%,Hemoglobin A1c (HbA1c) is the glycosylated fraction of hemoglobin A. HbA1c is measured to identify average plasma glucose concentration over prolonged periods of time.,20040478,percentage of participants,hba1c,1,participant percent,153801337,40950620,OG001
NCT03861039,Percentage of Participants Who Achieve HbA1c <7%,Hemoglobin A1c (HbA1c) is the glycosylated fraction of hemoglobin A. HbA1c is measured to identify average plasma glucose concentration over prolonged periods of time.,20040478,percentage of participants,hba1c,1,participant percent,153801338,40950622,OG002
NCT03730662,Percentage of Participants With HbA1c of <7.0%,HbA1c is the glycosylated fraction of hemoglobin A. HbA1c is measured primarily to identify average plasma glucose concentration over prolonged periods of time. Imputed data includes observed value and imputed value if endpoint measure is missing.,20134620,percentage of participants,hba1c,1,participant percent,154565582,41081926,OG000
NCT03730662,Percentage of Participants With HbA1c of <7.0%,HbA1c is the glycosylated fraction of hemoglobin A. HbA1c is measured primarily to identify average plasma glucose concentration over prolonged periods of time. Imputed data includes observed value and imputed value if endpoint measure is missing.,20134620,percentage of participants,hba1c,1,participant percent,154565583,41081928,OG001
NCT03730662,Percentage of Participants With HbA1c of <7.0%,HbA1c is the glycosylated fraction of hemoglobin A. HbA1c is measured primarily to identify average plasma glucose concentration over prolonged periods of time. Imputed data includes observed value and imputed value if endpoint measure is missing.,20134620,percentage of participants,hba1c,1,participant percent,154565584,41081929,OG002
NCT03730662,Percentage of Participants With HbA1c of <7.0%,HbA1c is the glycosylated fraction of hemoglobin A. HbA1c is measured primarily to identify average plasma glucose concentration over prolonged periods of time. Imputed data includes observed value and imputed value if endpoint measure is missing.,20134620,percentage of participants,hba1c,1,participant percent,154565585,41081930,OG003
NCT03861052,Percentage of Participants With HbA1c of <7.0%,HbA1c is the glycosylated fraction of hemoglobin A. HbA1c is measured to identify average plasma glucose concentration over prolonged periods of time.,19913923,percentage of participants,hba1c,1,participant percent,152744997,40794427,OG000
NCT03861052,Percentage of Participants With HbA1c of <7.0%,HbA1c is the glycosylated fraction of hemoglobin A. HbA1c is measured to identify average plasma glucose concentration over prolonged periods of time.,19913923,percentage of participants,hba1c,1,participant percent,152744998,40794428,OG001
NCT03861052,Percentage of Participants With HbA1c of <7.0%,HbA1c is the glycosylated fraction of hemoglobin A. HbA1c is measured to identify average plasma glucose concentration over prolonged periods of time.,19913923,percentage of participants,hba1c,1,participant percent,152744999,40794429,OG002
NCT03861052,Percentage of Participants With HbA1c of <7.0%,HbA1c is the glycosylated fraction of hemoglobin A. HbA1c is measured to identify average plasma glucose concentration over prolonged periods of time.,19913923,percentage of participants,hba1c,1,participant percent,152745000,40794430,OG003
NCT03954834,Percentage of Participants With HbA1c Target Value of <5.7%,Hemoglobin A1c (HbA1c) is the glycosylated fraction of hemoglobin A. HbA1c is measured to identify average plasma glucose concentration over prolonged periods of time.,19921055,Percentage of participants,hba1c,1,participant percent,152804825,40803746,OG000
NCT03954834,Percentage of Participants With HbA1c Target Value of <5.7%,Hemoglobin A1c (HbA1c) is the glycosylated fraction of hemoglobin A. HbA1c is measured to identify average plasma glucose concentration over prolonged periods of time.,19921055,Percentage of participants,hba1c,1,participant percent,152804826,40803747,OG001
NCT03954834,Percentage of Participants With HbA1c Target Value of <5.7%,Hemoglobin A1c (HbA1c) is the glycosylated fraction of hemoglobin A. HbA1c is measured to identify average plasma glucose concentration over prolonged periods of time.,19921055,Percentage of participants,hba1c,1,participant percent,152804827,40803748,OG002
NCT03954834,Percentage of Participants With HbA1c Target Value of <5.7%,Hemoglobin A1c (HbA1c) is the glycosylated fraction of hemoglobin A. HbA1c is measured to identify average plasma glucose concentration over prolonged periods of time.,19921055,Percentage of participants,hba1c,1,participant percent,152804828,40803749,OG003
NCT03954834,Percentage of Participants With HbA1c Target Value of <7%,Hemoglobin A1c (HbA1c) is the glycosylated fraction of hemoglobin A. HbA1c is measured to identify average plasma glucose concentration over prolonged periods of time.,19921053,Percentage of participants,hba1c,1,participant percent,152804817,40803746,OG000
NCT03954834,Percentage of Participants With HbA1c Target Value of <7%,Hemoglobin A1c (HbA1c) is the glycosylated fraction of hemoglobin A. HbA1c is measured to identify average plasma glucose concentration over prolonged periods of time.,19921053,Percentage of participants,hba1c,1,participant percent,152804818,40803747,OG001
NCT03954834,Percentage of Participants With HbA1c Target Value of <7%,Hemoglobin A1c (HbA1c) is the glycosylated fraction of hemoglobin A. HbA1c is measured to identify average plasma glucose concentration over prolonged periods of time.,19921053,Percentage of participants,hba1c,1,participant percent,152804819,40803748,OG002
NCT03954834,Percentage of Participants With HbA1c Target Value of <7%,Hemoglobin A1c (HbA1c) is the glycosylated fraction of hemoglobin A. HbA1c is measured to identify average plasma glucose concentration over prolonged periods of time.,19921053,Percentage of participants,hba1c,1,participant percent,152804820,40803749,OG003
NCT02551874,Percentage of Subjects Achieving a Therapeutic Glycemic Response at Week 24,"To examine whether the percentage of subjects achieving a therapeutic glycemic response, defined as HbA1c <7.0%, with co-administered saxagliptin 5 mg and dapagliflozin 10 mg plus metformin with or without SU is noninferior (noninferiority margin of 10%) to titrated insulin glargine plus metformin with or without SU after 24 weeks of open-label treatment.",20048560,Adjusted % Participants,hba1c,1,participant percent,153871005,40960614,OG000
NCT02551874,Percentage of Subjects Achieving a Therapeutic Glycemic Response at Week 24,"To examine whether the percentage of subjects achieving a therapeutic glycemic response, defined as HbA1c <7.0%, with co-administered saxagliptin 5 mg and dapagliflozin 10 mg plus metformin with or without SU is noninferior (noninferiority margin of 10%) to titrated insulin glargine plus metformin with or without SU after 24 weeks of open-label treatment.",20048560,Adjusted % Participants,hba1c,1,participant percent,153871006,40960615,OG001
NCT02773368,Responder (Yes/No) for HbA1c Below 7.0%,The proportion of subjects achieving pre-defined HbA1c targets <7.0% after 26 weeks of randomised treatment. The results presented included retrieved data at week 26 for subjects who prematurely discontinued the trial product.,20025258,Participants,hba1c,1,participant proportion,153671211,40931144,OG000
NCT02773368,Responder (Yes/No) for HbA1c Below 7.0%,The proportion of subjects achieving pre-defined HbA1c targets <7.0% after 26 weeks of randomised treatment. The results presented included retrieved data at week 26 for subjects who prematurely discontinued the trial product.,20025258,Participants,hba1c,1,participant proportion,153671212,40931145,OG001
NCT02773368,Responder (Yes/No) for HbA1c Below 7.0%,The proportion of subjects achieving pre-defined HbA1c targets <7.0% after 26 weeks of randomised treatment. The results presented included retrieved data at week 26 for subjects who prematurely discontinued the trial product.,20025258,Participants,hba1c,1,participant proportion,153671213,40931144,OG000
NCT02773368,Responder (Yes/No) for HbA1c Below 7.0%,The proportion of subjects achieving pre-defined HbA1c targets <7.0% after 26 weeks of randomised treatment. The results presented included retrieved data at week 26 for subjects who prematurely discontinued the trial product.,20025258,Participants,hba1c,1,participant proportion,153671214,40931145,OG001
NCT02773368,Responder After 26 Weeks (Yes/No) for: HbA1c < 7.0% Without Treatment-emergent Severe or BG Confirmed Symptomatic Hypoglycaemic Episodes During the Last 12 Weeks of Treatment,The proportion of subjects achieving pre-defined HbA1c targets <7.0% without treatment-emergent severe or BG confirmed symptomatic hypoglycaemic episodes during the last 12 weeks of treatment. The results presented included retrieved data at week 26 for subjects who prematurely discontinued the trial product.,20025260,Participants,hba1c,1,participant proportion,153671219,40931144,OG000
NCT02773368,Responder After 26 Weeks (Yes/No) for: HbA1c < 7.0% Without Treatment-emergent Severe or BG Confirmed Symptomatic Hypoglycaemic Episodes During the Last 12 Weeks of Treatment,The proportion of subjects achieving pre-defined HbA1c targets <7.0% without treatment-emergent severe or BG confirmed symptomatic hypoglycaemic episodes during the last 12 weeks of treatment. The results presented included retrieved data at week 26 for subjects who prematurely discontinued the trial product.,20025260,Participants,hba1c,1,participant proportion,153671220,40931145,OG001
NCT02773368,Responder After 26 Weeks (Yes/No) for: HbA1c < 7.0% Without Treatment-emergent Severe or BG Confirmed Symptomatic Hypoglycaemic Episodes During the Last 12 Weeks of Treatment,The proportion of subjects achieving pre-defined HbA1c targets <7.0% without treatment-emergent severe or BG confirmed symptomatic hypoglycaemic episodes during the last 12 weeks of treatment. The results presented included retrieved data at week 26 for subjects who prematurely discontinued the trial product.,20025260,Participants,hba1c,1,participant proportion,153671221,40931144,OG000
NCT02773368,Responder After 26 Weeks (Yes/No) for: HbA1c < 7.0% Without Treatment-emergent Severe or BG Confirmed Symptomatic Hypoglycaemic Episodes During the Last 12 Weeks of Treatment,The proportion of subjects achieving pre-defined HbA1c targets <7.0% without treatment-emergent severe or BG confirmed symptomatic hypoglycaemic episodes during the last 12 weeks of treatment. The results presented included retrieved data at week 26 for subjects who prematurely discontinued the trial product.,20025260,Participants,hba1c,1,participant proportion,153671222,40931145,OG001
NCT02773368,Responder After 26 Weeks (Yes/No) for: HbA1c < 7.0% Without Treatment-emergent Severe or BG Confirmed Symptomatic Hypoglycaemic Episodes During the Last 12 Weeks of Treatment and Without Weight Gain,The proportion of subjects achieving pre-defined HbA1c targets <7.0% without treatment-emergent severe or BG confirmed symptomatic hypoglycaemic episodes during the last 12 weeks of treatment and without weight gain. The results presented included retrieved data at week 26 for subjects who prematurely discontinued the trial product.,20025261,Participants,hba1c,1,participant proportion,153671223,40931144,OG000
NCT02773368,Responder After 26 Weeks (Yes/No) for: HbA1c < 7.0% Without Treatment-emergent Severe or BG Confirmed Symptomatic Hypoglycaemic Episodes During the Last 12 Weeks of Treatment and Without Weight Gain,The proportion of subjects achieving pre-defined HbA1c targets <7.0% without treatment-emergent severe or BG confirmed symptomatic hypoglycaemic episodes during the last 12 weeks of treatment and without weight gain. The results presented included retrieved data at week 26 for subjects who prematurely discontinued the trial product.,20025261,Participants,hba1c,1,participant proportion,153671224,40931145,OG001
NCT02773368,Responder After 26 Weeks (Yes/No) for: HbA1c < 7.0% Without Treatment-emergent Severe or BG Confirmed Symptomatic Hypoglycaemic Episodes During the Last 12 Weeks of Treatment and Without Weight Gain,The proportion of subjects achieving pre-defined HbA1c targets <7.0% without treatment-emergent severe or BG confirmed symptomatic hypoglycaemic episodes during the last 12 weeks of treatment and without weight gain. The results presented included retrieved data at week 26 for subjects who prematurely discontinued the trial product.,20025261,Participants,hba1c,1,participant proportion,153671225,40931144,OG000
NCT02773368,Responder After 26 Weeks (Yes/No) for: HbA1c < 7.0% Without Treatment-emergent Severe or BG Confirmed Symptomatic Hypoglycaemic Episodes During the Last 12 Weeks of Treatment and Without Weight Gain,The proportion of subjects achieving pre-defined HbA1c targets <7.0% without treatment-emergent severe or BG confirmed symptomatic hypoglycaemic episodes during the last 12 weeks of treatment and without weight gain. The results presented included retrieved data at week 26 for subjects who prematurely discontinued the trial product.,20025261,Participants,hba1c,1,participant proportion,153671226,40931145,OG001
NCT02773368,Responder After 26 Weeks (Yes/No) for: HbA1c < 7.0% Without Weight Gain,The proportion of subjects achieving pre-defined HbA1c targets <7.0% without weight gain after 26 weeks of randomised treatment. The results presented included retrieved data at week 26 for subjects who prematurely discontinued the trial product.,20025259,Participants,hba1c,1,participant proportion,153671215,40931144,OG000
NCT02773368,Responder After 26 Weeks (Yes/No) for: HbA1c < 7.0% Without Weight Gain,The proportion of subjects achieving pre-defined HbA1c targets <7.0% without weight gain after 26 weeks of randomised treatment. The results presented included retrieved data at week 26 for subjects who prematurely discontinued the trial product.,20025259,Participants,hba1c,1,participant proportion,153671216,40931145,OG001
NCT02773368,Responder After 26 Weeks (Yes/No) for: HbA1c < 7.0% Without Weight Gain,The proportion of subjects achieving pre-defined HbA1c targets <7.0% without weight gain after 26 weeks of randomised treatment. The results presented included retrieved data at week 26 for subjects who prematurely discontinued the trial product.,20025259,Participants,hba1c,1,participant proportion,153671217,40931144,OG000
NCT02773368,Responder After 26 Weeks (Yes/No) for: HbA1c < 7.0% Without Weight Gain,The proportion of subjects achieving pre-defined HbA1c targets <7.0% without weight gain after 26 weeks of randomised treatment. The results presented included retrieved data at week 26 for subjects who prematurely discontinued the trial product.,20025259,Participants,hba1c,1,participant proportion,153671218,40931145,OG001
NCT02773368,Responder After 26 Weeks (Yes/No) for: HbA1c ≤ 6.5%,The proportion of subjects achieving pre-defined HbA1c targets ≤ 6.5% after 26 weeks of randomised treatment. The results presented included retrieved data at week 26 for subjects who prematurely discontinued the trial product.,20025262,Participants,hba1c,1,participant proportion,153671227,40931144,OG000
NCT02773368,Responder After 26 Weeks (Yes/No) for: HbA1c ≤ 6.5%,The proportion of subjects achieving pre-defined HbA1c targets ≤ 6.5% after 26 weeks of randomised treatment. The results presented included retrieved data at week 26 for subjects who prematurely discontinued the trial product.,20025262,Participants,hba1c,1,participant proportion,153671228,40931145,OG001
