id,nct_id,outcome_id,result_group_id,ctgov_group_code,classification,category,title,description,units,param_type,param_value,param_value_num,dispersion_type,dispersion_value,dispersion_value_num,dispersion_lower_limit,dispersion_upper_limit,explanation_of_na
267451428,NCT01189890,35011512,62015707,OG000,NA,NA,Number of Participants With an Adverse Event of Symptomatic Hypoglycemia Up to Week 30,"Symptomatic hypoglycemia was defined as an episode with clinical symptoms attributed to hypoglycemia, without regard to glucose level. Participants were instructed to complete the Hypoglycemia Assessment Log (HAL) for any symptomatic episodes he or she believed represent hypoglycemia. If a fingerstick glucose was obtained before or shortly (i.e., within a few minutes) after treating, the value was recorded in the HAL. In addition, participants were instructed to record in the HAL any fingerstick glucose values ≤70 mg/dL (≤3.9 mmol/L) regardless of the presence of clinical symptoms.",Participants,Number,2,2,NA,NA,NA,NA,NA,NA
267451429,NCT01189890,35011512,62015708,OG001,NA,NA,Number of Participants With an Adverse Event of Symptomatic Hypoglycemia Up to Week 30,"Symptomatic hypoglycemia was defined as an episode with clinical symptoms attributed to hypoglycemia, without regard to glucose level. Participants were instructed to complete the Hypoglycemia Assessment Log (HAL) for any symptomatic episodes he or she believed represent hypoglycemia. If a fingerstick glucose was obtained before or shortly (i.e., within a few minutes) after treating, the value was recorded in the HAL. In addition, participants were instructed to record in the HAL any fingerstick glucose values ≤70 mg/dL (≤3.9 mmol/L) regardless of the presence of clinical symptoms.",Participants,Number,11,11,NA,NA,NA,NA,NA,NA
267451430,NCT01189890,35011513,62015707,OG000,NA,NA,Number of Participants Experiencing An Adverse Event (AE),"An AE was defined as any unfavorable and unintended change in the structure, function, or chemistry of the body temporally associated with the use of the

study treatment, whether or not considered related to the use of the treatment administered.",Participants,Number,118,118,NA,NA,NA,NA,NA,NA
267451431,NCT01189890,35011513,62015708,OG001,NA,NA,Number of Participants Experiencing An Adverse Event (AE),"An AE was defined as any unfavorable and unintended change in the structure, function, or chemistry of the body temporally associated with the use of the

study treatment, whether or not considered related to the use of the treatment administered.",Participants,Number,115,115,NA,NA,NA,NA,NA,NA
267451432,NCT01189890,35011514,62015707,OG000,NA,NA,Number of Participants Discontinuing Study Treatment Due to An AE,"An AE was defined as any unfavorable and unintended change in the structure, function, or chemistry of the body temporally associated with the use of the

study treatment, whether or not considered related to the use of the treatment administered.",Participants,Number,3,3,NA,NA,NA,NA,NA,NA
267451433,NCT01189890,35011514,62015708,OG001,NA,NA,Number of Participants Discontinuing Study Treatment Due to An AE,"An AE was defined as any unfavorable and unintended change in the structure, function, or chemistry of the body temporally associated with the use of the

study treatment, whether or not considered related to the use of the treatment administered.",Participants,Number,4,4,NA,NA,NA,NA,NA,NA
267451434,NCT01189890,35011515,62015707,OG000,NA,NA,LS Mean Change From Baseline in Fasting Plasma Glucose (FPG) at Week 30,Plasma samples were collected from participants after an overnight fast at baseline and Week 30 to determine the mean change from baseline in participant FPG.,mg/dL,Least Squares Mean,-14.5,-14.5,95% Confidence Interval,39,39,-21.6,-7.4,NA
267451435,NCT01189890,35011515,62015708,OG001,NA,NA,LS Mean Change From Baseline in Fasting Plasma Glucose (FPG) at Week 30,Plasma samples were collected from participants after an overnight fast at baseline and Week 30 to determine the mean change from baseline in participant FPG.,mg/dL,Least Squares Mean,-21.2,-21.2,95% Confidence Interval,39.1,39.1,-28.3,-14,NA
267451436,NCT01189890,35011516,62015707,OG000,NA,NA,Percentage of Participants With HbA1c <7.0% at Week 30,Participant whole blood samples were collected at Week 30 to determine the number of participants achieving HbA1c <7.0% at Week 30. HbA1c is a measure of the percentage of glycated hemoglobin in the blood and provides an indication of participant blood glucose control in the 2 to 3 months prior to the evaluation.,Percentage of Participants,Number,33.5,33.5,NA,NA,NA,NA,NA,NA
267451437,NCT01189890,35011516,62015708,OG001,NA,NA,Percentage of Participants With HbA1c <7.0% at Week 30,Participant whole blood samples were collected at Week 30 to determine the number of participants achieving HbA1c <7.0% at Week 30. HbA1c is a measure of the percentage of glycated hemoglobin in the blood and provides an indication of participant blood glucose control in the 2 to 3 months prior to the evaluation.,Percentage of Participants,Number,46.6,46.6,NA,NA,NA,NA,NA,NA
267451438,NCT01189890,35011517,62015707,OG000,NA,NA,Percentage of Participants With HbA1c <6.5% at Week 30,Participant whole blood samples were collected at Week 30 to determine the number of participants achieving HbA1c <6.5% at Week 30. Hemoglobin A1c is a measure of the percentage of glycated hemoglobin in the blood and provides an indication of participant blood glucose control in the 2 to 3 months prior to the evaluation.,Percentage of Participants,Number,9.1,9.1,NA,NA,NA,NA,NA,NA
267451439,NCT01189890,35011517,62015708,OG001,NA,NA,Percentage of Participants With HbA1c <6.5% at Week 30,Participant whole blood samples were collected at Week 30 to determine the number of participants achieving HbA1c <6.5% at Week 30. Hemoglobin A1c is a measure of the percentage of glycated hemoglobin in the blood and provides an indication of participant blood glucose control in the 2 to 3 months prior to the evaluation.,Percentage of Participants,Number,20.9,20.9,NA,NA,NA,NA,NA,NA
267451440,NCT01189890,35011518,62015707,OG000,NA,NA,LS Mean Change From Baseline in Participant Body Weight at Week 30,"Participants were only permitted to wear a drape gown and undergarments (no street clothes, no shoes or socks) for this evaluation. Body weight was measured after voiding (to the nearest 0.1 kg) and measurements were collected until 2 consecutive measurements did not differ by more than 0.2 kg from each other. Body weight measurements were evaluated using a standardized, calibrated digital scale and was reported in kilograms (kg) at baseline and Week 30.",kg,Least Squares Mean,0.4,0.4,95% Confidence Interval,3.2,3.2,-0.2,1,NA
267451441,NCT01189890,35011518,62015708,OG001,NA,NA,LS Mean Change From Baseline in Participant Body Weight at Week 30,"Participants were only permitted to wear a drape gown and undergarments (no street clothes, no shoes or socks) for this evaluation. Body weight was measured after voiding (to the nearest 0.1 kg) and measurements were collected until 2 consecutive measurements did not differ by more than 0.2 kg from each other. Body weight measurements were evaluated using a standardized, calibrated digital scale and was reported in kilograms (kg) at baseline and Week 30.",kg,Least Squares Mean,1.1,1.1,95% Confidence Interval,2.8,2.8,0.5,1.7,NA
268925619,NCT02973477,35188927,62238646,OG000,value at 12 weeks minus value at 1st baseline,NA,Changes in Measure of Heart Rate Variability Using Dapagliflozin vs Active Comparator Glimepiride.,"Heart Rate Variability, as shown by the difference of the LF:HF ratio from baseline to 12 weeks per arm (two 12-week periods with a 2-week washout period. The frequency domain measures [ low-frequency (LF) power (0.04-0.15 Hz), high-frequency (HF) power (0.15-0.4 Hz), and LF:HF ratio] are obtained by spectral analysis of R-R interval from continuous electrocardiogram recordings to evaluate for sympathetic/parasympathetic (autonomic nervous function) balance.",LF:HF ratio,Mean,-0.18,-0.18,Standard Deviation,1.51,1.51,NA,NA,NA
268925620,NCT02973477,35188927,62238647,OG001,value at 12 weeks minus value at 1st baseline,NA,Changes in Measure of Heart Rate Variability Using Dapagliflozin vs Active Comparator Glimepiride.,"Heart Rate Variability, as shown by the difference of the LF:HF ratio from baseline to 12 weeks per arm (two 12-week periods with a 2-week washout period. The frequency domain measures [ low-frequency (LF) power (0.04-0.15 Hz), high-frequency (HF) power (0.15-0.4 Hz), and LF:HF ratio] are obtained by spectral analysis of R-R interval from continuous electrocardiogram recordings to evaluate for sympathetic/parasympathetic (autonomic nervous function) balance.",LF:HF ratio,Mean,-0.34,-0.34,Standard Deviation,1.54,1.54,NA,NA,NA
268925621,NCT02973477,35188927,62238646,OG000,value at 26 weeks minus value at 2nd baseline,NA,Changes in Measure of Heart Rate Variability Using Dapagliflozin vs Active Comparator Glimepiride.,"Heart Rate Variability, as shown by the difference of the LF:HF ratio from baseline to 12 weeks per arm (two 12-week periods with a 2-week washout period. The frequency domain measures [ low-frequency (LF) power (0.04-0.15 Hz), high-frequency (HF) power (0.15-0.4 Hz), and LF:HF ratio] are obtained by spectral analysis of R-R interval from continuous electrocardiogram recordings to evaluate for sympathetic/parasympathetic (autonomic nervous function) balance.",LF:HF ratio,Mean,0.26,0.26,Standard Deviation,1.85,1.85,NA,NA,NA
268925622,NCT02973477,35188927,62238647,OG001,value at 26 weeks minus value at 2nd baseline,NA,Changes in Measure of Heart Rate Variability Using Dapagliflozin vs Active Comparator Glimepiride.,"Heart Rate Variability, as shown by the difference of the LF:HF ratio from baseline to 12 weeks per arm (two 12-week periods with a 2-week washout period. The frequency domain measures [ low-frequency (LF) power (0.04-0.15 Hz), high-frequency (HF) power (0.15-0.4 Hz), and LF:HF ratio] are obtained by spectral analysis of R-R interval from continuous electrocardiogram recordings to evaluate for sympathetic/parasympathetic (autonomic nervous function) balance.",LF:HF ratio,Mean,0.26,0.26,Standard Deviation,1.92,1.92,NA,NA,NA
268925623,NCT02973477,35188928,62238648,OG000,SDNN before treatment,NA,Changes in Measures of Heart Rate Variability (HRV) Using Dapagliflozin vs Active Comparator Glimepiride.,"Changes in measures of HRV as defined by: Time domain measures of HRV (continuous variables): (i) standard deviation of the normal RR interval (SDNN) (msec) and (ii) root mean square of the differences of successive RR intervals (rmsSD) (msec).

Time domain (SDNN and rmsSD) measures of the normal R-R intervals are derived from HRV studies using a physiologic monitor (Nightingale PPM2; Zoe Medical Inc.) under paced breathing, reflecting parasympathetic activity.

Time domain measures of the normal R-R intervals, basically reflecting parasympathetic activity, include: the difference between the longest and shortestR-R interval, standard deviation of 5-min average of normal R-R intervals (SDANN), root-mean square of the difference of successive R-R intervals (rMSSD).",msec,Mean,40.72,40.72,Standard Deviation,16.63,16.63,NA,NA,NA
268925624,NCT02973477,35188928,62238649,OG001,SDNN before treatment,NA,Changes in Measures of Heart Rate Variability (HRV) Using Dapagliflozin vs Active Comparator Glimepiride.,"Changes in measures of HRV as defined by: Time domain measures of HRV (continuous variables): (i) standard deviation of the normal RR interval (SDNN) (msec) and (ii) root mean square of the differences of successive RR intervals (rmsSD) (msec).

Time domain (SDNN and rmsSD) measures of the normal R-R intervals are derived from HRV studies using a physiologic monitor (Nightingale PPM2; Zoe Medical Inc.) under paced breathing, reflecting parasympathetic activity.

Time domain measures of the normal R-R intervals, basically reflecting parasympathetic activity, include: the difference between the longest and shortestR-R interval, standard deviation of 5-min average of normal R-R intervals (SDANN), root-mean square of the difference of successive R-R intervals (rMSSD).",msec,Mean,39.75,39.75,Standard Deviation,16.15,16.15,NA,NA,NA
268925625,NCT02973477,35188928,62238648,OG000,SDNN after treatment,NA,Changes in Measures of Heart Rate Variability (HRV) Using Dapagliflozin vs Active Comparator Glimepiride.,"Changes in measures of HRV as defined by: Time domain measures of HRV (continuous variables): (i) standard deviation of the normal RR interval (SDNN) (msec) and (ii) root mean square of the differences of successive RR intervals (rmsSD) (msec).

Time domain (SDNN and rmsSD) measures of the normal R-R intervals are derived from HRV studies using a physiologic monitor (Nightingale PPM2; Zoe Medical Inc.) under paced breathing, reflecting parasympathetic activity.

Time domain measures of the normal R-R intervals, basically reflecting parasympathetic activity, include: the difference between the longest and shortestR-R interval, standard deviation of 5-min average of normal R-R intervals (SDANN), root-mean square of the difference of successive R-R intervals (rMSSD).",msec,Mean,37.74,37.74,Standard Deviation,16.04,16.04,NA,NA,NA
268925626,NCT02973477,35188928,62238649,OG001,SDNN after treatment,NA,Changes in Measures of Heart Rate Variability (HRV) Using Dapagliflozin vs Active Comparator Glimepiride.,"Changes in measures of HRV as defined by: Time domain measures of HRV (continuous variables): (i) standard deviation of the normal RR interval (SDNN) (msec) and (ii) root mean square of the differences of successive RR intervals (rmsSD) (msec).

Time domain (SDNN and rmsSD) measures of the normal R-R intervals are derived from HRV studies using a physiologic monitor (Nightingale PPM2; Zoe Medical Inc.) under paced breathing, reflecting parasympathetic activity.

Time domain measures of the normal R-R intervals, basically reflecting parasympathetic activity, include: the difference between the longest and shortestR-R interval, standard deviation of 5-min average of normal R-R intervals (SDANN), root-mean square of the difference of successive R-R intervals (rMSSD).",msec,Mean,36.46,36.46,Standard Deviation,17.68,17.68,NA,NA,NA
268925627,NCT02973477,35188928,62238648,OG000,rmsSD before treatment,NA,Changes in Measures of Heart Rate Variability (HRV) Using Dapagliflozin vs Active Comparator Glimepiride.,"Changes in measures of HRV as defined by: Time domain measures of HRV (continuous variables): (i) standard deviation of the normal RR interval (SDNN) (msec) and (ii) root mean square of the differences of successive RR intervals (rmsSD) (msec).

Time domain (SDNN and rmsSD) measures of the normal R-R intervals are derived from HRV studies using a physiologic monitor (Nightingale PPM2; Zoe Medical Inc.) under paced breathing, reflecting parasympathetic activity.

Time domain measures of the normal R-R intervals, basically reflecting parasympathetic activity, include: the difference between the longest and shortestR-R interval, standard deviation of 5-min average of normal R-R intervals (SDANN), root-mean square of the difference of successive R-R intervals (rMSSD).",msec,Mean,26.91,26.91,Standard Deviation,17.81,17.81,NA,NA,NA
268925628,NCT02973477,35188928,62238649,OG001,rmsSD before treatment,NA,Changes in Measures of Heart Rate Variability (HRV) Using Dapagliflozin vs Active Comparator Glimepiride.,"Changes in measures of HRV as defined by: Time domain measures of HRV (continuous variables): (i) standard deviation of the normal RR interval (SDNN) (msec) and (ii) root mean square of the differences of successive RR intervals (rmsSD) (msec).

Time domain (SDNN and rmsSD) measures of the normal R-R intervals are derived from HRV studies using a physiologic monitor (Nightingale PPM2; Zoe Medical Inc.) under paced breathing, reflecting parasympathetic activity.

Time domain measures of the normal R-R intervals, basically reflecting parasympathetic activity, include: the difference between the longest and shortestR-R interval, standard deviation of 5-min average of normal R-R intervals (SDANN), root-mean square of the difference of successive R-R intervals (rMSSD).",msec,Mean,25.14,25.14,Standard Deviation,13.06,13.06,NA,NA,NA
268925629,NCT02973477,35188928,62238648,OG000,rmsSD after treatment,NA,Changes in Measures of Heart Rate Variability (HRV) Using Dapagliflozin vs Active Comparator Glimepiride.,"Changes in measures of HRV as defined by: Time domain measures of HRV (continuous variables): (i) standard deviation of the normal RR interval (SDNN) (msec) and (ii) root mean square of the differences of successive RR intervals (rmsSD) (msec).

Time domain (SDNN and rmsSD) measures of the normal R-R intervals are derived from HRV studies using a physiologic monitor (Nightingale PPM2; Zoe Medical Inc.) under paced breathing, reflecting parasympathetic activity.

Time domain measures of the normal R-R intervals, basically reflecting parasympathetic activity, include: the difference between the longest and shortestR-R interval, standard deviation of 5-min average of normal R-R intervals (SDANN), root-mean square of the difference of successive R-R intervals (rMSSD).",msec,Mean,24.3,24.3,Standard Deviation,16.44,16.44,NA,NA,NA
268925630,NCT02973477,35188928,62238649,OG001,rmsSD after treatment,NA,Changes in Measures of Heart Rate Variability (HRV) Using Dapagliflozin vs Active Comparator Glimepiride.,"Changes in measures of HRV as defined by: Time domain measures of HRV (continuous variables): (i) standard deviation of the normal RR interval (SDNN) (msec) and (ii) root mean square of the differences of successive RR intervals (rmsSD) (msec).

Time domain (SDNN and rmsSD) measures of the normal R-R intervals are derived from HRV studies using a physiologic monitor (Nightingale PPM2; Zoe Medical Inc.) under paced breathing, reflecting parasympathetic activity.

Time domain measures of the normal R-R intervals, basically reflecting parasympathetic activity, include: the difference between the longest and shortestR-R interval, standard deviation of 5-min average of normal R-R intervals (SDANN), root-mean square of the difference of successive R-R intervals (rMSSD).",msec,Mean,24.63,24.63,Standard Deviation,17.38,17.38,NA,NA,NA
268925631,NCT02973477,35188929,62238650,OG000,E/I ratio before treatment,NA,Changes in Measures of Cardiac Autonomic Reflex Testing (CARTs),"Changes in CARTs as defined by: i) expiration/inspiration (E/I) ratio, ii) Valsalva ratio and iii) 30:15 ratio. Cardiovascular autonomic reflex tests assess the cardiovascular autonomic function using provocative physiological maneuvers under paced breathing [R-R response to breathing (E:I ratio), to Valsalva maneuver (Valsalva ratio) and to postural changes (30:15 ratio)] at baseline and at the end of each study drug period using a physiologic monitor (Nightingale PPM2; Zoe Medical Inc.).",ratio,Mean,1.13,1.13,Standard Deviation,0.07,0.07,NA,NA,NA
268925632,NCT02973477,35188929,62238651,OG001,E/I ratio before treatment,NA,Changes in Measures of Cardiac Autonomic Reflex Testing (CARTs),"Changes in CARTs as defined by: i) expiration/inspiration (E/I) ratio, ii) Valsalva ratio and iii) 30:15 ratio. Cardiovascular autonomic reflex tests assess the cardiovascular autonomic function using provocative physiological maneuvers under paced breathing [R-R response to breathing (E:I ratio), to Valsalva maneuver (Valsalva ratio) and to postural changes (30:15 ratio)] at baseline and at the end of each study drug period using a physiologic monitor (Nightingale PPM2; Zoe Medical Inc.).",ratio,Mean,1.14,1.14,Standard Deviation,0.08,0.08,NA,NA,NA
268925633,NCT02973477,35188929,62238650,OG000,EI ratio after treatment,NA,Changes in Measures of Cardiac Autonomic Reflex Testing (CARTs),"Changes in CARTs as defined by: i) expiration/inspiration (E/I) ratio, ii) Valsalva ratio and iii) 30:15 ratio. Cardiovascular autonomic reflex tests assess the cardiovascular autonomic function using provocative physiological maneuvers under paced breathing [R-R response to breathing (E:I ratio), to Valsalva maneuver (Valsalva ratio) and to postural changes (30:15 ratio)] at baseline and at the end of each study drug period using a physiologic monitor (Nightingale PPM2; Zoe Medical Inc.).",ratio,Mean,1.14,1.14,Standard Deviation,0.11,0.11,NA,NA,NA
268925634,NCT02973477,35188929,62238651,OG001,EI ratio after treatment,NA,Changes in Measures of Cardiac Autonomic Reflex Testing (CARTs),"Changes in CARTs as defined by: i) expiration/inspiration (E/I) ratio, ii) Valsalva ratio and iii) 30:15 ratio. Cardiovascular autonomic reflex tests assess the cardiovascular autonomic function using provocative physiological maneuvers under paced breathing [R-R response to breathing (E:I ratio), to Valsalva maneuver (Valsalva ratio) and to postural changes (30:15 ratio)] at baseline and at the end of each study drug period using a physiologic monitor (Nightingale PPM2; Zoe Medical Inc.).",ratio,Mean,1.14,1.14,Standard Deviation,0.13,0.13,NA,NA,NA
268925635,NCT02973477,35188929,62238650,OG000,Valsalva ratio before treatment,NA,Changes in Measures of Cardiac Autonomic Reflex Testing (CARTs),"Changes in CARTs as defined by: i) expiration/inspiration (E/I) ratio, ii) Valsalva ratio and iii) 30:15 ratio. Cardiovascular autonomic reflex tests assess the cardiovascular autonomic function using provocative physiological maneuvers under paced breathing [R-R response to breathing (E:I ratio), to Valsalva maneuver (Valsalva ratio) and to postural changes (30:15 ratio)] at baseline and at the end of each study drug period using a physiologic monitor (Nightingale PPM2; Zoe Medical Inc.).",ratio,Mean,1.5,1.5,Standard Deviation,0.36,0.36,NA,NA,NA
268925636,NCT02973477,35188929,62238651,OG001,Valsalva ratio before treatment,NA,Changes in Measures of Cardiac Autonomic Reflex Testing (CARTs),"Changes in CARTs as defined by: i) expiration/inspiration (E/I) ratio, ii) Valsalva ratio and iii) 30:15 ratio. Cardiovascular autonomic reflex tests assess the cardiovascular autonomic function using provocative physiological maneuvers under paced breathing [R-R response to breathing (E:I ratio), to Valsalva maneuver (Valsalva ratio) and to postural changes (30:15 ratio)] at baseline and at the end of each study drug period using a physiologic monitor (Nightingale PPM2; Zoe Medical Inc.).",ratio,Mean,1.44,1.44,Standard Deviation,0.29,0.29,NA,NA,NA
268925637,NCT02973477,35188929,62238650,OG000,Valsalva ratio after treatment,NA,Changes in Measures of Cardiac Autonomic Reflex Testing (CARTs),"Changes in CARTs as defined by: i) expiration/inspiration (E/I) ratio, ii) Valsalva ratio and iii) 30:15 ratio. Cardiovascular autonomic reflex tests assess the cardiovascular autonomic function using provocative physiological maneuvers under paced breathing [R-R response to breathing (E:I ratio), to Valsalva maneuver (Valsalva ratio) and to postural changes (30:15 ratio)] at baseline and at the end of each study drug period using a physiologic monitor (Nightingale PPM2; Zoe Medical Inc.).",ratio,Mean,1.6,1.6,Standard Deviation,0.66,0.66,NA,NA,NA
268925638,NCT02973477,35188929,62238651,OG001,Valsalva ratio after treatment,NA,Changes in Measures of Cardiac Autonomic Reflex Testing (CARTs),"Changes in CARTs as defined by: i) expiration/inspiration (E/I) ratio, ii) Valsalva ratio and iii) 30:15 ratio. Cardiovascular autonomic reflex tests assess the cardiovascular autonomic function using provocative physiological maneuvers under paced breathing [R-R response to breathing (E:I ratio), to Valsalva maneuver (Valsalva ratio) and to postural changes (30:15 ratio)] at baseline and at the end of each study drug period using a physiologic monitor (Nightingale PPM2; Zoe Medical Inc.).",ratio,Mean,1.58,1.58,Standard Deviation,0.85,0.85,NA,NA,NA
268925639,NCT02973477,35188929,62238650,OG000,30:15 ratio before treatment,NA,Changes in Measures of Cardiac Autonomic Reflex Testing (CARTs),"Changes in CARTs as defined by: i) expiration/inspiration (E/I) ratio, ii) Valsalva ratio and iii) 30:15 ratio. Cardiovascular autonomic reflex tests assess the cardiovascular autonomic function using provocative physiological maneuvers under paced breathing [R-R response to breathing (E:I ratio), to Valsalva maneuver (Valsalva ratio) and to postural changes (30:15 ratio)] at baseline and at the end of each study drug period using a physiologic monitor (Nightingale PPM2; Zoe Medical Inc.).",ratio,Mean,1.17,1.17,Standard Deviation,0.15,0.15,NA,NA,NA
268925640,NCT02973477,35188929,62238651,OG001,30:15 ratio before treatment,NA,Changes in Measures of Cardiac Autonomic Reflex Testing (CARTs),"Changes in CARTs as defined by: i) expiration/inspiration (E/I) ratio, ii) Valsalva ratio and iii) 30:15 ratio. Cardiovascular autonomic reflex tests assess the cardiovascular autonomic function using provocative physiological maneuvers under paced breathing [R-R response to breathing (E:I ratio), to Valsalva maneuver (Valsalva ratio) and to postural changes (30:15 ratio)] at baseline and at the end of each study drug period using a physiologic monitor (Nightingale PPM2; Zoe Medical Inc.).",ratio,Mean,1.14,1.14,Standard Deviation,0.09,0.09,NA,NA,NA
268925641,NCT02973477,35188929,62238650,OG000,30:15 ratio after treatment,NA,Changes in Measures of Cardiac Autonomic Reflex Testing (CARTs),"Changes in CARTs as defined by: i) expiration/inspiration (E/I) ratio, ii) Valsalva ratio and iii) 30:15 ratio. Cardiovascular autonomic reflex tests assess the cardiovascular autonomic function using provocative physiological maneuvers under paced breathing [R-R response to breathing (E:I ratio), to Valsalva maneuver (Valsalva ratio) and to postural changes (30:15 ratio)] at baseline and at the end of each study drug period using a physiologic monitor (Nightingale PPM2; Zoe Medical Inc.).",ratio,Mean,1.14,1.14,Standard Deviation,0.11,0.11,NA,NA,NA
268925642,NCT02973477,35188929,62238651,OG001,30:15 ratio after treatment,NA,Changes in Measures of Cardiac Autonomic Reflex Testing (CARTs),"Changes in CARTs as defined by: i) expiration/inspiration (E/I) ratio, ii) Valsalva ratio and iii) 30:15 ratio. Cardiovascular autonomic reflex tests assess the cardiovascular autonomic function using provocative physiological maneuvers under paced breathing [R-R response to breathing (E:I ratio), to Valsalva maneuver (Valsalva ratio) and to postural changes (30:15 ratio)] at baseline and at the end of each study drug period using a physiologic monitor (Nightingale PPM2; Zoe Medical Inc.).",ratio,Mean,1.14,1.14,Standard Deviation,0.1,0.1,NA,NA,NA
268925643,NCT02973477,35188930,62238650,OG000,BNP before treatment,NA,Change in B-type Natriuretic Peptide With Each Intervention as a Measure of Left Ventricular Function,Changes in B-type Natriuretic Peptide (BNP) with each intervention as a measure of left ventricular function.,pg/ml,Mean,12.72,12.72,Standard Deviation,9.76,9.76,NA,NA,NA
268925644,NCT02973477,35188930,62238652,OG001,BNP before treatment,NA,Change in B-type Natriuretic Peptide With Each Intervention as a Measure of Left Ventricular Function,Changes in B-type Natriuretic Peptide (BNP) with each intervention as a measure of left ventricular function.,pg/ml,Mean,16.93,16.93,Standard Deviation,13.69,13.69,NA,NA,NA
268925645,NCT02973477,35188930,62238650,OG000,BNP after treatment,NA,Change in B-type Natriuretic Peptide With Each Intervention as a Measure of Left Ventricular Function,Changes in B-type Natriuretic Peptide (BNP) with each intervention as a measure of left ventricular function.,pg/ml,Mean,14.76,14.76,Standard Deviation,13.41,13.41,NA,NA,NA
268925646,NCT02973477,35188930,62238652,OG001,BNP after treatment,NA,Change in B-type Natriuretic Peptide With Each Intervention as a Measure of Left Ventricular Function,Changes in B-type Natriuretic Peptide (BNP) with each intervention as a measure of left ventricular function.,pg/ml,Mean,15.49,15.49,Standard Deviation,11.58,11.58,NA,NA,NA
