nct_id,arm_id_unq,drug_name,drug_dose,drug_unit,drug_freq,drug2_name,drug2_dose,drug2_unit,drug2_freq,new_note
NCT01882907,uaa10953,vildagliptin,50,milligram,bd,,,,,
NCT01885208,uaa10954,exenatide,2,milligram,weekly,,,,,
NCT01885208,uaa10955,semaglutide,1,milligram,od,,,,,
NCT01885208,uaa10956,,,,,,,,,
NCT01890122,uaa10957,alogliptin,12.5,milligram,bd,,,,,
NCT01890122,uaa10958,alogliptin,12.5,milligram,bd,metformin,500,milligram,bd,
NCT01890122,uaa10959,metformin,500,milligram,bd,,,,,
NCT01890122,uaa10960,placebo,,,,,,,,
NCT01890122,uaa10961,,,,,,,,,
NCT01897532,uaa10962,linagliptin,5,milligram,od,,,,,
NCT01897532,uaa10963,placebo,,,,,,,,
NCT01897532,uaa10964,,,,,,,,,
NCT01907854,uaa10965,liraglutide,1.8,milligram,od,,,,,
NCT01907854,uaa10966,sitagliptin,100,milligram,od,,,,,
NCT01907854,uaa10967,,,,,,,,,
NCT01930188,uaa10968,semaglutide,0.5,milligram,od,,,,,
NCT01930188,uaa10969,semaglutide,1,milligram,od,,,,,
NCT01930188,uaa10970,sitagliptin,100,milligram,od,,,,,
NCT01930188,uaa10971,,,,,,,,,
NCT01939496,uaa10972,canagliflozin,100,milligram,od,,,,,
NCT01939496,uaa10973,canagliflozin,300,milligram,od,,,,,
NCT01939496,uaa10974,placebo,,,,,,,,
NCT01939496,uaa10975,,,,,,,,,
NCT01958671,uaa10976,ertugliflozin,15,milligram,od,,,,,
NCT01958671,uaa10977,ertugliflozin,5,milligram,od,,,,,
NCT01958671,uaa10978,placebo,,,,,,,,
NCT01958671,uaa10979,,,,,,,,,
NCT01966978,uaa10980,insulin aspart,as per bm,units,,,,,,
NCT01966978,uaa10981,liraglutide,1.2,milligram,od,,,,,
NCT01966978,uaa10982,,,,,,,,,
NCT01973231,uaa10983,liraglutide,1.8,milligram,od,,,,,
NCT01973231,uaa10984,lixisenatide,20,microgram,od,,,,,
NCT01973231,uaa10985,,,,,,,,,
NCT01986855,uaa10986,ertugliflozin,15,milligram,od,,,,,
NCT01986855,uaa10987,ertugliflozin,5,milligram,od,,,,,
NCT01986855,uaa10988,placebo,,,,,,,,
NCT01986855,uaa10989,,,,,,,,,
NCT01989754,uaa10994,canagliflozin,100,milligram,od,,,,,
NCT01989754,uaa10995,placebo,,,,,,,,
NCT01989754,uaa10996,,,,,,,,,
NCT01999218,uaa10997,ertugliflozin,15,milligram,od,,,,,
NCT01999218,uaa10998,ertugliflozin,5,milligram,od,,,,,
NCT01999218,uaa10999,glimepiride,8,milligram,od,,,,,
NCT01999218,uaa11000,,,,,,,,,
NCT02002221,uaa11001,placebo,,,,,,,,
NCT02002221,uaa11002,,,,,,,,,
NCT02002221,uaa11003,vildagliptin,50,milligram,bd,,,,,
NCT02007278,uaa11004,glimepiride,,milligram,od,,,,,
NCT02007278,uaa11005,,,,,,,,,
NCT02007278,uaa11006,vildagliptin,50,milligram,bd,,,,,
NCT02008682,uaa11007,liraglutide,1.8,milligram,od,,,,,
NCT02008682,uaa11008,sitagliptin,100,milligram,od,,,,,
NCT02008682,uaa11009,,,,,,,,,
NCT02024477,uaa11010,placebo,,,,,,,,
NCT02024477,uaa11011,saxagliptin,5,milligram,od,,,,,
NCT02024477,uaa11012,,,,,,,,,
NCT02025907,uaa11013,canagliflozin,100,milligram,od,,,,,
NCT02025907,uaa11014,placebo,,,,,,,,
NCT02025907,uaa11015,,,,,,,,,
NCT02033889,uaa11016,ertugliflozin,15,milligram,od,,,,,
NCT02033889,uaa11017,ertugliflozin,5,milligram,od,,,,,
NCT02033889,uaa11018,placebo,,,,,,,,
NCT02033889,uaa11019,,,,,,,,,
NCT02036515,uaa11020,ertugliflozin,15,milligram,od,,,,,
NCT02036515,uaa11021,ertugliflozin,5,milligram,od,,,,,
NCT02036515,uaa11022,placebo,,,,,,,,
NCT02036515,uaa11023,,,,,,,,,
NCT02054897,uaa11024,placebo,,,,,,,,
NCT02054897,uaa11025,semaglutide,0.5,milligram,od,,,,,
NCT02054897,uaa11026,semaglutide,1,milligram,od,,,,,
NCT02054897,uaa11027,,,,,,,,,
NCT02058147,uaa11028,insulin glargine,as per bm,units,od,,,,,
NCT02058147,uaa11029,lixisenatide,as per bm,microgram,od,insulin glargine,as per bm,units,od,
NCT02058147,uaa11030,lixisenatide,20,microgram,od,,,,,
NCT02058147,uaa11031,,,,,,,,,
NCT02058160,uaa11032,insulin glargine,as per bm,units,,,,,,
NCT02058160,uaa11033,lixisenatide,as per bm,microgram,od,insulin glargine,as per bm,units,od,
NCT02058160,uaa11034,,,,,,,,,
NCT02061969,uaa11035,insulin glargine,as per bm,units,od,,,,,
NCT02061969,uaa11036,linagliptin,5,milligram,od,,,,,
NCT02061969,uaa11037,,,,,,,,,
NCT02065791,uaa11038,canagliflozin,100,milligram,od,,,,,
NCT02065791,uaa11039,placebo,,,,,,,,
NCT02065791,uaa11040,,,,,,,,,
NCT02081599,uaa11041,placebo,,,,,,,,
NCT02081599,uaa11042,teneligliptin,20,milligram,od,,,,,
NCT02081599,uaa11043,,,,,,,,,
NCT02096705,uaa11044,dapagliflozin,10,milligram,od,,,,,
NCT02096705,uaa11045,placebo,,,,,,,,
NCT02096705,uaa11046,,,,,,,,,
NCT02099110,uaa11047,ertugliflozin,15,milligram,od,,,,,
NCT02099110,uaa11048,ertugliflozin,15,milligram,od,sitagliptin,100,milligram,od,
NCT02099110,uaa11049,ertugliflozin,5,milligram,od,,,,,
NCT02099110,uaa11050,ertugliflozin,5,milligram,od,sitagliptin,100,milligram,od,
NCT02099110,uaa11051,sitagliptin,100,milligram,od,,,,,
NCT02099110,uaa11052,,,,,,,,,
NCT02104804,uaa11053,placebo,,,,,,,,
NCT02104804,uaa11054,saxagliptin,5,milligram,od,,,,,
NCT02104804,uaa11055,,,,,,,,,
NCT02128932,uaa11056,insulin glargine,as per bm,units,,,,,,
NCT02128932,uaa11057,semaglutide,0.5,milligram,weekly,,,,,
NCT02128932,uaa11058,semaglutide,1,milligram,weekly,,,,,
NCT02128932,uaa11059,,,,,,,,,
NCT02152371,uaa11060,dulaglutide,1.5,milligram,weekly,,,,,
NCT02152371,uaa11061,placebo,,,,,,,,
NCT02152371,uaa11062,,,,,,,,,
NCT02157298,uaa11063,dapagliflozin,5,milligram,od,,,,,
NCT02157298,uaa11064,placebo,,,,,,,,
NCT02157298,uaa11065,,,,,,,,,
NCT02182830,uaa11066,empagliflozin,25,milligram,od,,,,,
NCT02182830,uaa11067,placebo,,,,,,,,
NCT02182830,uaa11068,,,,,,,,,
NCT02207374,uaa11069,oad,,,,,,,,
NCT02207374,uaa11070,semaglutide,0.5,milligram,weekly,,,,,
NCT02207374,uaa11071,semaglutide,1,milligram,weekly,,,,,
NCT02207374,uaa11072,,,,,,,,,
NCT02220920,uaa11073,canagliflozin,100,milligram,od,,,,,
NCT02220920,uaa11074,placebo,,,,,,,,
NCT02220920,uaa11075,,,,,,,,,
NCT02226003,uaa11076,ertugliflozin,15,milligram,od,sitagliptin,100,milligram,od,
NCT02226003,uaa11077,ertugliflozin,5,milligram,od,sitagliptin,100,milligram,od,
NCT02226003,uaa11078,placebo,,,,,,,,
NCT02226003,uaa11079,,,,,,,,,
NCT02229227,uaa11080,albiglutide,50,milligram,weekly,,,,,
NCT02229227,uaa11081,insulin lispro,as per bm,units,tds,,,,,
NCT02229227,uaa11082,,,,,,,,,
NCT02229383,uaa11083,exenatide,2,milligram,weekly,,,,,
NCT02229383,uaa11084,placebo,,,,,,,,
NCT02229383,uaa11085,,,,,,,,,
NCT02229396,uaa11086,dapagliflozin,10,milligram,od,,,,,
NCT02229396,uaa11087,dapagliflozin,10,milligram,od,exenatide,2,milligram,weekly,
NCT02229396,uaa11088,exenatide,2,milligram,weekly,,,,,
NCT02229396,uaa11089,,,,,,,,,
NCT02240680,uaa11090,linagliptin,5,milligram,od,,,,,
NCT02240680,uaa11091,placebo,,,,,,,,
NCT02240680,uaa11092,,,,,,,,,
NCT02243176,uaa11093,acarbose,100,milligram,tds,,,,,
NCT02243176,uaa11094,saxagliptin,5,milligram,od,,,,,
NCT02243176,uaa11095,,,,,,,,,
NCT02254291,uaa11096,semaglutide,0.5,milligram,weekly,,,,,
NCT02254291,uaa11097,semaglutide,1,milligram,weekly,,,,,
NCT02254291,uaa11098,sitagliptin,100,milligram,od,,,,,
NCT02254291,uaa11099,,,,,,,,,
NCT02273050,uaa11100,metformin,500,milligram,od,,,,,
NCT02273050,uaa11101,saxagliptin,5,milligram,od,metformin,500,milligram,od,
NCT02273050,uaa11102,saxagliptin,5,milligram,od,,,,,
NCT02273050,uaa11103,,,,,,,,,
NCT02284893,uaa11104,dapagliflozin,10,milligram,od,saxagliptin,5,milligram,od,
NCT02284893,uaa11105,sitagliptin,100,milligram,od,,,,,
NCT02284893,uaa11106,,,,,,,,,
NCT02288273,uaa11107,exenatide,2,milligram,weekly,,,,,
NCT02288273,uaa11108,placebo,,,,,,,,
NCT02288273,uaa11109,,,,,,,,,
NCT02305381,uaa11110,placebo,,,,,,,,
NCT02305381,uaa11111,semaglutide,0.5,milligram,weekly,,,,,
NCT02305381,uaa11112,semaglutide,1,milligram,weekly,,,,,
NCT02305381,uaa11113,,,,,,,,,
NCT02324569,uaa11114,placebo,,,,,,,,
NCT02324569,uaa11115,,,,,,,,,
NCT02324569,uaa11116,trelagliptin,100,milligram,od,,,,,
NCT02354222,uaa11117,placebo,,,,,,,,
NCT02354222,uaa11118,teneligliptin,20,milligram,od,,,,,
NCT02354222,uaa11119,,,,,,,,,
NCT02354235,uaa11120,canagliflozin,100,milligram,od,,,,,
NCT02354235,uaa11121,placebo,,,,,,,,
NCT02354235,uaa11122,,,,,,,,,
NCT02360774,uaa11123,canagliflozin,300,milligram,od,,,,,
NCT02360774,uaa11124,placebo,,,,,,,,
NCT02360774,uaa11125,,,,,,,,,
NCT02413398,uaa11126,dapagliflozin,10,milligram,od,,,,,
NCT02413398,uaa11127,placebo,,,,,,,,
NCT02413398,uaa11128,,,,,,,,,
NCT02429258,uaa11129,dapagliflozin,10,milligram,od,,,,,
NCT02429258,uaa11130,placebo,,,,,,,,
NCT02429258,uaa11131,,,,,,,,,
NCT02453555,uaa11132,empagliflozin,10,milligram,od,,,,,
NCT02453555,uaa11133,placebo,,,,,,,,
NCT02453555,uaa11134,,,,,,,,,
NCT02465515,uaa11138,albiglutide,30,milligram,weekly,,,,,
NCT02465515,uaa11139,placebo,,,,,,,,
NCT02465515,uaa11140,,,,,,,,,
NCT02471404,uaa11141,dapagliflozin,10,milligram,od,,,,,
NCT02471404,uaa11142,dapagliflozin,10,milligram,od,saxagliptin,5,milligram,od,
NCT02471404,uaa11143,glimepiride,1,milligram,od,,,,,
NCT02471404,uaa11144,,,,,,,,,
NCT02489968,uaa11145,empagliflozin,10,milligram,od,,,,,
NCT02489968,uaa11146,empagliflozin,25,milligram,od,,,,,
NCT02489968,uaa11147,empagliflozin,10,milligram,od,linagliptin,5,milligram,od,
NCT02489968,uaa11148,empagliflozin,25,milligram,od,linagliptin,5,milligram,od,
NCT02489968,uaa11149,,,,,,,,,
NCT02505334,uaa11150,liraglutide,0.9,milligram,od,,,,,
NCT02505334,uaa11151,liraglutide,1.8,milligram,od,,,,,
NCT02505334,uaa11152,,,,,,,,,
NCT02512068,uaa11153,placebo,,,,,,,,
NCT02512068,uaa11154,,,,,,,,,
NCT02512068,uaa11155,trelagliptin,25,milligram,od,,,,,
NCT02532855,uaa11156,dapagliflozin,5,milligram,od,,,,,
NCT02532855,uaa11157,sitagliptin,100,milligram,od,,,,,
NCT02532855,uaa11158,,,,,,,,,
NCT02564926,uaa11159,dapagliflozin,5,milligram,od,,,,,
NCT02564926,uaa11160,glimepiride,1,milligram,od,,,,,
NCT02564926,uaa11161,,,,,,,,,
NCT02577003,uaa11162,ipragliflozin,50,milligram,od,,,,,
NCT02577003,uaa11163,placebo,,,,,,,,
NCT02577003,uaa11164,,,,,,,,,
NCT02577016,uaa11165,placebo,,,,,,,,
NCT02577016,uaa11166,sitagliptin,50,milligram,od,,,,,
NCT02577016,uaa11167,,,,,,,,,
NCT02589626,uaa11168,empagliflozin,10,milligram,od,,,,,
NCT02589626,uaa11169,empagliflozin,25,milligram,od,,,,,
NCT02589626,uaa11170,,,,,,,,,
NCT02589639,uaa11171,empagliflozin,10,milligram,od,,,,,
NCT02589639,uaa11172,empagliflozin,25,milligram,od,,,,,
NCT02589639,uaa11173,placebo,,,,,,,,
NCT02589639,uaa11174,,,,,,,,,
NCT02597049,uaa11175,dulaglutide,0.75,milligram,weekly,,,,,
NCT02597049,uaa11176,dulaglutide,1.5,milligram,weekly,,,,,
NCT02597049,uaa11177,placebo,,,,,,,,
NCT02597049,uaa11178,,,,,,,,,
NCT02607306,uaa11179,insulin degludec,as per bm,units,od,,,,,
NCT02607306,uaa11180,liraglutide,as per bm,milligram,od,insulin_degludec,as per bm,od,,
NCT02607306,uaa11181,liraglutide,1.8,milligram,od,,,,,
NCT02607306,uaa11182,,,,,,,,,
NCT02607865,uaa11183,semaglutide,14,milligram,od,,,,,
NCT02607865,uaa11184,semaglutide,3,milligram,od,,,,,
NCT02607865,uaa11185,semaglutide,7,milligram,od,,,,,
NCT02607865,uaa11186,sitagliptin,100,milligram,od,,,,,
NCT02607865,uaa11187,,,,,,,,,
NCT02630706,uaa11188,ertugliflozin,15,milligram,od,,,,,
NCT02630706,uaa11189,ertugliflozin,5,milligram,od,,,,,
NCT02630706,uaa11190,placebo,,,,,,,,
NCT02630706,uaa11191,,,,,,,,,
NCT02648204,uaa11192,dulaglutide,0.75,milligram,weekly,,,,,
NCT02648204,uaa11193,dulaglutide,1.5,milligram,weekly,,,,,
NCT02648204,uaa11194,semaglutide,0.5,milligram,weekly,,,,,
NCT02648204,uaa11195,semaglutide,1,milligram,weekly,,,,,
NCT02648204,uaa11196,,,,,,,,,
NCT02681094,uaa11197,dapagliflozin,5,milligram,od,,,,,
NCT02681094,uaa11198,dapagliflozin,5,milligram,od,saxagliptin,5,milligram,od,
NCT02681094,uaa11199,saxagliptin,5,milligram,od,,,,,
NCT02681094,uaa11200,,,,,,,,,
NCT02682563,uaa11201,dapagliflozin,10,milligram,od,,,,,
NCT02682563,uaa11202,gliclazide,30,milligram,od,,,,,
NCT02682563,uaa11203,,,,,,,,,
NCT02683746,uaa11204,albiglutide,30,milligram,weekly,,,,,
NCT02683746,uaa11205,,,,,,,,,
NCT02692716,uaa11206,placebo,,,,,,,,
NCT02692716,uaa11207,semaglutide,14,milligram,od,,,,,
NCT02692716,uaa11208,,,,,,,,,
NCT02715258,uaa11209,bexagliflozin,20,milligram,od,,,,,
NCT02715258,uaa11210,placebo,,,,,,,,
NCT02715258,uaa11211,,,,,,,,,
NCT02730377,uaa11212,liraglutide,1.8,milligram,od,,,,,
NCT02730377,uaa11213,oad,,,,,,,,
NCT02730377,uaa11214,,,,,,,,,
NCT02738879,uaa11215,placebo,,,,,,,,
NCT02738879,uaa11216,sitagliptin,100,milligram,od,,,,,
NCT02738879,uaa11217,,,,,,,,,
NCT02750410,uaa11218,dulaglutide,0.75,milligram,weekly,,,,,
NCT02750410,uaa11219,placebo,,,,,,,,
NCT02750410,uaa11220,,,,,,,,,
NCT02769481,uaa11221,bexagliflozin,20,milligram,od,,,,,
NCT02769481,uaa11222,glimepiride,2,milligram,od,,,,,
NCT02769481,uaa11223,,,,,,,,,
NCT02791490,uaa11224,placebo,,,,,,,,
NCT02791490,uaa11225,sitagliptin,100,milligram,od,,,,,
NCT02791490,uaa11226,,,,,,,,,
NCT02827708,uaa11227,placebo,,,,,,,,
NCT02827708,uaa11228,semaglutide,14,milligram,od,,,,,
NCT02827708,uaa11229,,,,,,,,,
NCT02836873,uaa11230,bexagliflozin,20,milligram,od,,,,,
NCT02836873,uaa11231,placebo,,,,,,,,
NCT02836873,uaa11232,,,,,,,,,
NCT02849080,uaa11233,semaglutide,14,milligram,od,,,,,
NCT02849080,uaa11234,sitagliptin,100,milligram,od,,,,,
NCT02849080,uaa11235,,,,,,,,,
NCT02863328,uaa11236,empagliflozin,25,milligram,od,,,,,
NCT02863328,uaa11237,semaglutide,14,milligram,od,,,,,
NCT02863328,uaa11238,,,,,,,,,
NCT02863419,uaa11239,liraglutide,1.8,milligram,od,,,,,
NCT02863419,uaa11240,placebo,,,,,,,,
NCT02863419,uaa11241,semaglutide,14,milligram,od,,,,,
NCT02863419,uaa11242,,,,,,,,,
NCT02897349,uaa11243,linagliptin,5,milligram,od,,,,,
NCT02897349,uaa11244,placebo,,,,,,,,
NCT02897349,uaa11245,,,,,,,,,
NCT02906709,uaa11246,omarigliptin,25,milligram,weekly,,,,,
NCT02906709,uaa11247,placebo,,,,,,,,
NCT02906709,uaa11248,,,,,,,,,
NCT02906930,uaa11249,placebo,,,,,,,,
NCT02906930,uaa11250,semaglutide,14,milligram,od,,,,,
NCT02906930,uaa11251,semaglutide,3,milligram,od,,,,,
NCT02906930,uaa11252,semaglutide,7,milligram,od,,,,,
NCT02906930,uaa11253,,,,,,,,,
NCT02911948,uaa11254,liraglutide,0.36,milligram,od,,,,,
NCT02911948,uaa11255,placebo,,,,,,,,
NCT02911948,uaa11256,,,,,,,,,
NCT02916706,uaa11257,placebo,,,,,,,,
NCT02916706,uaa11258,teneligliptin,20,milligram,od,,,,,
NCT02916706,uaa11259,,,,,,,,,
NCT02924064,uaa11260,placebo,,,,,,,,
NCT02924064,uaa11261,teneligliptin,20,milligram,od,,,,,
NCT02924064,uaa11262,,,,,,,,,
NCT02926937,uaa11263,placebo,,,,,,,,
NCT02926937,uaa11264,sotagliflozin,200,milligram,od,,,,,
NCT02926937,uaa11265,sotagliflozin,400,milligram,od,,,,,
NCT02926937,uaa11266,,,,,,,,,
NCT02926950,uaa11267,placebo,,,,,,,,
NCT02926950,uaa11268,sotagliflozin,400,milligram,od,,,,,
NCT02926950,uaa11269,,,,,,,,,
NCT02963922,uaa11270,liraglutide,3,milligram,od,,,,,
NCT02963922,uaa11271,placebo,,,,,,,,
NCT02963922,uaa11272,,,,,,,,,
NCT02964247,uaa11273,liraglutide,1.8,milligram,od,,,,,
NCT02964247,uaa11274,placebo,,,,,,,,
NCT02964247,uaa11275,,,,,,,,,
NCT03015220,uaa11276,dulaglutide,0.75,milligram,weekly,,,,,
NCT03015220,uaa11277,semaglutide,14,milligram,od,,,,,
NCT03015220,uaa11278,semaglutide,3,milligram,od,,,,,
NCT03015220,uaa11279,semaglutide,7,milligram,od,,,,,
NCT03015220,uaa11280,,,,,,,,,
NCT03018028,uaa11281,liraglutide,0.9,milligram,od,,,,,
NCT03018028,uaa11282,placebo,,,,,,,,
NCT03018028,uaa11283,semaglutide,14,milligram,od,,,,,
NCT03018028,uaa11284,semaglutide,3,milligram,od,,,,,
NCT03018028,uaa11285,semaglutide,7,milligram,od,,,,,
NCT03018028,uaa11286,,,,,,,,,
NCT03021187,uaa11287,placebo,,,,,,,,
NCT03021187,uaa11288,semaglutide,14,milligram,od,,,,,
NCT03021187,uaa11289,semaglutide,3,milligram,od,,,,,
NCT03021187,uaa11290,semaglutide,7,milligram,od,,,,,
NCT03021187,uaa11291,,,,,,,,,
NCT03061214,uaa11292,semaglutide,0.5,milligram,weekly,,,,,
NCT03061214,uaa11293,semaglutide,1,milligram,weekly,,,,,
NCT03061214,uaa11294,sitagliptin,100,milligram,od,,,,,
NCT03061214,uaa11295,,,,,,,,,
NCT03066830,uaa11296,placebo,,,,,,,,
NCT03066830,uaa11297,sotagliflozin,400,milligram,od,,,,,
NCT03066830,uaa11298,,,,,,,,,
NCT03086330,uaa11299,placebo,,,,,,,,
NCT03086330,uaa11300,semaglutide,1,milligram,weekly,,,,,
NCT03086330,uaa11301,,,,,,,,,
NCT03115112,uaa11302,bexagliflozin,20,milligram,od,,,,,
NCT03115112,uaa11303,sitagliptin,100,milligram,od,,,,,
NCT03115112,uaa11304,,,,,,,,,
NCT03136484,uaa11305,canagliflozin,300,milligram,od,,,,,
NCT03136484,uaa11306,semaglutide,1,milligram,od,,,,,
NCT03136484,uaa11307,,,,,,,,,
NCT03172494,uaa11308,insulin degludec,as per bm,units,od,,,,,
NCT03172494,uaa11309,liraglutide,0.36,milligram,od,insulin degludec,as per bm,units,od,
NCT03172494,uaa11310,liraglutide,1.8,milligram,od,,,,,
NCT03172494,uaa11311,,,,,,,,,
NCT03175120,uaa11312,liraglutide,0.6,milligram,od,,,,,
NCT03175120,uaa11313,placebo,,,,,,,,
NCT03175120,uaa11314,,,,,,,,,
NCT03191396,uaa11315,liraglutide,1.2,milligram,od,,,,,
NCT03191396,uaa11316,semaglutide,1,milligram,weekly,,,,,
NCT03191396,uaa11317,,,,,,,,,
NCT03242018,uaa11318,placebo,,,,,,,,
NCT03242018,uaa11319,sotagliflozin,200,milligram,od,,,,,
NCT03242018,uaa11320,sotagliflozin,400,milligram,od,,,,,
NCT03242018,uaa11321,,,,,,,,,
NCT03242252,uaa11322,placebo,,,,,,,,
NCT03242252,uaa11323,sotagliflozin,200,milligram,od,,,,,
NCT03242252,uaa11324,sotagliflozin,400,milligram,od,,,,,
NCT03242252,uaa11325,,,,,,,,,
NCT03259789,uaa11326,bexagliflozin,20,milligram,od,,,,,
NCT03259789,uaa11327,placebo,,,,,,,,
NCT03259789,uaa11328,,,,,,,,,
NCT03332771,uaa11329,glimepiride,2,milligram,od,,,,,
NCT03332771,uaa11330,placebo,,,,,,,,
NCT03332771,uaa11331,sotagliflozin,200,milligram,od,,,,,
NCT03332771,uaa11332,sotagliflozin,400,milligram,od,,,,,
NCT03332771,uaa11333,,,,,,,,,
NCT03351478,uaa11334,empagliflozin,25,milligram,od,,,,,
NCT03351478,uaa11335,placebo,,,,,,,,
NCT03351478,uaa11336,sotagliflozin,400,milligram,od,,,,,
NCT03351478,uaa11337,,,,,,,,,
NCT03495102,uaa11338,dulaglutide,1.5,milligram,weekly,,,,,
NCT03495102,uaa11339,dulaglutide,3,milligram,weekly,,,,,
NCT03495102,uaa11340,dulaglutide,4.5,milligram,weekly,,,,,
NCT03495102,uaa11341,,,,,,,,,
NCT03552757,uaa11342,placebo,,,,,,,,
NCT03552757,uaa11343,semaglutide,1,milligram,weekly,,,,,
NCT03552757,uaa11344,semaglutide,2.4,milligram,weekly,,,,,
NCT03552757,uaa11345,,,,,,,,,
NCT00099320,ab0013,exenatide,10,microgram,bd,,,,,
NCT00099320,ab0014,placebo,,,bd,,,,,
NCT00099619,ab0015,exenatide,10,microgram,bd,,,,,
NCT00099619,ab0016,insulin_glargine,as per bm,units,od,,,,,
NCT00099853,ab0017,placebo,,,od,,,,,
NCT00099853,ab0018,vildagliptin,50,mg,bd,,,,,
NCT00099853,ab0019,vildagliptin,50,mg,od,,,,,
NCT00099866,ab0020,metformin,1000,mg,bd,,,,,
NCT00099866,ab0021,vildagliptin,50,mg,bd,,,,,
NCT00099944,ab0022,placebo,,,od,,,,,
NCT00099944,ab0023,vildagliptin,50,mg,bd,,,,,
NCT00099944,ab0024,vildagliptin,50,mg,od,,,,,
NCT00101712,ab0025,placebo,,,od,,,,,
NCT00101712,ab0026,vildagliptin,50,mg,od,,,,,
NCT00102388,ab0027,gliclazide,160,mg,bd,,,,,
NCT00102388,ab0028,vildagliptin,50,mg,bd,,,,,
NCT00102466,ab0029,gliclazide,160,mg,bd,,,,,
NCT00102466,ab0030,vildagliptin,50,mg,bd,,,,,
NCT00106340,ab0031,glimepiride,6,mg,od,,,,,
NCT00106340,ab0032,vildagliptin,50,mg,bd,,,,,
NCT00324363,ab0033,exenatide,10,microgram,bd,,,,,
NCT00324363,ab0034,placebo,,,bd,,,,,
NCT00351884,ab0035,placebo,,,od,,,,,
NCT00351884,ab0036,vildagliptin,100,mg,od,,,,,
NCT00351884,ab0037,vildagliptin,100,mg,od,,,,,
NCT00363519,ab0038,placebo,,,od,,,,,
NCT00363519,ab0039,sitagliptin,50,mg,od,,,,,
NCT00363948,ab0040,placebo,,,od,,,,,
NCT00363948,ab0041,sitagliptin,50,mg,od,,,,,
NCT00381342,ab0042,exenatide,10,microgram,bd,,,,,
NCT00381342,ab0043,exenatide,5,microgram,bd,,,,,
NCT00381342,ab0044,placebo,,,bd,,,,,
NCT00382096,ab0045,metformin,1000,mg,bd,,,,,
NCT00382096,ab0046,vildagliptin,50,mg,bd,,,,,
NCT00382096,ab0047,vildagliptin,50,mg,bd,metformin,1000,mg,bd,
NCT00382096,ab0048,vildagliptin,50,mg,bd,metformin,500,mg,bd,
NCT00383578,ab0049,metformin,750,mg,bd,,,,,
NCT00383578,ab0050,vildagliptin,100,mg,od,,,,,
NCT00396227,ab0051,pioglitazone|rosiglitazone,,,,,,,,
NCT00396227,ab0052,vildagliptin,100,mg,od,,,,,
NCT00396357,ab0053,metformin,500,mg,bd,,,,,
NCT00396357,ab0054,vildagliptin,100,mg,od,,,,,
NCT00616811,ab0055,sitagliptin,25,mg,od,,,,,
NCT00616811,ab0056,vildagliptin,50,mg,od,,,,,
NCT00690638,ab0057,dutogliptin,200,mg,od,,,,,
NCT00690638,ab0058,dutogliptin,400,mg,od,,,,,
NCT00690638,ab0059,placebo,,,,,,,,
NCT00717457,ab0060,exenatide,5,microgram,bd,,,,,
NCT00717457,ab0061,taspoglutide,10,mg,weekly,,,,,
NCT00717457,ab0062,taspoglutide,20,mg,weekly,,,,,
NCT00728351,ab0063,placebo,,,,,,,,
NCT00728351,ab0064,vildagliptin,25,mg,bd,,,,,
NCT00744367,ab0065,placebo,,,,,,,,
NCT00744367,ab0066,taspoglutide,10,mg,weekly,,,,,
NCT00744367,ab0067,taspoglutide,20,mg,weekly,,,,,
NCT00744926,ab0068,placebo,,,,,,,,
NCT00744926,ab0069,taspoglutide,10,mg,weekly,,,,,
NCT00744926,ab0070,taspoglutide,20,mg,weekly,,,,,
NCT00754988,ab0071,placebo,,,,,,,,
NCT00754988,ab0072,sitagliptin,100,mg,od,,,,,
NCT00754988,ab0073,taspoglutide,10,mg,weekly,,,,,
NCT00754988,ab0074,taspoglutide,20,mg,weekly,,,,,
NCT00755287,ab0075,insulin_glargine,10,units,od,,,,,
NCT00755287,ab0076,taspoglutide,10,mg,weekly,,,,,
NCT00755287,ab0077,taspoglutide,20,mg,weekly,,,,,
NCT00770081,ab0080,sitagliptin,25,mg,od,,,,,
NCT00770081,ab0081,vildagliptin,50,mg,od,,,,,
NCT00822211,ab0082,placebo,,,,,,,,
NCT00822211,ab0083,vildagliptin,50,mg,bd,,,,,
NCT00822211,ab0084,vildagliptin,50,mg,od,,,,,
NCT00823992,ab0085,placebo,,,,,,,,
NCT00823992,ab0086,taspoglutide,20,mg,weekly,,,,,
NCT00854035,ab0087,placebo,,,,,,,,
NCT00854035,ab0088,sitagliptin,50,mg,od,,,,,
NCT00894868,ab0089,placebo,,,,,,,,
NCT00894868,ab0090,vildagliptin,50,mg,bd,,,,,
NCT00909597,ab0091,pioglitazone,45,mg,od,,,,,
NCT00909597,ab0092,taspoglutide,10,mg,weekly,,,,,
NCT00909597,ab0093,taspoglutide,20,mg,weekly,,,,,
NCT00957060,ab0094,glimepiride,2,mg,od,,,,,
NCT00957060,ab0095,sitagliptin,100,mg,od,,,,,
NCT00975065,ab0096,metformin,500,mg,bd,,,,,
NCT00975065,ab0097,vildagliptin,50,mg,bd,,,,,
NCT01018173,ab0098,placebo,,,,,,,,
NCT01018173,ab0099,taspoglutide,20,mg,weekly,,,,,
NCT01057628,ab0100,ipragliflozin,50,mg,od,,,,,
NCT01057628,ab0101,placebo,,,,,,,,
NCT01076842,ab0102,exenatide,10,microgram,bd,,,,,
