trial_id,outcome,inrob,srch_rnd,covidence_id,study_id,reviewer,sequence_generation_judge,allocation_concealment_judge,blinding_participant,blinding_assessor,incomplete_outcome_data,selective_outcome_reporting,note,allocation_concealment_quote,allocation_concealment_comment,blinding_assessor_judge,blinding_assessor_quote,blinding_assessor_comment,blinding_participant_judge,blinding_participant_quote,blinding_participant_comment,incomplete_outcome_data_judge,incomplete_outcome_data_quote,incomplete_outcome_data_comment,other_bias_judge,other_bias_quote,other_bias_comment,selective_outcome_reporting_judge,selective_outcome_reporting_quote,selective_outcome_reporting_comment,sequence_generation_quote,sequence_generation_comment
NCT01167881,hba1c and or MACE,y,orig,#2304,Ridderstrale 2014,KA,low,low,,,,,,"Randomization was achieved using a computer-generated random sequence communicated via a third-party inter- active voice or web response system. Randomization was stratified by HbA 1c at screening (<8.5% and =8.5%), eGFR according to the Modified Diet Renal Disease (MDRD) for- mula (<90 mL/min/1.73 m 2 and =90 mL/min/1.73 m 2 ) and region (Europe/South Africa, Asia, North America, and Latin America). Patients","
",low,Blinded baseline data are presented in this manuscript.,"
",low,"Patients who participate in the 2-year randomized treatment period are eligible to participate in a 2-year extension period, during which they will continue to receive the treatment allocated at randomi- zation in a double-blind, double-dummy manner.","
",high,"The efficacy analyses will be performed on the full analysis set (FAS), i.e. all randomized patients who re- ceived =1 dose of study drug and had a baseline HbA 1c assessment, using the last observation carried forward (LOCF) methodology for imputation of missing data. Ef- ficacy data after the first intake of rescue medication will be set to missing.","
",low,,,low,,protocol is available and all pre-specified outcomes of interest to the review reported in the pre-specified way.,"Randomization was achieved using a computer-generated random sequence communicated via a third-party inter- active voice or web response system. Randomization was stratified by HbA 1c at screening (<8.5% and =8.5%), eGFR according to the Modified Diet Renal Disease (MDRD) for- mula (<90 mL/min/1.73 m 2 and =90 mL/min/1.73 m 2 ) and region (Europe/South Africa, Asia, North America, and Latin America).","
"
NCT01169779,hba1c and or MACE,y,orig,#2084,YuPan 2014,"KA,SA",low,low,,,,,,and allocation of medication was carried out using an interactive voice response system/interactive Web-based system.,"
",low,,,low,"this 24-week, double-blind, placebo-controlled, multinational study,","
","high,low","The last observation car- ried forward (LOCF) procedure was used to handle missing data at week 24, by imputing the last available post- baseline, on-treatment HbA 1c measurement.","
",low,,,low,,protocol is available and all pre-specified outcomes of interest to the review reported in the pre-specified way.,"Randomization was stratiﬁed by screening HbA 1c (<8.0%, ≥8.0%) and sulfonylurea use (yes, no). Randomization of patients","
"
NCT01177384,hba1c and or MACE,y,orig,#440,Wang 2017,LW,unclear,low,,,,,,,,low,,,low,,,low,,table 1,low,,,low,,,,
NCT01177813,hba1c and or MACE,y,orig,#1962,Roden 2013,KA,low,low,,,,,,"Patients, investigators, and individuals involved in analysis of trial data were masked to treatment assignment during the randomised treatment period.
Access to the randomisation code was strictly limited to non-trial team functions including a randomisation operator, a trained person to generate the randomisation scheme, clinical trial supply unit sta<U+FB00> responsible for packaging and labelling, an independent randomisation statistician to verify and release the randomisation scheme, a system operator for clinical data systems to perform the technical aspects of uploading the randomisation scheme, a dedicated contract research organisation (CRO) responsible for the interactive voice and internet-based response system, and a dedicated CRO supporting the Data Monitoring Committee.
In emergency situations (if knowledge of the treatment of a patient was required to provide appropriate medical treatment or to assure the safety of trial participants), however, a code break was available to the investigator via the interactive voice and internet-based response system. We","


",low,"m�). Patients, investigators, and individuals involved in analysis of trial data were masked to treatment assignment during the randomised treatment period. Access to the randomisation code was strictly limited to non-trial team functions including a randomisation operator, a trained person to generate the randomisation scheme, clinical trial supply unit sta<U+FB00> responsible for packaging and labelling, an independent randomisation statistician to verify and release the randomisation scheme, a system operator for clinical data systems to perform the technical aspects of uploading the randomisation scheme, a dedicated contract research organisation (CRO) responsible for the interactive voice and internet-based response system, and a dedicated CRO supporting the Data Monitoring Committee. Investigators did not have access to the randomisation code.","
",low,"Patients, investigators, and individuals involved in analysis of trial data were masked to treatment assignment during the randomised treatment period. Access to the randomisation code was strictly limited to non-trial team functions including a randomisation operator, a trained person to generate the randomisation scheme, clinical trial supply unit sta<U+FB00> responsible for packaging and labelling, an independent randomisation statistician to verify and release the randomisation scheme, a system operator for clinical data systems to perform the technical aspects of uploading the randomisation scheme, a dedicated contract research organisation (CRO) responsible for the interactive voice and internet-based response system, and a dedicated CRO supporting the Data Monitoring Committee. Investigators did not have access to the randomisation code. In emergency situations (if knowledge of the treatment of a patient was required to provide appropriate medical treatment or to assure the safety of trial participants), however, a code break was available to the investigator via the interactive voice and internet-based response system. We report","
",high,"1c as a linear covariate. <b>We did 
the analysis in the full analysis set including all randomly 
allocated patients who were treated with at least one dose 
of study drug and had a baseline HbA 1c value. We 
regarded e<U+FB03> cacy data obtained after initiation of rescue 
therapy as missing before analyses were done and we 
used the last observation carried forward (LOCF) 
approach to impute missing data. We analysed key 
secondary endpoints and continuous exploratory 
endpoints with the statistical model described for the 
primary endpoint, with the baseline value of the 
respective endpoint used as an additional linear covariate.</b> For analyses of blood pressure,","
",low,,,low,,protocol is available and all pre-specified outcomes of interest to the review reported in the pre-specified way.,"In emergency situations (if knowledge of the treatment of a patient was required to provide appropriate medical treatment or to assure the safety of trial participants), however, a code break was available to the investigator via the interactive voice and internet-based response system.
Eligible patients with HbA 1c 7�0�10�0% at screening who met the inclusion criteria after the placebo run-in were randomly allocated in a triple-dummy manner (1:1:1:1 ratio) to receive oral empagli<U+FB02> ozin 10 mg once daily, empagli<U+FB02> ozin 25 mg once daily, sitagliptin 100 mg once daily, or placebo for 24 weeks.","

"
NCT01179048,hba1c and or MACE,y,orig,#1213,Marso 2016,"SA,LW","low,unclear","unclear,low",,,,,,The trial design (NCT01179048) and methods have been published previously (16).,"
 interactive voice/web response",low,,,low,,,low,,,low,,,low,,,,
NCT01183013,hba1c and or MACE,y,orig,#2953,Nauck 2016,"SA,LW",low,low,,,,,,,,low,,,low,,,low,,,low,,,low,,,,
NCT01183104,hba1c and or MACE,y,orig,#223,,LW,unclear,unclear,,,,,,,,low,,,low,,,low,,,low,,,low,,,,
NCT01189890,hba1c and or MACE,y,orig,#2616,,LW,low,low,,,,,,,,low,,,low,,,low,,,low,,,low,,,,
NCT01191268,hba1c and or MACE,y,orig,#2608,Blonde 2015,"KA,SA",low,low,,,,,,"Patients were randomly assigned (1:1:1), via a computer- generated randomisation sequence with an interactive voice-response system,","
","high,low","Participants and study investigators were not masked to treatment allocation,","
","high,low","Participants and study investigators were not masked to treatment allocation, but were unaware of dulaglutide dose assignment.","
","high,low","All analyses were done based on the intention-to-treat population. For the primary objective, we used an ANCOVA model with the last post-baseline HbA 1c observation carried forward method, with treatment, country, and metformin use as ﬁ xed eﬀ ects and baseline HbA 1c as a covariate.","
",low,,,low,,protocol is available and all pre-specified outcomes of interest to the review reported in the pre-specified way.,"Patients were randomly assigned (1:1:1), via a computer- generated randomisation sequence","
"
NCT01193296,hba1c and or MACE,y,orig,#1775,,LW,unclear,low,,,,,,,,low,,,low,,,low,,,low,,,low,,,,
NCT01194830,hba1c and or MACE,y,orig,#2507,,LW,low,low,,,,,,,,low,,,low,,,low,,,low,,,low,,,,
NCT01195090,hba1c and or MACE,y,orig,#1883,,LW,low,low,,,,,,,,low,,,low,,,low,,,low,,,low,,,,
NCT01195662,hba1c and or MACE,y,orig,#2816,Weber 2016,"KA,LW",low,low,,,,,,"Randomisation was done by interactive voice response system. Randomisation codes were kept centrally at a Bristol- Myers Squibb facility in Lawrenceville, NJ, USA.,Randomisation was done by interactive voice response system. Randomisation codes were kept centrally at a Bristol-","
",low,"Investigators and patients were masked to treatment allocation throughout the treatment period, after which the data were unmasked for reporting purposes. Masking was done through the identical appearance of the tablets, pill bottles, and labels.","
",low,"In this multicentre, randomised, double-blind, placebo- controlled, phase 3 trial,","
","high,low","Eﬃ cacy was assessed in the full analysis set, which included all patients who received at least one dose of study medication and had both a baseline and at least one post-baseline eﬃ cacy measurement.","
",low,,,low,,protocol is available and all pre-specified outcomes of interest to the review reported in the pre-specified way.,Randomisation was stratiﬁ ed by type of additional antihypertensive medication use and insulin use (yes vs no) at baseline in block sizes of two.,"
"
NCT01210001,hba1c and or MACE,y,orig,#1972,Kovacs 2014,KA,low,unclear,,,,,,,,high,,unblinded.,low,"This was a 24-week, Phase 3, randomized, double-blind, placebo-controlled, parallel-group study","
",low,"mild or moderate in intensity. <b>Similar numbers of 
patients discontinued due to AEs across the treatment groups.</b> The number of patients with","
balance between groups",low,,,low,,,using a computer-generated random sequence and an interactive voice and web response system.,"
"
NCT01214239,hba1c and or MACE,y,orig,#9673,Chen 2015,LW,low,low,,,,,,,,low,,,low,,,low,"One randomized patient in the linagliptin group was not treated. Of the treated patients, 182 in the linagliptin group and 87 in the placebo group com- pleted the trial (Figure S1).","
",low,,,low,,,,
NCT01215097,hba1c and or MACE,y,orig,#2758,,LW,low,low,,,,,,,,low,,,low,,,low,,,low,,,low,,,,
NCT01217892,hba1c and or MACE,y,orig,#2424,Schumm-Draeger 2015,KA,low,low,,,,,,Randomization was conducted via an Interactive Web,"
",unclear,,Unclear how blinded.,low,"In this 16-week, phase III, randomized, double-blind placebo-controlled study,","
",high,"article DIABETES, OBESITY AND METABOLISM <b>week 16 were to be replaced by last observation carried for- 
ward (LOCF).</b> The study had a power","
",low,,,low,,protocol is available and all pre-specified outcomes of interest to the review reported in the pre-specified way.,"Response System, which assigned a unique enrolment num- ber according to a schedule with balanced blocks prepared by AstraZeneca; this method was used to allocate patients to treat- ment groups and maintain double-blind status.","
"
NCT01224366,hba1c and or MACE,y,orig,#11512,Kozlovski 2013,KA,high,high,,,,,,"This was a post hoc analysis of a sub- group of Asian patients from a multicenter, random- ized, double-blind, placebo-controlled, parallel-group study in T2DM patients inadequately controlled by sta- ble insulin therapy, with or without metformin.
After a 2 wk screening period, patients were random- ized in a 1:1 ratio to treatment with vildagliptin 50 mg bid or placebo. Randomization was stratified by metformin use and type of insulin used (long-acting vs intermedi- ate acting/premixed).","

",high,"The safety data (AEs, SAEs, including hypoglycemia) were summarized descriptively by treatment on all available data.","
",,The mean insulin dose at baseline was 39.5 units in both vildagliptin and placebo groups.,"
",high,The last observation carried forward (LOCF) method was used to handle missing data because of early discontinuation or data censoring.,"
",unclear,,,low,"An independent ethics committee or institutional review board at each research site reviewed the study protocol. Each patient gave written informed consent before randomization.
Further details of the study design were reported by Kothny et al [12].","

","Randomization was stratified by metformin use and type of insulin used (long-acting vs intermedi- ate acting/premixed). Further
After a 2 wk screening period, patients were random- ized in a 1:1 ratio to treatment with vildagliptin 50 mg bid or placebo. Randomization was stratified by metformin use and type of insulin used (long-acting vs intermedi- ate acting/premixed).
A total of 173 patients were randomized 1:1 to receive treat- ment with vildagliptin 50 mg bid ( n = 87) or placebo ( n = 86) for 24 wk.","


"
NCT01225081,hba1c and or MACE,y,orig,#9663,Kashiwagi 2015,KA,low,low,,,,,,breakfast. Randomization was performed by a central registration center. The patients and clinicians were kept blind to the treatment received in treatment period I until the data for treatment period I had been entered into the study database and locked. The study drugs and their packaging were identical in appearance.,"
",low,The patients and clinicians were kept blind to the treatment received in treatment period I until the data for treatment period I had been entered into the study database and locked. The study drugs and their packaging were identical in appearance.,"
",low,"This study consisted of a 4-week screening period, a 2-week single-blind placebo run-in period, a 24-week double-blind treatment period","
",high,"For this study, all ef<U+FB01>cacy analyses were conducted using the full analysis set (FAS), which consisted of all patients who received at least one dose of the study drug and with at least one ef<U+FB01>cacy variable measured in treat- ment period I after starting administration of the study drug. The safety analysis set (SAF) consisted of all patients who received at least one dose of the study drug.","
",low,,,low,,protocol is available and all pre-specified outcomes of interest to the review reported in the pre-specified way.,Randomization was performed by a central registration center.,"
"
NCT01242215,hba1c and or MACE,y,orig,#9664,Kashiwagi 2015,KA,low,low,,,,,,The patients and clinicians were kept blind to the treatment received in treatment period I until the data for treatment period I had been entered into the study database and locked. The placebo drug was identical in appearance and packaging to the active drug.,"
",low,,"The
patients and clinicians were kept blind to the treatment
received in treatment period I until the data for treatment
period I had been entered into the study database and
locked.",low,"the study consisted of a 4-week screening period, a 2-week single-blind run-in period in which all patients received placebo, a double-blind 24-week treatment period (treatment period I), an open- label 28-week extension period (treatment period II), and a 4-week follow-up period.","
",high,"The primary and secondary ef<U+FB01>cacy endpoints were evaluated in the full analysis set, which was de<U+FB01>ned as all patients who received at least one dose of the study drug and in whom ef<U+FB01>cacy variables were measured at least once after starting administration.","
",low,,,low,,protocol is available and all pre-specified outcomes of interest to the review reported in the pre-specified way.,The randomization schedule was prepared by a central registration center.,"
"
NCT01243424,hba1c and or MACE,y,orig,#9074,,LW,low,low,,,,,,,,low,,,low,,,low,,,low,,,low,,,,
NCT01270789,hba1c and or MACE,y,orig,#2738,Retnakaran 2014,"KA,SA",low,low,,,,,,were eligible for 1:1 random- ization to either liraglutide or matching placebo. The randomization protocol has been previously described (21).,"
","unclear,low",,,low,"which was a randomized, double-blinded, placebo-controlled, paral- lel-arm study","
","unclear,low",,,low,,,low,,protocol is available and all pre-specified outcomes of interest to the review reported in the pre-specified way.,The randomization protocol has been previously described (21).,"
"
NCT01272232,hba1c and or MACE,y,orig,#2676,Davies 2015,"KA,SA",low,low,,,,,,Participants were randomly assigned (in a blinded fashion; week 0) to 1 of 3 groups: liraglutide (3.0 mg); liraglutide (1.8 mg); or placebo in a 2:1:1 ratio. Treatments were allocated in a cen- tralized manner via an interactive voice/web response system and stratified according to background treatment and baseline HbA 1c level,"
","low,high",,"no blinding or broken blinding, and measurement likely to be influenced",low,"This 56-week randomized, double-blind, placebo-controlled, parallel-group trial,This 56-week randomized, double-blind, placebo-controlled, parallel-group trial was conducted between June 2011 and Janu- ary 2013 at 126 sites in 9 countries (France, Germany, Israel, South Africa, Spain, Sweden, Turkey, United Kingdom [England and Scotland only], United States).","
","high,low","Efficacy analyses were performed for the full analysis set (participants exposed to ≥1 treatment dose with ≥1 postbase- line efficacy assessment).,based on fasting values only. <b>Changes in body weight are estimated means, missing 
observations at week 56 were imputed using a regression method and 
treatment differences are estimates from an analysis of covariance model. 
Proportions of participants are estimated proportions, missing observations were imputed using a regression method, and risk differences are estimates from a regression model using an identity link, except where specified 
otherwise.</b> b Data are for patients","
",low,,,low,"weight at week 56. RESULTS <b>Baseline weight was 105.7 kg with liraglutide (3.0-mg dose), 105.8 kg with 
liraglutide (1.8-mg dose), and 106.5 kg with placebo. Weight loss was 6.0% (6.4 kg) with 
liraglutide (3.0-mg dose), 4.7% (5.0 kg) with liraglutide (1.8-mg dose), and 2.0% (2.2 kg) with placebo (estimated difference for liraglutide [3.0 mg] vs placebo, −4.00% [95% CI, −5.10% to −2.90%]; liraglutide [1.8 mg] vs placebo, −2.71% [95% CI, −4.00% to −1.42%]; P < .001 for 
both). Weight loss of 5% or greater occurred in 54.3% with liraglutide (3.0 mg) and 40.4% 
with liraglutide (1.8 mg) vs 21.4% with placebo (estimated difference for liraglutide [3.0 mg] 
vs placebo, 32.9% [95% CI, 24.6% to 41.2%]; for liraglutide [1.8 mg] vs placebo, 19.0% [95% CI, 9.1% to 28.8%]; P < .001 for both). Weight loss greater than 10% occurred in 25.2% with 
liraglutide (3.0 mg) and 15.9% with liraglutide (1.8 mg) vs 6.7% with placebo (estimated 
difference for liraglutide [3.0 mg] vs placebo, 18.5% [95% CI, 12.7% to 24.4%], P < .001; for 
liraglutide [1.8 mg] vs placebo, 9.3% [95% CI, 2.7% to 15.8%], P = .006). More 
gastrointestinal disorders were reported with liraglutide (3.0 mg) vs liraglutide (1.8 mg) and 
placebo. No pancreatitis was reported.</b> CONCLUSIONS AND RELEVANCE Among overweight
physical activity ( 150 min/wk). <b>MAIN OUTCOMES AND MEASURES Three coprimary end points: relative change in weight, 
proportion of participants losing 5% or more, or more than 10%, of baseline weight at week 56.</b> RESULTS Baseline weight was 105.7","protocol is available and all pre-specified outcomes of interest to the review reported in the pre-specified way.,

","Participants were randomly assigned (in a blinded fashion; week 0) to 1 of 3 groups: liraglutide (3.0 mg); liraglutide (1.8 mg); or placebo in a 2:1:1 ratio. Treatments were allocated in a cen- tralized manner via an interactive voice/web response system and stratified according to background treatment and baseline HbA 1c level (for further,Participants were randomly assigned (in a blinded fashion; week 0) to 1 of 3 groups: liraglutide (3.0 mg); liraglutide (1.8 mg); or placebo in a 2:1:1 ratio. Treatments were allocated in a cen- tralized manner via an interactive voice/web response system and stratified according to background treatment and baseline HbA 1c level","
"
NCT01289119,hba1c and or MACE,y,orig,#111,,LW,low,low,,,,,,,,low,,,low,,,low,,,low,,,low,,,,
NCT01294423,hba1c and or MACE,y,orig,Manual search,,KA,low,low,,,,,,,,low,,,low,,,high,,,low,,,low,,,,
NCT01296412,hba1c and or MACE,y,orig,#1828,Charbonnel 2013,SA,low,unclear,,,,,,,,low,,measurement unlikely to be influenced,high,The study used an open- label design and thus blinding to treatment was not possible.,"
",unclear,,,low,,,low,"In the PP population (522 patients included: oral strat- egy, n=269; injectable strategy, n=253) antihyperglycaemic therapy was intensified at week 12 in 50.2% and 28.5%, respectively. HbA 1c decreased over 26 weeks in both treatment strategy groups, with a larger initial reduction at week 12 in the injectable strategy group. The LS mean change in HbA 1c at week 26 was -1.3% (95% CI -1.4, -1.2) in the oral strategy group and -1.4% (95% CI -1.5, -1.3) in the injectable strategy group; the study met the non-inferiority criterion. Both treat- ment regimens were generally well tolerated; hypoglycaemia was reported more often with the oral strategy, while nausea, vomiting, diarrhoea and abdominal pain were reported more often with the injectable strategy.
The primary efficacy endpoint was a change in HbA 1c value. Other efficacy endpoints were FPG and plas- ma lipids (total cholesterol, LDL-cholesterol, HDL- cholesterol and triacylglycerols). The percentage of patients at HbA 1c goals (<7.0% [53 mmol/mol] and <6.5% [48 mmol/mol]) was assessed. The primary time point of the study was week 26.","

",Randomisation was performed via a computer-generated allocation schedule and via an interactive voice response system.,"
"
NCT01306214,hba1c and or MACE,y,orig,#2297,Rosenstock 2014,"KA,SA",low,"low,unclear",,,,,,,,"unclear,low",,,low,,,"high,low","The primary ef?cacy analysis was per- formed on the full analysis set (FAS), which included patients treated with $1 dose of study drug who had a base- line HbA 1c value.",,low,,,low,,,,
NCT01316094,hba1c and or MACE,y,orig,#2441,Kashiwagi 2015,"LW,SA",low,"unclear,low",,,,,,,,low,,,"low,high",,,low,,,low,,,low,,,,
NCT01336023,hba1c and or MACE,y,orig,#2360,Gough 2014,"KA,SA",low,low,,,,,,"Randomisation was done with an interactive voice or web system,","
","high,low",Patients and all other investigators were not masked to treatment assignment.,"
","high,low",statistical analysis. Patients and all other investigators were not masked to treatment assignment.,"
","high,low","The primary eﬃ cacy analysis was done by ANCOVA with treatment, stratiﬁ cation factors, and country as ﬁ xed factors, and baseline value as covariate. We did this analysis on the full analysis set (deﬁ ned as all randomly assigned patients) using last observation carried forward to impute missing values.","
",low,,,low,,protocol is available and all pre-specified outcomes of interest to the review reported in the pre-specified way.,"Randomisation was done with an interactive voice or web system, with stratiﬁ cation by concomitant oral antidiabetic treatment, baseline HbA 1c (≤8·3% and >8·3%), and whether or not the patient was to participate in a meal test substudy (reported elsewhere 13,14 ). Participants were randomly assigned (2:1:1) to once-daily injections of IDegLira, insulin degludec, or liraglutide.","
"
NCT01341717,hba1c and or MACE,y,orig,#10545,,LW,low,low,,,,,,,,low,,,low,,,low,,,low,,,low,,,,
NCT01357252,hba1c and or MACE,y,orig,#2408,,LW,low,unclear,,,,,,,,low,,,low,,,low,,,low,,,low,,,,
NCT01368081,hba1c and or MACE,y,orig,#2532,Araki 2015,KA,low,unclear,,,,,,"120%. After the placebo run-in, the eligible participants were randomized. Participants were assigned to treatment using a computer-generated ran- dom sequence via an interactive web-based response system.","
No information on concealment of randomization sequence
prior to inclusion. Insufficient information",low,"placebo comparator is not required for long-term studies according to PDMA guide- lines [15]; however, we included an open-label metformin arm in the add-on to SU group as an active comparator to put the results into context.","
",low,Patients on sulphonylurea (SU; n = 336) were randomized 2: 2: 1 to receive empagliflozin 10 or 25 mg double-blind or open-label metformin as add-on therapy for 52 weeks.,"
",low,The percentage of par- ticipants with AEs with empagliflozin over 52 weeks ranged from 67.6 to 84.6% across background therapy groups. The proportion of participants with AEs leading to premature dis- continuation of trial medication ranged from 1.4 to 7.4% across background therapy groups. The percentage of participants with serious AEs ranged from 1.4 to 10.3% across background therapy groups.,"
",low,,,low,,"""ClinicalTrials.gov Identifier: NCT01368081"". Main outcome
from protocol are described in the article.","After the placebo run-in, the eligible participants were randomized. Participants were assigned to treatment using a computer-generated ran- dom sequence via an interactive web-based response system.","
"
NCT01370005,hba1c and or MACE,y,orig,#2432,Tikkanen 2015,KA,low,low,,,,,,"Randomization was under- taken using a computer-generated, pseudo-random sequence and an interac- tive voice and web response system and was strati<U+FB01>ed by HbA 1c (,8.5%, $8.5% [,69 mmol/mol, $69 mmol/mol]), pre- vious antihypertensive medications (0, 1, 2), renal function (eGFR $90 or 60�89 mL/min/1.73 m 2 ), and region (Europe and Middle East, North America).","
",unclear,,there is no mention of how blinding was achieved,low,"patients were randomized (1:1:1) to receive 10 mg empagli<U+FB02>ozin o.d., 25 mg empagli<U+FB02>ozin o.d., or placebo double blind for 12 weeks.","
",high,"Ef<U+FB01>cacy analysis was performed in the full analysis set (FAS), which included patients treated with $1 dose of study drug who had baseline HbA 1c and base- line mean 24-h SBP values.","
",low,,,low,,"ClinicalTrials.gov identifier: NCT01370005."" Comment: Outcomes from protocol are describes in article.

protocol is available and all pre-specified outcomes of interest to the review reported in the pre-specified way.","Randomization was under- taken using a computer-generated, pseudo-random sequence and an interac- tive voice and web response system and was strati<U+FB01>ed by HbA 1c","
"
NCT01381900,hba1c and or MACE,y,orig,#2423,Ji 2015,"KA,SA",low,"low,unclear",,,,,,Patients were randomized (1: 1: 1) to receive canagliflozin 100 or 300 mg or placebo administered once daily using a computer-generated randomization schedule prepared by the sponsor before the study. Randomization was balanced using permuted blocks and stratified by country and background AHA therapy.,"
",low,"alone or metformin + sulphonylurea). <b>HbA1c and 
FPG values were masked to study centres after randomiza- 
tion to maintain the treatment blind unless FPG met prespec- 
ified glycaemic withdrawal criteria [after day 1 through week 
6, FPG >15 mmol/l (270 mg/dl); after week 6 through week 12, 
FPG >13.3 mmol/l (240 mg/dl); after week 12 through week 18, 
FPG >11.1 mmol/l (200 mg/dl)].</b> Study Endpoints and Assessments Efficacy","
",low,"Methods Study Design and Patients <b>The present 18-week, randomized, double-blind, placebo- 
controlled, parallel-group, three-arm, phase III study was con- 
ducted at 36 centres in Asia (31 in China, 2 in Malaysia and 3 
in Vietnam; ClinicalTrials.gov Identifier: NCT01381900). The 
study consisted of a 2-week, single-blind, placebo run-in period 
and an 18-week, double-blind treatment phase for all patients.</b> Patients who were on background,Methods Study Design and Patients <b>The present 18-week, randomized, double-blind, placebo- 
controlled, parallel-group, three-arm, phase III study</b> was con- ducted at 36","
","high,low","Efficacy endpoints were evaluated at week 18 in the mod- ified intent-to-treat (mITT) population (i.e. all patients who were randomized and took ≥1 dose of the study drug) in the overall population and in each stratum. Efficacy data were analysed according to the randomized treatment assignment using the last observation carried forward method to impute missing values.,Efficacy data were analysed according to the randomized treatment assignment using the last observation carried forward method to impute missing values.","
",low,,,low,"At week 18, canagliflozin 100 and 300 mg provided significant reductions from baseline in HbA1c compared with placebo (−0.97, −1.06 and −0.47%, respectively; p < 0.001). Relative to placebo, canagliflozin 100 and 300 mg also significantly reduced FPG (−1.0 and −1.4 mmol/l) and body weight [−2.2% (−1.5 kg) and −2.3% (−1.6 kg)]. Both canagliflozin doses lowered systolic blood pressure (BP) compared with placebo. The overall incidence of AEs was 38.6, 43.2 and 42.0% with canagliflozin 100 and 300 mg and placebo, respectively. The incidence of genital mycotic infections and urinary tract infections was low and similar across groups.
The primary effi- cacy endpoint was the change in HbA1c from baseline to week 18. Other prespecified efficacy endpoints included change from baseline in FPG and percent change in body weight at week 18. Change in systolic and diastolic BP, percent changes in fasting lipids, and the proportion of patients achieving HbA1c <7.0% were also evaluated. Overall safety and tolerability were assessed based on adverse event (AE) reports, safety laboratory tests, vital signs measurements, 12-lead electrocardiograms and physical examinations.","protocol is available and all pre-specified outcomes of interest to the review reported in the pre-specified way.,

","Patients were randomized (1: 1: 1) to receive canagliflozin 100 or 300 mg or placebo administered once daily using a computer-generated randomization schedule prepared by the sponsor before the study. Randomization was balanced using permuted blocks and stratified by country,Patients were randomized (1: 1: 1) to receive canagliflozin 100 or 300 mg or placebo administered once daily using a computer-generated randomization schedule prepared by the sponsor before the study. Randomization was balanced using permuted blocks and stratified by country and background AHA therapy.","
"
NCT01388361,hba1c and or MACE,y,orig,#2032,Mathieu 2014,SA,unclear,unclear,,,,,,,,low,,"no blinding or incomplete blinding, but outcome unlikely to be influenced",high,"This was a multinational (September 2011�July 2012 at 119 sites in 12 countries), Phase 3b, open-label, randomized, treat- to-target study (clinicaltrials.gov: NCT01388361) comparing adding Lira OD (6 mg/ml, 3 ml pre<U+FB01>lled pen-injector, Novo Nordisk A/S, Bagsv�rd, Denmark) or IAsp OD (100 U/ml, 3 ml pre<U+FB01>lled FlexPen �, Novo Nordisk A/S) to IDeg OD (100 U/ml, FlexTouch � pen, Novo Nordisk A/S) with all subjects continuing metformin.","
",low,Missing values were imputed using the last observation carried forward method.,"
",low,,,low,"IDeg+Lira reduced HbA1c (-0.74%-points) signi<U+FB01>cantly more than IDeg+IAsp (-0.39%-points); estimated treatment difference (ETD) (IDeg+Lira-IDeg+IAsp) -0.32%-points (95% CI -0.53; -0.12); p = 0.0024. More IDeg+Lira (49.4%) than IDeg+IAsp (7.2%) subjects achieved HbA1c <7.0% without con<U+FB01>rmed hypoglycaemia [plasma glucose <3.1 mmol/l (<56 mg/dl) or severe hypoglycaemia) and without weight gain; estimated odds ratio (IDeg+Lira/IDeg+IAsp) 13.79 (95% CI 5.24; 36.28); p < 0.0001. IDeg+Lira subjects had signi<U+FB01>cantly less con<U+FB01>rmed and nocturnal con<U+FB01>rmed hypoglycaemia, and signi<U+FB01>cantly greater weight loss (-2.8 kg) versus IDeg+IAsp (+0.9 kg); ETD (IDeg+Lira-IDeg+IAsp) -3.75 kg (95% CI -4.70; -2.79); p < 0.0001. Other than more gastrointestinal side effects with IDeg+Lira, no safety differences occurred.
Secondary ef<U+FB01>cacy endpoints including change from baseline in FPG, body weight, mean 9-point SMBG pro<U+FB01>le and prandial PG increment were analysed using a similar anova model, with the relevant baseline variable as covariate.
The primary endpoint, change from baseline in HbA1c after 26 weeks,","


",,
