trials,outcome,nct_id,models,term,estimate,std.error,outcome_method
41,hba1c,NCT00688701,f3,sex:arm_f_2_Lixisenatide 2-step titration,0.028,0.229,locf
41,hba1c,NCT00707031,f3,(Intercept),3.162,0.342,locf
41,hba1c,NCT00707031,f3,value_1,0.474,0.042,locf
41,hba1c,NCT00707031,f3,sex,-0.034,0.098,locf
41,hba1c,NCT00707031,f3,arm_f_2_Lixisenatide QD,0.336,0.101,locf
41,hba1c,NCT00707031,f3,sex:arm_f_2_Lixisenatide QD,-0.017,0.137,locf
41,hba1c,NCT01648582,f3,(Intercept),3.125,0.291,locf
41,hba1c,NCT01648582,f3,value_1,0.539,0.033,locf
41,hba1c,NCT01648582,f3,sex,-0.146,0.127,locf
41,hba1c,NCT01648582,f3,arm_f_2_Dulaglutide 0.75,-0.192,0.135,locf
41,hba1c,NCT01648582,f3,arm_f_2_Dulaglutide 1.5,-0.506,0.133,locf
41,hba1c,NCT01648582,f3,sex:arm_f_2_Dulaglutide 0.75,0.031,0.181,locf
41,hba1c,NCT01648582,f3,sex:arm_f_2_Dulaglutide 1.5,-0.08,0.18,locf
41,hba1c,NCT01558271,f3,(Intercept),3.937,0.403,locf
41,hba1c,NCT01558271,f3,value_1,0.549,0.042,locf
41,hba1c,NCT01558271,f3,sex,-0.177,0.222,locf
41,hba1c,NCT01558271,f3,arm_f_2_Dulaglutide 0.75mg,-1.792,0.224,locf
41,hba1c,NCT01558271,f3,arm_f_2_Liraglutide 0.3/0.6/0.9mg,-1.858,0.251,locf
41,hba1c,NCT01558271,f3,sex:arm_f_2_Dulaglutide 0.75mg,0.281,0.251,locf
41,hba1c,NCT01558271,f3,sex:arm_f_2_Liraglutide 0.3/0.6/0.9mg,0.511,0.28,locf
41,hba1c,NCT02750410,f3,(Intercept),3.422,0.79,locf
41,hba1c,NCT02750410,f3,value_1,0.524,0.089,locf
41,hba1c,NCT02750410,f3,sex,-0.128,0.25,locf
41,hba1c,NCT02750410,f3,arm_f_2_Dula 0.75mg,-0.59,0.216,locf
41,hba1c,NCT02750410,f3,sex:arm_f_2_Dula 0.75mg,0.19,0.291,locf
41,hba1c,NCT01768559,f3,(Intercept),3.764,0.33,locf
41,hba1c,NCT01768559,f3,value_1,0.434,0.042,locf
41,hba1c,NCT01768559,f3,sex,-0.082,0.06,locf
41,hba1c,NCT01768559,f3,arm_f_2_Lixisenatide,0.089,0.07,locf
41,hba1c,NCT01768559,f3,sex:arm_f_2_Lixisenatide,-0.002,0.104,locf
41,hba1c,NCT00975286,f3,(Intercept),2.767,0.424,locf
41,hba1c,NCT00975286,f3,value_1,0.576,0.055,locf
41,hba1c,NCT00975286,f3,sex,0.09,0.084,locf
41,hba1c,NCT00975286,f3,arm_f_2_GLP1 PLUS INSULIN BASAL,-0.337,0.083,locf
41,hba1c,NCT00975286,f3,sex:arm_f_2_GLP1 PLUS INSULIN BASAL,-0.009,0.119,locf
41,hba1c,NCT01632007,f3,(Intercept),1.365,0.427,locf
41,hba1c,NCT01632007,f3,value_1,0.866,0.045,locf
41,hba1c,NCT01632007,f3,sex,-0.086,0.25,locf
41,hba1c,NCT01632007,f3,arm_f_2_Alogliptin,-0.78,0.266,locf
41,hba1c,NCT01632007,f3,arm_f_2_Trelagliptin,-0.601,0.26,locf
41,hba1c,NCT01632007,f3,sex:arm_f_2_Alogliptin,0.086,0.291,locf
41,hba1c,NCT01632007,f3,sex:arm_f_2_Trelagliptin,-0.028,0.285,locf
41,hba1c,NCT01619059,f3,(Intercept),1.392,0.415,locf
41,hba1c,NCT01619059,f3,value_1,0.79,0.051,locf
41,hba1c,NCT01619059,f3,sex,0.079,0.122,locf
41,hba1c,NCT01619059,f3,arm_f_2_SAXA PLUS DAPA PLUS MET,-0.348,0.12,locf
41,hba1c,NCT01619059,f3,sex:arm_f_2_SAXA PLUS DAPA PLUS MET,-0.027,0.176,locf
41,hba1c,NCT00968812,f4,(Intercept),4.321,0.289,locf
41,hba1c,NCT00968812,f4,value_1,0.445,0.024,locf
41,hba1c,NCT00968812,f4,age10,-0.143,0.036,locf
41,hba1c,NCT00968812,f4,arm_f_2_uaa10456,-1.102,0.282,locf
41,hba1c,NCT00968812,f4,arm_f_2_uaa10457,-0.86,0.285,locf
41,hba1c,NCT00968812,f4,sex,-0.137,0.066,locf
41,hba1c,NCT00968812,f4,age10:arm_f_2_uaa10456,0.193,0.05,locf
41,hba1c,NCT00968812,f4,age10:arm_f_2_uaa10457,0.135,0.051,locf
41,hba1c,NCT00968812,f4,arm_f_2_uaa10456:sex,0.156,0.093,locf
41,hba1c,NCT00968812,f4,arm_f_2_uaa10457:sex,0.094,0.093,locf
41,hba1c,NCT01032629,f4,(Intercept),4.859,0.323,locf
41,hba1c,NCT01032629,f4,value_1,0.534,0.021,locf
41,hba1c,NCT01032629,f4,age10,-0.162,0.042,locf
41,hba1c,NCT01032629,f4,arm_f_2_uaa10512,-0.129,0.364,locf
41,hba1c,NCT01032629,f4,arm_f_2_uaa10514,-0.808,0.366,locf
41,hba1c,NCT01032629,f4,sex,-0.06,0.07,locf
41,hba1c,NCT01032629,f4,age10:arm_f_2_uaa10512,-0.014,0.058,locf
41,hba1c,NCT01032629,f4,age10:arm_f_2_uaa10514,0.099,0.058,locf
41,hba1c,NCT01032629,f4,arm_f_2_uaa10512:sex,-0.023,0.099,locf
41,hba1c,NCT01032629,f4,arm_f_2_uaa10514:sex,-0.035,0.099,locf
41,hba1c,NCT01106625,f4,(Intercept),3.906,0.613,locf
41,hba1c,NCT01106625,f4,value_1,0.486,0.042,locf
41,hba1c,NCT01106625,f4,age10,-0.011,0.083,locf
41,hba1c,NCT01106625,f4,arm_f_2_uaa10569,-0.029,0.604,locf
41,hba1c,NCT01106625,f4,arm_f_2_uaa10570,-1.144,0.646,locf
41,hba1c,NCT01106625,f4,sex,0.051,0.133,locf
41,hba1c,NCT01106625,f4,age10:arm_f_2_uaa10569,-0.078,0.104,locf
41,hba1c,NCT01106625,f4,age10:arm_f_2_uaa10570,0.056,0.111,locf
41,hba1c,NCT01106625,f4,arm_f_2_uaa10569:sex,-0.26,0.187,locf
41,hba1c,NCT01106625,f4,arm_f_2_uaa10570:sex,-0.037,0.188,locf
41,hba1c,NCT01081834,f4,(Intercept),3.329,0.442,locf
41,hba1c,NCT01081834,f4,value_1,0.603,0.036,locf
41,hba1c,NCT01081834,f4,age10,-0.061,0.055,locf
41,hba1c,NCT01081834,f4,arm_f_2_uaa10548,-0.722,0.447,locf
41,hba1c,NCT01081834,f4,arm_f_2_uaa10549,-1.495,0.459,locf
41,hba1c,NCT01081834,f4,sex,0.054,0.12,locf
41,hba1c,NCT01081834,f4,age10:arm_f_2_uaa10548,0.015,0.078,locf
41,hba1c,NCT01081834,f4,age10:arm_f_2_uaa10549,0.113,0.081,locf
41,hba1c,NCT01081834,f4,arm_f_2_uaa10548:sex,-0.029,0.171,locf
41,hba1c,NCT01081834,f4,arm_f_2_uaa10549:sex,0.01,0.169,locf
41,hba1c,NCT01106651,f4,(Intercept),4.62,0.571,locf
41,hba1c,NCT01106651,f4,value_1,0.552,0.035,locf
41,hba1c,NCT01106651,f4,age10,-0.195,0.076,locf
41,hba1c,NCT01106651,f4,arm_f_2_uaa10573,-1.602,0.665,locf
41,hba1c,NCT01106651,f4,arm_f_2_uaa10574,-2.349,0.696,locf
41,hba1c,NCT01106651,f4,sex,-0.075,0.098,locf
41,hba1c,NCT01106651,f4,age10:arm_f_2_uaa10573,0.171,0.104,locf
41,hba1c,NCT01106651,f4,age10:arm_f_2_uaa10574,0.262,0.109,locf
41,hba1c,NCT01106651,f4,arm_f_2_uaa10573:sex,0.023,0.135,locf
41,hba1c,NCT01106651,f4,arm_f_2_uaa10574:sex,0.037,0.137,locf
41,hba1c,NCT01106677,f4,(Intercept),3.804,0.373,locf
41,hba1c,NCT01106677,f4,value_1,0.523,0.023,locf
41,hba1c,NCT01106677,f4,age10,-0.09,0.056,locf
41,hba1c,NCT01106677,f4,arm_f_2_uaa10577,-1.045,0.388,locf
41,hba1c,NCT01106677,f4,arm_f_2_uaa10578,-1.34,0.389,locf
41,hba1c,NCT01106677,f4,arm_f_2_uaa10580,-0.395,0.383,locf
41,hba1c,NCT01106677,f4,sex,0.135,0.109,locf
41,hba1c,NCT01106677,f4,age10:arm_f_2_uaa10577,0.123,0.069,locf
41,hba1c,NCT01106677,f4,age10:arm_f_2_uaa10578,0.159,0.07,locf
41,hba1c,NCT01106677,f4,age10:arm_f_2_uaa10580,-0.012,0.069,locf
41,hba1c,NCT01106677,f4,arm_f_2_uaa10577:sex,-0.116,0.133,locf
41,hba1c,NCT01106677,f4,arm_f_2_uaa10578:sex,-0.159,0.134,locf
41,hba1c,NCT01106677,f4,arm_f_2_uaa10580:sex,-0.075,0.134,locf
41,hba1c,NCT01106690,f4,(Intercept),4.272,0.551,locf
41,hba1c,NCT01106690,f4,value_1,0.481,0.04,locf
41,hba1c,NCT01106690,f4,age10,-0.114,0.068,locf
41,hba1c,NCT01106690,f4,arm_f_2_uaa10582,-1.619,0.55,locf
41,hba1c,NCT01106690,f4,arm_f_2_uaa10583,-1.796,0.544,locf
41,hba1c,NCT01106690,f4,sex,0.129,0.137,locf
41,hba1c,NCT01106690,f4,age10:arm_f_2_uaa10582,0.174,0.095,locf
41,hba1c,NCT01106690,f4,age10:arm_f_2_uaa10583,0.232,0.093,locf
41,hba1c,NCT01106690,f4,arm_f_2_uaa10582:sex,-0.001,0.193,locf
41,hba1c,NCT01106690,f4,arm_f_2_uaa10583:sex,-0.032,0.199,locf
41,hba1c,NCT01137812,f4,(Intercept),4.47,0.435,locf
41,hba1c,NCT01137812,f4,value_1,0.493,0.036,locf
41,hba1c,NCT01137812,f4,age10,-0.162,0.051,locf
41,hba1c,NCT01137812,f4,arm_f_2_uaa10614,-1.366,0.402,locf
41,hba1c,NCT01137812,f4,sex,-0.126,0.093,locf
41,hba1c,NCT01137812,f4,age10:arm_f_2_uaa10614,0.165,0.069,locf
41,hba1c,NCT01137812,f4,arm_f_2_uaa10614:sex,0.099,0.13,locf
41,hba1c,NCT01381900,f4,(Intercept),2.538,0.364,locf
41,hba1c,NCT01381900,f4,value_1,0.599,0.033,locf
41,hba1c,NCT01381900,f4,age10,0.059,0.048,locf
41,hba1c,NCT01381900,f4,arm_f_2_uaa10741,-0.214,0.374,locf
41,hba1c,NCT01381900,f4,arm_f_2_uaa10742,-0.326,0.359,locf
41,hba1c,NCT01381900,f4,sex,-0.055,0.101,locf
41,hba1c,NCT01381900,f4,age10:arm_f_2_uaa10741,-0.048,0.072,locf
41,hba1c,NCT01381900,f4,age10:arm_f_2_uaa10742,-0.041,0.069,locf
41,hba1c,NCT01381900,f4,arm_f_2_uaa10741:sex,-0.058,0.144,locf
41,hba1c,NCT01381900,f4,arm_f_2_uaa10742:sex,-0.121,0.144,locf
41,hba1c,NCT01809327,f4,(Intercept),3.919,0.453,locf
41,hba1c,NCT01809327,f4,value_1,0.419,0.026,locf
41,hba1c,NCT01809327,f4,age10,0.01,0.069,locf
41,hba1c,NCT01809327,f4,arm_f_2_uaa10933,-0.465,0.514,locf
41,hba1c,NCT01809327,f4,arm_f_2_uaa10934,-0.895,0.561,locf
41,hba1c,NCT01809327,f4,arm_f_2_uaa10935,-1.028,0.548,locf
41,hba1c,NCT01809327,f4,arm_f_2_uaa10936,-0.958,0.542,locf
41,hba1c,NCT01809327,f4,sex,-0.153,0.14,locf
41,hba1c,NCT01809327,f4,age10:arm_f_2_uaa10933,0.077,0.095,locf
41,hba1c,NCT01809327,f4,age10:arm_f_2_uaa10934,0.138,0.101,locf
41,hba1c,NCT01809327,f4,age10:arm_f_2_uaa10935,0.084,0.101,locf
41,hba1c,NCT01809327,f4,age10:arm_f_2_uaa10936,0.06,0.098,locf
41,hba1c,NCT01809327,f4,arm_f_2_uaa10933:sex,-0.115,0.198,locf
41,hba1c,NCT01809327,f4,arm_f_2_uaa10934:sex,0.07,0.199,locf
41,hba1c,NCT01809327,f4,arm_f_2_uaa10935:sex,0.098,0.199,locf
41,hba1c,NCT01809327,f4,arm_f_2_uaa10936:sex,0.219,0.198,locf
41,hba1c,NCT01989754,f4,(Intercept),5.029,0.218,locf
41,hba1c,NCT01989754,f4,value_1,0.516,0.016,locf
41,hba1c,NCT01989754,f4,age10,-0.172,0.025,locf
41,hba1c,NCT01989754,f4,arm_f_2_uaa10994,-1.513,0.227,locf
41,hba1c,NCT01989754,f4,sex,-0.13,0.044,locf
41,hba1c,NCT01989754,f4,age10:arm_f_2_uaa10994,0.162,0.036,locf
41,hba1c,NCT01989754,f4,arm_f_2_uaa10994:sex,0.017,0.062,locf
41,hba1c,NCT02025907,f4,(Intercept),4.372,0.989,locf
41,hba1c,NCT02025907,f4,value_1,0.586,0.086,locf
41,hba1c,NCT02025907,f4,age10,-0.145,0.102,locf
41,hba1c,NCT02025907,f4,arm_f_2_uaa11013,-1.845,0.869,locf
41,hba1c,NCT02025907,f4,sex,-0.16,0.202,locf
41,hba1c,NCT02025907,f4,age10:arm_f_2_uaa11013,0.183,0.147,locf
41,hba1c,NCT02025907,f4,arm_f_2_uaa11013:sex,0.001,0.287,locf
41,hba1c,NCT02065791,f4,(Intercept),4.651,0.233,locf
41,hba1c,NCT02065791,f4,value_1,0.483,0.017,locf
41,hba1c,NCT02065791,f4,age10,-0.104,0.03,locf
41,hba1c,NCT02065791,f4,arm_f_2_uaa11038,0.099,0.248,locf
41,hba1c,NCT02065791,f4,sex,-0.094,0.065,locf
41,hba1c,NCT02065791,f4,age10:arm_f_2_uaa11038,-0.034,0.042,locf
41,hba1c,NCT02065791,f4,arm_f_2_uaa11038:sex,-0.066,0.091,locf
41,hba1c,NCT00819091,f4,(Intercept),2.302,0.813,locf
41,hba1c,NCT00819091,f4,value_1,0.754,0.07,locf
41,hba1c,NCT00819091,f4,age10,-0.087,0.092,locf
41,hba1c,NCT00819091,f4,arm_f_2_Linagliptin,-0.359,0.678,locf
41,hba1c,NCT00819091,f4,sex,0.103,0.195,locf
41,hba1c,NCT00819091,f4,age10:arm_f_2_Linagliptin,0.03,0.116,locf
41,hba1c,NCT00819091,f4,arm_f_2_Linagliptin:sex,-0.312,0.238,locf
41,hba1c,NCT00800683,f4,(Intercept),2.693,1.09,locf
41,hba1c,NCT00800683,f4,value_1,0.68,0.081,locf
41,hba1c,NCT00800683,f4,age10,-0.009,0.116,locf
41,hba1c,NCT00800683,f4,arm_f_2_Placebo,0.138,1.013,locf
41,hba1c,NCT00800683,f4,sex,-0.041,0.219,locf
41,hba1c,NCT00800683,f4,age10:arm_f_2_Placebo,-0.133,0.15,locf
41,hba1c,NCT00800683,f4,arm_f_2_Placebo:sex,0.344,0.315,locf
41,hba1c,NCT00740051,f4,(Intercept),4.053,1.118,locf
41,hba1c,NCT00740051,f4,value_1,0.354,0.084,locf
41,hba1c,NCT00740051,f4,age10,0.105,0.139,locf
41,hba1c,NCT00740051,f4,arm_f_2_Linagliptin,1.322,0.957,locf
41,hba1c,NCT00740051,f4,sex,-0.001,0.268,locf
41,hba1c,NCT00740051,f4,age10:arm_f_2_Linagliptin,-0.204,0.164,locf
41,hba1c,NCT00740051,f4,arm_f_2_Linagliptin:sex,-0.098,0.333,locf
41,hba1c,NCT00996658,f4,(Intercept),4.652,0.989,locf
41,hba1c,NCT00996658,f4,value_1,0.499,0.077,locf
41,hba1c,NCT00996658,f4,age10,-0.18,0.133,locf
41,hba1c,NCT00996658,f4,arm_f_2_Linagliptin,-1.219,0.853,locf
41,hba1c,NCT00996658,f4,sex,0.133,0.225,locf
41,hba1c,NCT00996658,f4,age10:arm_f_2_Linagliptin,0.135,0.155,locf
41,hba1c,NCT00996658,f4,arm_f_2_Linagliptin:sex,0.057,0.273,locf
41,hba1c,NCT01084005,f4,(Intercept),2.755,1.242,locf
41,hba1c,NCT01084005,f4,value_1,0.573,0.05,locf
41,hba1c,NCT01084005,f4,age10,0.085,0.157,locf
41,hba1c,NCT01084005,f4,arm_f_2_Linagliptin,-0.694,1.44,locf
41,hba1c,NCT01084005,f4,sex,-0.215,0.135,locf
41,hba1c,NCT01084005,f4,age10:arm_f_2_Linagliptin,-0.005,0.192,locf
41,hba1c,NCT01084005,f4,arm_f_2_Linagliptin:sex,0.23,0.17,locf
41,hba1c,NCT01087502,f4,(Intercept),1.592,0.66,locf
41,hba1c,NCT01087502,f4,value_1,0.859,0.05,locf
41,hba1c,NCT01087502,f4,age10,-0.069,0.069,locf
41,hba1c,NCT01087502,f4,arm_f_2_Linagliptin,-0.853,0.695,locf
41,hba1c,NCT01087502,f4,sex,-0.125,0.135,locf
41,hba1c,NCT01087502,f4,age10:arm_f_2_Linagliptin,0.071,0.1,locf
41,hba1c,NCT01087502,f4,arm_f_2_Linagliptin:sex,-0.066,0.192,locf
41,hba1c,NCT01194830,f4,(Intercept),4.898,0.9,locf
41,hba1c,NCT01194830,f4,value_1,0.463,0.071,locf
41,hba1c,NCT01194830,f4,age10,-0.046,0.105,locf
41,hba1c,NCT01194830,f4,arm_f_2_Linagliptin,-0.161,0.839,locf
41,hba1c,NCT01194830,f4,sex,-0.744,0.207,locf
41,hba1c,NCT01194830,f4,age10:arm_f_2_Linagliptin,-0.115,0.15,locf
41,hba1c,NCT01194830,f4,arm_f_2_Linagliptin:sex,0.67,0.304,locf
41,hba1c,NCT02182830,f4,(Intercept),2.369,0.925,locf
41,hba1c,NCT02182830,f4,value_1,0.749,0.071,locf
41,hba1c,NCT02182830,f4,age10,-0.054,0.108,locf
41,hba1c,NCT02182830,f4,arm_f_2_Empagliflozin 10-25mg,-1.047,0.868,locf
41,hba1c,NCT02182830,f4,sex,0.009,0.201,locf
41,hba1c,NCT02182830,f4,age10:arm_f_2_Empagliflozin 10-25mg,0.089,0.151,locf
41,hba1c,NCT02182830,f4,arm_f_2_Empagliflozin 10-25mg:sex,-0.073,0.284,locf
41,hba1c,NCT02453555,f4,(Intercept),3.722,0.756,locf
41,hba1c,NCT02453555,f4,value_1,0.393,0.063,locf
41,hba1c,NCT02453555,f4,age10,0.11,0.071,locf
41,hba1c,NCT02453555,f4,arm_f_2_Empagliflozin 10mg + Linagliptin 5mg,-0.231,0.588,locf
41,hba1c,NCT02453555,f4,sex,-0.055,0.179,locf
41,hba1c,NCT02453555,f4,age10:arm_f_2_Empagliflozin 10mg + Linagliptin 5mg,-0.043,0.088,locf
41,hba1c,NCT02453555,f4,arm_f_2_Empagliflozin 10mg + Linagliptin 5mg:sex,0.01,0.219,locf
41,hba1c,NCT00763451,f4,(Intercept),4.907,0.604,locf
41,hba1c,NCT00763451,f4,value_1,0.368,0.049,locf
41,hba1c,NCT00763451,f4,age10,-0.055,0.074,locf
41,hba1c,NCT00763451,f4,arm_f_2_Lixisenatide 1-step titration,0.629,0.645,locf
41,hba1c,NCT00763451,f4,arm_f_2_Lixisenatide 2-step titration,0.419,0.645,locf
41,hba1c,NCT00763451,f4,sex,-0.26,0.147,locf
41,hba1c,NCT00763451,f4,age10:arm_f_2_Lixisenatide 1-step titration,-0.157,0.11,locf
41,hba1c,NCT00763451,f4,age10:arm_f_2_Lixisenatide 2-step titration,-0.129,0.112,locf
41,hba1c,NCT00763451,f4,arm_f_2_Lixisenatide 1-step titration:sex,0.177,0.207,locf
41,hba1c,NCT00763451,f4,arm_f_2_Lixisenatide 2-step titration:sex,0.219,0.208,locf
41,hba1c,NCT00976937,f4,(Intercept),1.64,0.873,locf
41,hba1c,NCT00976937,f4,value_1,0.738,0.058,locf
41,hba1c,NCT00976937,f4,age10,-0.041,0.164,locf
41,hba1c,NCT00976937,f4,arm_f_2_Lixisenatide,0.115,0.986,locf
41,hba1c,NCT00976937,f4,sex,-0.142,0.154,locf
41,hba1c,NCT00976937,f4,age10:arm_f_2_Lixisenatide,-0.016,0.223,locf
41,hba1c,NCT00976937,f4,arm_f_2_Lixisenatide:sex,-0.072,0.226,locf
41,hba1c,NCT00866658,f4,(Intercept),3.74,0.742,locf
41,hba1c,NCT00866658,f4,value_1,0.643,0.068,locf
41,hba1c,NCT00866658,f4,age10,-0.152,0.071,locf
41,hba1c,NCT00866658,f4,arm_f_2_Lixisenatide 2-step titration,-1.236,0.613,locf
41,hba1c,NCT00866658,f4,sex,0.086,0.145,locf
41,hba1c,NCT00866658,f4,age10:arm_f_2_Lixisenatide 2-step titration,0.063,0.101,locf
41,hba1c,NCT00866658,f4,arm_f_2_Lixisenatide 2-step titration:sex,-0.011,0.207,locf
41,hba1c,NCT01169779,f4,(Intercept),1.825,0.512,locf
41,hba1c,NCT01169779,f4,value_1,0.758,0.054,locf
41,hba1c,NCT01169779,f4,age10,-0.046,0.056,locf
41,hba1c,NCT01169779,f4,arm_f_2_Lixisenatide,-0.717,0.466,locf
41,hba1c,NCT01169779,f4,sex,-0.132,0.118,locf
41,hba1c,NCT01169779,f4,age10:arm_f_2_Lixisenatide,0.071,0.08,locf
41,hba1c,NCT01169779,f4,arm_f_2_Lixisenatide:sex,-0.202,0.164,locf
41,hba1c,NCT01632163,f4,(Intercept),2.67,0.877,locf
41,hba1c,NCT01632163,f4,value_1,0.61,0.089,locf
41,hba1c,NCT01632163,f4,age10,0.097,0.093,locf
41,hba1c,NCT01632163,f4,arm_f_2_Lixisenatide,-0.371,0.758,locf
41,hba1c,NCT01632163,f4,sex,-0.348,0.174,locf
41,hba1c,NCT01632163,f4,age10:arm_f_2_Lixisenatide,-0.049,0.131,locf
41,hba1c,NCT01632163,f4,arm_f_2_Lixisenatide:sex,0.48,0.246,locf
41,hba1c,NCT01798706,f4,(Intercept),0.647,1.466,locf
41,hba1c,NCT01798706,f4,value_1,0.682,0.068,locf
41,hba1c,NCT01798706,f4,age10,0.24,0.18,locf
41,hba1c,NCT01798706,f4,arm_f_2_Lixisenatide,1.121,1.873,locf
41,hba1c,NCT01798706,f4,sex,0.089,0.136,locf
41,hba1c,NCT01798706,f4,age10:arm_f_2_Lixisenatide,-0.225,0.251,locf
41,hba1c,NCT01798706,f4,arm_f_2_Lixisenatide:sex,-0.091,0.193,locf
41,hba1c,NCT00712673,f4,(Intercept),4.561,0.552,locf
41,hba1c,NCT00712673,f4,value_1,0.427,0.04,locf
41,hba1c,NCT00712673,f4,age10,-0.087,0.079,locf
41,hba1c,NCT00712673,f4,arm_f_2_Lixisenatide evening,-0.633,0.552,locf
41,hba1c,NCT00712673,f4,arm_f_2_Lixisenatide morning,0.14,0.572,locf
41,hba1c,NCT00712673,f4,sex,-0.109,0.148,locf
41,hba1c,NCT00712673,f4,age10:arm_f_2_Lixisenatide evening,0.095,0.098,locf
41,hba1c,NCT00712673,f4,age10:arm_f_2_Lixisenatide morning,-0.071,0.104,locf
41,hba1c,NCT00712673,f4,arm_f_2_Lixisenatide evening:sex,-0.079,0.192,locf
41,hba1c,NCT00712673,f4,arm_f_2_Lixisenatide morning:sex,0.068,0.195,locf
41,hba1c,NCT00713830,f4,(Intercept),4.365,0.472,locf
41,hba1c,NCT00713830,f4,value_1,0.502,0.038,locf
41,hba1c,NCT00713830,f4,age10,-0.082,0.056,locf
41,hba1c,NCT00713830,f4,arm_f_2_Lixisenatide,0.013,0.41,locf
41,hba1c,NCT00713830,f4,sex,-0.17,0.112,locf
41,hba1c,NCT00713830,f4,age10:arm_f_2_Lixisenatide,-0.079,0.069,locf
41,hba1c,NCT00713830,f4,arm_f_2_Lixisenatide:sex,0.16,0.137,locf
41,hba1c,NCT00715624,f4,(Intercept),4.312,0.767,locf
41,hba1c,NCT00715624,f4,value_1,0.629,0.06,locf
41,hba1c,NCT00715624,f4,age10,-0.278,0.091,locf
41,hba1c,NCT00715624,f4,arm_f_2_Lixisenatide,-1.658,0.65,locf
41,hba1c,NCT00715624,f4,sex,-0.017,0.176,locf
41,hba1c,NCT00715624,f4,age10:arm_f_2_Lixisenatide,0.266,0.112,locf
41,hba1c,NCT00715624,f4,arm_f_2_Lixisenatide:sex,0.022,0.217,locf
41,hba1c,NCT00763815,f4,(Intercept),5.62,0.554,locf
41,hba1c,NCT00763815,f4,value_1,0.258,0.044,locf
41,hba1c,NCT00763815,f4,age10,-0.065,0.07,locf
41,hba1c,NCT00763815,f4,arm_f_2_Lixisenatide,-0.711,0.471,locf
41,hba1c,NCT00763815,f4,sex,0.041,0.129,locf
41,hba1c,NCT00763815,f4,age10:arm_f_2_Lixisenatide,0.053,0.084,locf
41,hba1c,NCT00763815,f4,arm_f_2_Lixisenatide:sex,0.128,0.158,locf
41,hba1c,NCT00688701,f4,(Intercept),1.014,0.624,locf
41,hba1c,NCT00688701,f4,value_1,0.824,0.053,locf
41,hba1c,NCT00688701,f4,age10,0.036,0.08,locf
41,hba1c,NCT00688701,f4,arm_f_2_Lixisenatide 1-step titration,-0.357,0.609,locf
41,hba1c,NCT00688701,f4,arm_f_2_Lixisenatide 2-step titration,-0.38,0.641,locf
41,hba1c,NCT00688701,f4,sex,-0.253,0.169,locf
41,hba1c,NCT00688701,f4,age10:arm_f_2_Lixisenatide 1-step titration,-0.042,0.11,locf
41,hba1c,NCT00688701,f4,age10:arm_f_2_Lixisenatide 2-step titration,-0.012,0.116,locf
41,hba1c,NCT00688701,f4,arm_f_2_Lixisenatide 1-step titration:sex,0.033,0.235,locf
41,hba1c,NCT00688701,f4,arm_f_2_Lixisenatide 2-step titration:sex,0.05,0.234,locf
41,hba1c,NCT00707031,f4,(Intercept),3.41,0.464,locf
41,hba1c,NCT00707031,f4,value_1,0.463,0.043,locf
41,hba1c,NCT00707031,f4,age10,-0.028,0.046,locf
41,hba1c,NCT00707031,f4,arm_f_2_Lixisenatide QD,1.115,0.409,locf
41,hba1c,NCT00707031,f4,sex,-0.023,0.097,locf
41,hba1c,NCT00707031,f4,age10:arm_f_2_Lixisenatide QD,-0.138,0.07,locf
41,hba1c,NCT00707031,f4,arm_f_2_Lixisenatide QD:sex,-0.007,0.137,locf
41,hba1c,NCT01648582,f4,(Intercept),3.842,0.483,locf
41,hba1c,NCT01648582,f4,value_1,0.538,0.033,locf
41,hba1c,NCT01648582,f4,age10,-0.126,0.068,locf
41,hba1c,NCT01648582,f4,arm_f_2_Dulaglutide 0.75,-0.472,0.535,locf
41,hba1c,NCT01648582,f4,arm_f_2_Dulaglutide 1.5,-1.008,0.546,locf
41,hba1c,NCT01648582,f4,sex,-0.157,0.127,locf
41,hba1c,NCT01648582,f4,age10:arm_f_2_Dulaglutide 0.75,0.05,0.093,locf
41,hba1c,NCT01648582,f4,age10:arm_f_2_Dulaglutide 1.5,0.09,0.095,locf
41,hba1c,NCT01648582,f4,arm_f_2_Dulaglutide 0.75:sex,0.027,0.181,locf
41,hba1c,NCT01648582,f4,arm_f_2_Dulaglutide 1.5:sex,-0.073,0.18,locf
41,hba1c,NCT01558271,f4,(Intercept),2.815,0.765,locf
41,hba1c,NCT01558271,f4,value_1,0.556,0.042,locf
41,hba1c,NCT01558271,f4,age10,0.181,0.109,locf
41,hba1c,NCT01558271,f4,arm_f_2_Dulaglutide 0.75mg,-0.006,0.727,locf
41,hba1c,NCT01558271,f4,arm_f_2_Liraglutide 0.3/0.6/0.9mg,-0.156,0.776,locf
41,hba1c,NCT01558271,f4,sex,-0.158,0.22,locf
41,hba1c,NCT01558271,f4,age10:arm_f_2_Dulaglutide 0.75mg,-0.31,0.119,locf
41,hba1c,NCT01558271,f4,age10:arm_f_2_Liraglutide 0.3/0.6/0.9mg,-0.29,0.126,locf
41,hba1c,NCT01558271,f4,arm_f_2_Dulaglutide 0.75mg:sex,0.278,0.249,locf
41,hba1c,NCT01558271,f4,arm_f_2_Liraglutide 0.3/0.6/0.9mg:sex,0.482,0.278,locf
41,hba1c,NCT02750410,f4,(Intercept),3.95,1.094,locf
