trials,outcome,nct_id,nct_id2,models,row,col,r,outcome_method
41,hba1c,NCT01619059,NCT01619059,f6,(Intercept),arm_f_2_SAXA PLUS DAPA PLUS MET,-0.476,bocf
41,hba1c,NCT01619059,NCT01619059,f6,value_1,arm_f_2_SAXA PLUS DAPA PLUS MET,-0.075,bocf
41,hba1c,NCT01619059,NCT01619059,f6,age10,arm_f_2_SAXA PLUS DAPA PLUS MET,0.726,bocf
41,hba1c,NCT01619059,NCT01619059,f6,(Intercept),age10:arm_f_2_SAXA PLUS DAPA PLUS MET,0.474,bocf
41,hba1c,NCT01619059,NCT01619059,f6,value_1,age10:arm_f_2_SAXA PLUS DAPA PLUS MET,0.071,bocf
41,hba1c,NCT01619059,NCT01619059,f6,age10,age10:arm_f_2_SAXA PLUS DAPA PLUS MET,-0.735,bocf
41,hba1c,NCT01619059,NCT01619059,f6,arm_f_2_SAXA PLUS DAPA PLUS MET,age10:arm_f_2_SAXA PLUS DAPA PLUS MET,-0.987,bocf
41,hba1c,NCT00968812,NCT00968812,f7,(Intercept),value_1,-0.968,bocf
41,hba1c,NCT00968812,NCT00968812,f7,(Intercept),sex,-0.118,bocf
41,hba1c,NCT00968812,NCT00968812,f7,value_1,sex,-0.07,bocf
41,hba1c,NCT00968812,NCT00968812,f7,(Intercept),arm_f_2_uaa10456,-0.193,bocf
41,hba1c,NCT00968812,NCT00968812,f7,value_1,arm_f_2_uaa10456,0.012,bocf
41,hba1c,NCT00968812,NCT00968812,f7,sex,arm_f_2_uaa10456,0.53,bocf
41,hba1c,NCT00968812,NCT00968812,f7,(Intercept),arm_f_2_uaa10457,-0.179,bocf
41,hba1c,NCT00968812,NCT00968812,f7,value_1,arm_f_2_uaa10457,-0.004,bocf
41,hba1c,NCT00968812,NCT00968812,f7,sex,arm_f_2_uaa10457,0.537,bocf
41,hba1c,NCT00968812,NCT00968812,f7,arm_f_2_uaa10456,arm_f_2_uaa10457,0.522,bocf
41,hba1c,NCT00968812,NCT00968812,f7,(Intercept),sex:arm_f_2_uaa10456,0.124,bocf
41,hba1c,NCT00968812,NCT00968812,f7,value_1,sex:arm_f_2_uaa10456,0.009,bocf
41,hba1c,NCT00968812,NCT00968812,f7,sex,sex:arm_f_2_uaa10456,-0.708,bocf
41,hba1c,NCT00968812,NCT00968812,f7,arm_f_2_uaa10456,sex:arm_f_2_uaa10456,-0.73,bocf
41,hba1c,NCT00968812,NCT00968812,f7,arm_f_2_uaa10457,sex:arm_f_2_uaa10456,-0.381,bocf
41,hba1c,NCT00968812,NCT00968812,f7,(Intercept),sex:arm_f_2_uaa10457,0.109,bocf
41,hba1c,NCT00968812,NCT00968812,f7,value_1,sex:arm_f_2_uaa10457,0.024,bocf
41,hba1c,NCT00968812,NCT00968812,f7,sex,sex:arm_f_2_uaa10457,-0.709,bocf
41,hba1c,NCT00968812,NCT00968812,f7,arm_f_2_uaa10456,sex:arm_f_2_uaa10457,-0.377,bocf
41,hba1c,NCT00968812,NCT00968812,f7,arm_f_2_uaa10457,sex:arm_f_2_uaa10457,-0.723,bocf
41,hba1c,NCT00968812,NCT00968812,f7,sex:arm_f_2_uaa10456,sex:arm_f_2_uaa10457,0.503,bocf
41,hba1c,NCT01032629,NCT01032629,f7,(Intercept),value_1,-0.949,bocf
41,hba1c,NCT01032629,NCT01032629,f7,(Intercept),sex,-0.279,bocf
41,hba1c,NCT01032629,NCT01032629,f7,value_1,sex,0.024,bocf
41,hba1c,NCT01032629,NCT01032629,f7,(Intercept),arm_f_2_uaa10512,-0.198,bocf
41,hba1c,NCT01032629,NCT01032629,f7,value_1,arm_f_2_uaa10512,-0.027,bocf
41,hba1c,NCT01032629,NCT01032629,f7,sex,arm_f_2_uaa10512,0.575,bocf
41,hba1c,NCT01032629,NCT01032629,f7,(Intercept),arm_f_2_uaa10514,-0.227,bocf
41,hba1c,NCT01032629,NCT01032629,f7,value_1,arm_f_2_uaa10514,0.003,bocf
41,hba1c,NCT01032629,NCT01032629,f7,sex,arm_f_2_uaa10514,0.578,bocf
41,hba1c,NCT01032629,NCT01032629,f7,arm_f_2_uaa10512,arm_f_2_uaa10514,0.503,bocf
41,hba1c,NCT01032629,NCT01032629,f7,(Intercept),sex:arm_f_2_uaa10512,0.166,bocf
41,hba1c,NCT01032629,NCT01032629,f7,value_1,sex:arm_f_2_uaa10512,0.017,bocf
41,hba1c,NCT01032629,NCT01032629,f7,sex,sex:arm_f_2_uaa10512,-0.709,bocf
41,hba1c,NCT01032629,NCT01032629,f7,arm_f_2_uaa10512,sex:arm_f_2_uaa10512,-0.814,bocf
41,hba1c,NCT01032629,NCT01032629,f7,arm_f_2_uaa10514,sex:arm_f_2_uaa10512,-0.41,bocf
41,hba1c,NCT01032629,NCT01032629,f7,(Intercept),sex:arm_f_2_uaa10514,0.187,bocf
41,hba1c,NCT01032629,NCT01032629,f7,value_1,sex:arm_f_2_uaa10514,-0.005,bocf
41,hba1c,NCT01032629,NCT01032629,f7,sex,sex:arm_f_2_uaa10514,-0.709,bocf
41,hba1c,NCT01032629,NCT01032629,f7,arm_f_2_uaa10512,sex:arm_f_2_uaa10514,-0.408,bocf
41,hba1c,NCT01032629,NCT01032629,f7,arm_f_2_uaa10514,sex:arm_f_2_uaa10514,-0.812,bocf
41,hba1c,NCT01032629,NCT01032629,f7,sex:arm_f_2_uaa10512,sex:arm_f_2_uaa10514,0.503,bocf
41,hba1c,NCT01106625,NCT01106625,f7,(Intercept),value_1,-0.964,bocf
41,hba1c,NCT01106625,NCT01106625,f7,(Intercept),sex,-0.175,bocf
41,hba1c,NCT01106625,NCT01106625,f7,value_1,sex,-0.012,bocf
41,hba1c,NCT01106625,NCT01106625,f7,(Intercept),arm_f_2_uaa10569,-0.213,bocf
41,hba1c,NCT01106625,NCT01106625,f7,value_1,arm_f_2_uaa10569,0.025,bocf
41,hba1c,NCT01106625,NCT01106625,f7,sex,arm_f_2_uaa10569,0.498,bocf
41,hba1c,NCT01106625,NCT01106625,f7,(Intercept),arm_f_2_uaa10570,-0.219,bocf
41,hba1c,NCT01106625,NCT01106625,f7,value_1,arm_f_2_uaa10570,0.038,bocf
41,hba1c,NCT01106625,NCT01106625,f7,sex,arm_f_2_uaa10570,0.482,bocf
41,hba1c,NCT01106625,NCT01106625,f7,arm_f_2_uaa10569,arm_f_2_uaa10570,0.488,bocf
41,hba1c,NCT01106625,NCT01106625,f7,(Intercept),sex:arm_f_2_uaa10569,0.159,bocf
41,hba1c,NCT01106625,NCT01106625,f7,value_1,sex:arm_f_2_uaa10569,-0.027,bocf
41,hba1c,NCT01106625,NCT01106625,f7,sex,sex:arm_f_2_uaa10569,-0.711,bocf
41,hba1c,NCT01106625,NCT01106625,f7,arm_f_2_uaa10569,sex:arm_f_2_uaa10569,-0.705,bocf
41,hba1c,NCT01106625,NCT01106625,f7,arm_f_2_uaa10570,sex:arm_f_2_uaa10569,-0.344,bocf
41,hba1c,NCT01106625,NCT01106625,f7,(Intercept),sex:arm_f_2_uaa10570,0.185,bocf
41,hba1c,NCT01106625,NCT01106625,f7,value_1,sex:arm_f_2_uaa10570,-0.055,bocf
41,hba1c,NCT01106625,NCT01106625,f7,sex,sex:arm_f_2_uaa10570,-0.708,bocf
41,hba1c,NCT01106625,NCT01106625,f7,arm_f_2_uaa10569,sex:arm_f_2_uaa10570,-0.354,bocf
41,hba1c,NCT01106625,NCT01106625,f7,arm_f_2_uaa10570,sex:arm_f_2_uaa10570,-0.726,bocf
41,hba1c,NCT01106625,NCT01106625,f7,sex:arm_f_2_uaa10569,sex:arm_f_2_uaa10570,0.505,bocf
41,hba1c,NCT01081834,NCT01081834,f7,(Intercept),value_1,-0.962,bocf
41,hba1c,NCT01081834,NCT01081834,f7,(Intercept),sex,-0.239,bocf
41,hba1c,NCT01081834,NCT01081834,f7,value_1,sex,0.057,bocf
41,hba1c,NCT01081834,NCT01081834,f7,(Intercept),arm_f_2_uaa10548,-0.209,bocf
41,hba1c,NCT01081834,NCT01081834,f7,value_1,arm_f_2_uaa10548,0.013,bocf
41,hba1c,NCT01081834,NCT01081834,f7,sex,arm_f_2_uaa10548,0.485,bocf
41,hba1c,NCT01081834,NCT01081834,f7,(Intercept),arm_f_2_uaa10549,-0.23,bocf
41,hba1c,NCT01081834,NCT01081834,f7,value_1,arm_f_2_uaa10549,0.038,bocf
41,hba1c,NCT01081834,NCT01081834,f7,sex,arm_f_2_uaa10549,0.48,bocf
41,hba1c,NCT01081834,NCT01081834,f7,arm_f_2_uaa10548,arm_f_2_uaa10549,0.511,bocf
41,hba1c,NCT01081834,NCT01081834,f7,(Intercept),sex:arm_f_2_uaa10548,0.178,bocf
41,hba1c,NCT01081834,NCT01081834,f7,value_1,sex:arm_f_2_uaa10548,-0.05,bocf
41,hba1c,NCT01081834,NCT01081834,f7,sex,sex:arm_f_2_uaa10548,-0.705,bocf
41,hba1c,NCT01081834,NCT01081834,f7,arm_f_2_uaa10548,sex:arm_f_2_uaa10548,-0.66,bocf
41,hba1c,NCT01081834,NCT01081834,f7,arm_f_2_uaa10549,sex:arm_f_2_uaa10548,-0.339,bocf
41,hba1c,NCT01081834,NCT01081834,f7,(Intercept),sex:arm_f_2_uaa10549,0.19,bocf
41,hba1c,NCT01081834,NCT01081834,f7,value_1,sex:arm_f_2_uaa10549,-0.062,bocf
41,hba1c,NCT01081834,NCT01081834,f7,sex,sex:arm_f_2_uaa10549,-0.712,bocf
41,hba1c,NCT01081834,NCT01081834,f7,arm_f_2_uaa10548,sex:arm_f_2_uaa10549,-0.345,bocf
41,hba1c,NCT01081834,NCT01081834,f7,arm_f_2_uaa10549,sex:arm_f_2_uaa10549,-0.675,bocf
41,hba1c,NCT01081834,NCT01081834,f7,sex:arm_f_2_uaa10548,sex:arm_f_2_uaa10549,0.502,bocf
41,hba1c,NCT01106651,NCT01106651,f7,(Intercept),value_1,-0.963,bocf
41,hba1c,NCT01106651,NCT01106651,f7,(Intercept),sex,-0.158,bocf
41,hba1c,NCT01106651,NCT01106651,f7,value_1,sex,-0.055,bocf
41,hba1c,NCT01106651,NCT01106651,f7,(Intercept),arm_f_2_uaa10573,-0.192,bocf
41,hba1c,NCT01106651,NCT01106651,f7,value_1,arm_f_2_uaa10573,-0.011,bocf
41,hba1c,NCT01106651,NCT01106651,f7,sex,arm_f_2_uaa10573,0.584,bocf
41,hba1c,NCT01106651,NCT01106651,f7,(Intercept),arm_f_2_uaa10574,-0.176,bocf
41,hba1c,NCT01106651,NCT01106651,f7,value_1,arm_f_2_uaa10574,-0.022,bocf
41,hba1c,NCT01106651,NCT01106651,f7,sex,arm_f_2_uaa10574,0.569,bocf
41,hba1c,NCT01106651,NCT01106651,f7,arm_f_2_uaa10573,arm_f_2_uaa10574,0.546,bocf
41,hba1c,NCT01106651,NCT01106651,f7,(Intercept),sex:arm_f_2_uaa10573,0.151,bocf
41,hba1c,NCT01106651,NCT01106651,f7,value_1,sex:arm_f_2_uaa10573,0.002,bocf
41,hba1c,NCT01106651,NCT01106651,f7,sex,sex:arm_f_2_uaa10573,-0.72,bocf
41,hba1c,NCT01106651,NCT01106651,f7,arm_f_2_uaa10573,sex:arm_f_2_uaa10573,-0.751,bocf
41,hba1c,NCT01106651,NCT01106651,f7,arm_f_2_uaa10574,sex:arm_f_2_uaa10573,-0.41,bocf
41,hba1c,NCT01106651,NCT01106651,f7,(Intercept),sex:arm_f_2_uaa10574,0.092,bocf
41,hba1c,NCT01106651,NCT01106651,f7,value_1,sex:arm_f_2_uaa10574,0.06,bocf
41,hba1c,NCT01106651,NCT01106651,f7,sex,sex:arm_f_2_uaa10574,-0.712,bocf
41,hba1c,NCT01106651,NCT01106651,f7,arm_f_2_uaa10573,sex:arm_f_2_uaa10574,-0.416,bocf
41,hba1c,NCT01106651,NCT01106651,f7,arm_f_2_uaa10574,sex:arm_f_2_uaa10574,-0.761,bocf
41,hba1c,NCT01106651,NCT01106651,f7,sex:arm_f_2_uaa10573,sex:arm_f_2_uaa10574,0.512,bocf
41,hba1c,NCT01106677,NCT01106677,f7,(Intercept),value_1,-0.921,bocf
41,hba1c,NCT01106677,NCT01106677,f7,(Intercept),sex,-0.266,bocf
41,hba1c,NCT01106677,NCT01106677,f7,value_1,sex,-0.016,bocf
41,hba1c,NCT01106677,NCT01106677,f7,(Intercept),arm_f_2_uaa10577,-0.345,bocf
41,hba1c,NCT01106677,NCT01106677,f7,value_1,arm_f_2_uaa10577,0.023,bocf
41,hba1c,NCT01106677,NCT01106677,f7,sex,arm_f_2_uaa10577,0.596,bocf
41,hba1c,NCT01106677,NCT01106677,f7,(Intercept),arm_f_2_uaa10578,-0.349,bocf
41,hba1c,NCT01106677,NCT01106677,f7,value_1,arm_f_2_uaa10578,0.027,bocf
41,hba1c,NCT01106677,NCT01106677,f7,sex,arm_f_2_uaa10578,0.597,bocf
41,hba1c,NCT01106677,NCT01106677,f7,arm_f_2_uaa10577,arm_f_2_uaa10578,0.691,bocf
41,hba1c,NCT01106677,NCT01106677,f7,(Intercept),arm_f_2_uaa10580,-0.335,bocf
41,hba1c,NCT01106677,NCT01106677,f7,value_1,arm_f_2_uaa10580,0.013,bocf
41,hba1c,NCT01106677,NCT01106677,f7,sex,arm_f_2_uaa10580,0.594,bocf
41,hba1c,NCT01106677,NCT01106677,f7,arm_f_2_uaa10577,arm_f_2_uaa10580,0.687,bocf
41,hba1c,NCT01106677,NCT01106677,f7,arm_f_2_uaa10578,arm_f_2_uaa10580,0.688,bocf
41,hba1c,NCT01106677,NCT01106677,f7,(Intercept),sex:arm_f_2_uaa10577,0.257,bocf
41,hba1c,NCT01106677,NCT01106677,f7,value_1,sex:arm_f_2_uaa10577,-0.03,bocf
41,hba1c,NCT01106677,NCT01106677,f7,sex,sex:arm_f_2_uaa10577,-0.816,bocf
41,hba1c,NCT01106677,NCT01106677,f7,arm_f_2_uaa10577,sex:arm_f_2_uaa10577,-0.708,bocf
41,hba1c,NCT01106677,NCT01106677,f7,arm_f_2_uaa10578,sex:arm_f_2_uaa10577,-0.489,bocf
41,hba1c,NCT01106677,NCT01106677,f7,arm_f_2_uaa10580,sex:arm_f_2_uaa10577,-0.486,bocf
41,hba1c,NCT01106677,NCT01106677,f7,(Intercept),sex:arm_f_2_uaa10578,0.265,bocf
41,hba1c,NCT01106677,NCT01106677,f7,value_1,sex:arm_f_2_uaa10578,-0.04,bocf
41,hba1c,NCT01106677,NCT01106677,f7,sex,sex:arm_f_2_uaa10578,-0.813,bocf
41,hba1c,NCT01106677,NCT01106677,f7,arm_f_2_uaa10577,sex:arm_f_2_uaa10578,-0.486,bocf
41,hba1c,NCT01106677,NCT01106677,f7,arm_f_2_uaa10578,sex:arm_f_2_uaa10578,-0.704,bocf
41,hba1c,NCT01106677,NCT01106677,f7,arm_f_2_uaa10580,sex:arm_f_2_uaa10578,-0.484,bocf
41,hba1c,NCT01106677,NCT01106677,f7,sex:arm_f_2_uaa10577,sex:arm_f_2_uaa10578,0.666,bocf
41,hba1c,NCT01106677,NCT01106677,f7,(Intercept),sex:arm_f_2_uaa10580,0.234,bocf
41,hba1c,NCT01106677,NCT01106677,f7,value_1,sex:arm_f_2_uaa10580,-0.007,bocf
41,hba1c,NCT01106677,NCT01106677,f7,sex,sex:arm_f_2_uaa10580,-0.813,bocf
41,hba1c,NCT01106677,NCT01106677,f7,arm_f_2_uaa10577,sex:arm_f_2_uaa10580,-0.485,bocf
41,hba1c,NCT01106677,NCT01106677,f7,arm_f_2_uaa10578,sex:arm_f_2_uaa10580,-0.486,bocf
41,hba1c,NCT01106677,NCT01106677,f7,arm_f_2_uaa10580,sex:arm_f_2_uaa10580,-0.706,bocf
41,hba1c,NCT01106677,NCT01106677,f7,sex:arm_f_2_uaa10577,sex:arm_f_2_uaa10580,0.665,bocf
41,hba1c,NCT01106677,NCT01106677,f7,sex:arm_f_2_uaa10578,sex:arm_f_2_uaa10580,0.662,bocf
41,hba1c,NCT01106690,NCT01106690,f7,(Intercept),value_1,-0.943,bocf
41,hba1c,NCT01106690,NCT01106690,f7,(Intercept),sex,-0.256,bocf
41,hba1c,NCT01106690,NCT01106690,f7,value_1,sex,-0.017,bocf
41,hba1c,NCT01106690,NCT01106690,f7,(Intercept),arm_f_2_uaa10582,-0.263,bocf
41,hba1c,NCT01106690,NCT01106690,f7,value_1,arm_f_2_uaa10582,0.013,bocf
41,hba1c,NCT01106690,NCT01106690,f7,sex,arm_f_2_uaa10582,0.615,bocf
41,hba1c,NCT01106690,NCT01106690,f7,(Intercept),arm_f_2_uaa10583,-0.273,bocf
41,hba1c,NCT01106690,NCT01106690,f7,value_1,arm_f_2_uaa10583,0.045,bocf
41,hba1c,NCT01106690,NCT01106690,f7,sex,arm_f_2_uaa10583,0.564,bocf
41,hba1c,NCT01106690,NCT01106690,f7,arm_f_2_uaa10582,arm_f_2_uaa10583,0.522,bocf
41,hba1c,NCT01106690,NCT01106690,f7,(Intercept),sex:arm_f_2_uaa10582,0.161,bocf
41,hba1c,NCT01106690,NCT01106690,f7,value_1,sex:arm_f_2_uaa10582,0.038,bocf
41,hba1c,NCT01106690,NCT01106690,f7,sex,sex:arm_f_2_uaa10582,-0.723,bocf
41,hba1c,NCT01106690,NCT01106690,f7,arm_f_2_uaa10582,sex:arm_f_2_uaa10582,-0.782,bocf
41,hba1c,NCT01106690,NCT01106690,f7,arm_f_2_uaa10583,sex:arm_f_2_uaa10582,-0.406,bocf
41,hba1c,NCT01106690,NCT01106690,f7,(Intercept),sex:arm_f_2_uaa10583,0.241,bocf
41,hba1c,NCT01106690,NCT01106690,f7,value_1,sex:arm_f_2_uaa10583,-0.055,bocf
41,hba1c,NCT01106690,NCT01106690,f7,sex,sex:arm_f_2_uaa10583,-0.696,bocf
41,hba1c,NCT01106690,NCT01106690,f7,arm_f_2_uaa10582,sex:arm_f_2_uaa10583,-0.43,bocf
41,hba1c,NCT01106690,NCT01106690,f7,arm_f_2_uaa10583,sex:arm_f_2_uaa10583,-0.823,bocf
41,hba1c,NCT01106690,NCT01106690,f7,sex:arm_f_2_uaa10582,sex:arm_f_2_uaa10583,0.501,bocf
41,hba1c,NCT01137812,NCT01137812,f7,(Intercept),value_1,-0.971,bocf
41,hba1c,NCT01137812,NCT01137812,f7,(Intercept),sex,-0.15,bocf
41,hba1c,NCT01137812,NCT01137812,f7,value_1,sex,-0.032,bocf
41,hba1c,NCT01137812,NCT01137812,f7,(Intercept),arm_f_2_uaa10614,-0.192,bocf
41,hba1c,NCT01137812,NCT01137812,f7,value_1,arm_f_2_uaa10614,0.02,bocf
41,hba1c,NCT01137812,NCT01137812,f7,sex,arm_f_2_uaa10614,0.548,bocf
41,hba1c,NCT01137812,NCT01137812,f7,(Intercept),sex:arm_f_2_uaa10614,0.153,bocf
41,hba1c,NCT01137812,NCT01137812,f7,value_1,sex:arm_f_2_uaa10614,-0.024,bocf
41,hba1c,NCT01137812,NCT01137812,f7,sex,sex:arm_f_2_uaa10614,-0.712,bocf
41,hba1c,NCT01137812,NCT01137812,f7,arm_f_2_uaa10614,sex:arm_f_2_uaa10614,-0.75,bocf
41,hba1c,NCT01381900,NCT01381900,f7,(Intercept),value_1,-0.962,bocf
41,hba1c,NCT01381900,NCT01381900,f7,(Intercept),sex,-0.214,bocf
41,hba1c,NCT01381900,NCT01381900,f7,value_1,sex,0.01,bocf
41,hba1c,NCT01381900,NCT01381900,f7,(Intercept),arm_f_2_uaa10741,-0.199,bocf
41,hba1c,NCT01381900,NCT01381900,f7,value_1,arm_f_2_uaa10741,0.006,bocf
41,hba1c,NCT01381900,NCT01381900,f7,sex,arm_f_2_uaa10741,0.528,bocf
41,hba1c,NCT01381900,NCT01381900,f7,(Intercept),arm_f_2_uaa10742,-0.205,bocf
41,hba1c,NCT01381900,NCT01381900,f7,value_1,arm_f_2_uaa10742,0.005,bocf
41,hba1c,NCT01381900,NCT01381900,f7,sex,arm_f_2_uaa10742,0.544,bocf
41,hba1c,NCT01381900,NCT01381900,f7,arm_f_2_uaa10741,arm_f_2_uaa10742,0.515,bocf
41,hba1c,NCT01381900,NCT01381900,f7,(Intercept),sex:arm_f_2_uaa10741,0.163,bocf
41,hba1c,NCT01381900,NCT01381900,f7,value_1,sex:arm_f_2_uaa10741,-0.02,bocf
41,hba1c,NCT01381900,NCT01381900,f7,sex,sex:arm_f_2_uaa10741,-0.706,bocf
41,hba1c,NCT01381900,NCT01381900,f7,arm_f_2_uaa10741,sex:arm_f_2_uaa10741,-0.745,bocf
41,hba1c,NCT01381900,NCT01381900,f7,arm_f_2_uaa10742,sex:arm_f_2_uaa10741,-0.384,bocf
41,hba1c,NCT01381900,NCT01381900,f7,(Intercept),sex:arm_f_2_uaa10742,0.162,bocf
41,hba1c,NCT01381900,NCT01381900,f7,value_1,sex:arm_f_2_uaa10742,-0.018,bocf
41,hba1c,NCT01381900,NCT01381900,f7,sex,sex:arm_f_2_uaa10742,-0.709,bocf
41,hba1c,NCT01381900,NCT01381900,f7,arm_f_2_uaa10741,sex:arm_f_2_uaa10742,-0.374,bocf
41,hba1c,NCT01381900,NCT01381900,f7,arm_f_2_uaa10742,sex:arm_f_2_uaa10742,-0.726,bocf
41,hba1c,NCT01381900,NCT01381900,f7,sex:arm_f_2_uaa10741,sex:arm_f_2_uaa10742,0.501,bocf
41,hba1c,NCT01809327,NCT01809327,f7,(Intercept),value_1,-0.92,bocf
41,hba1c,NCT01809327,NCT01809327,f7,(Intercept),sex,-0.21,bocf
41,hba1c,NCT01809327,NCT01809327,f7,value_1,sex,-0.066,bocf
41,hba1c,NCT01809327,NCT01809327,f7,(Intercept),arm_f_2_uaa10933,-0.257,bocf
41,hba1c,NCT01809327,NCT01809327,f7,value_1,arm_f_2_uaa10933,-0.026,bocf
41,hba1c,NCT01809327,NCT01809327,f7,sex,arm_f_2_uaa10933,0.499,bocf
41,hba1c,NCT01809327,NCT01809327,f7,(Intercept),arm_f_2_uaa10934,-0.252,bocf
41,hba1c,NCT01809327,NCT01809327,f7,value_1,arm_f_2_uaa10934,-0.018,bocf
41,hba1c,NCT01809327,NCT01809327,f7,sex,arm_f_2_uaa10934,0.478,bocf
41,hba1c,NCT01809327,NCT01809327,f7,arm_f_2_uaa10933,arm_f_2_uaa10934,0.494,bocf
41,hba1c,NCT01809327,NCT01809327,f7,(Intercept),arm_f_2_uaa10935,-0.245,bocf
41,hba1c,NCT01809327,NCT01809327,f7,value_1,arm_f_2_uaa10935,-0.039,bocf
41,hba1c,NCT01809327,NCT01809327,f7,sex,arm_f_2_uaa10935,0.499,bocf
41,hba1c,NCT01809327,NCT01809327,f7,arm_f_2_uaa10933,arm_f_2_uaa10935,0.515,bocf
41,hba1c,NCT01809327,NCT01809327,f7,arm_f_2_uaa10934,arm_f_2_uaa10935,0.494,bocf
41,hba1c,NCT01809327,NCT01809327,f7,(Intercept),arm_f_2_uaa10936,-0.246,bocf
41,hba1c,NCT01809327,NCT01809327,f7,value_1,arm_f_2_uaa10936,-0.033,bocf
41,hba1c,NCT01809327,NCT01809327,f7,sex,arm_f_2_uaa10936,0.493,bocf
41,hba1c,NCT01809327,NCT01809327,f7,arm_f_2_uaa10933,arm_f_2_uaa10936,0.508,bocf
41,hba1c,NCT01809327,NCT01809327,f7,arm_f_2_uaa10934,arm_f_2_uaa10936,0.488,bocf
41,hba1c,NCT01809327,NCT01809327,f7,arm_f_2_uaa10935,arm_f_2_uaa10936,0.509,bocf
41,hba1c,NCT01809327,NCT01809327,f7,(Intercept),sex:arm_f_2_uaa10933,0.15,bocf
41,hba1c,NCT01809327,NCT01809327,f7,value_1,sex:arm_f_2_uaa10933,0.044,bocf
41,hba1c,NCT01809327,NCT01809327,f7,sex,sex:arm_f_2_uaa10933,-0.704,bocf
41,hba1c,NCT01809327,NCT01809327,f7,arm_f_2_uaa10933,sex:arm_f_2_uaa10933,-0.681,bocf
41,hba1c,NCT01809327,NCT01809327,f7,arm_f_2_uaa10934,sex:arm_f_2_uaa10933,-0.337,bocf
41,hba1c,NCT01809327,NCT01809327,f7,arm_f_2_uaa10935,sex:arm_f_2_uaa10933,-0.351,bocf
41,hba1c,NCT01809327,NCT01809327,f7,arm_f_2_uaa10936,sex:arm_f_2_uaa10933,-0.347,bocf
41,hba1c,NCT01809327,NCT01809327,f7,(Intercept),sex:arm_f_2_uaa10934,0.163,bocf
41,hba1c,NCT01809327,NCT01809327,f7,value_1,sex:arm_f_2_uaa10934,0.031,bocf
41,hba1c,NCT01809327,NCT01809327,f7,sex,sex:arm_f_2_uaa10934,-0.706,bocf
41,hba1c,NCT01809327,NCT01809327,f7,arm_f_2_uaa10933,sex:arm_f_2_uaa10934,-0.352,bocf
41,hba1c,NCT01809327,NCT01809327,f7,arm_f_2_uaa10934,sex:arm_f_2_uaa10934,-0.713,bocf
41,hba1c,NCT01809327,NCT01809327,f7,arm_f_2_uaa10935,sex:arm_f_2_uaa10934,-0.352,bocf
41,hba1c,NCT01809327,NCT01809327,f7,arm_f_2_uaa10936,sex:arm_f_2_uaa10934,-0.348,bocf
41,hba1c,NCT01809327,NCT01809327,f7,sex:arm_f_2_uaa10933,sex:arm_f_2_uaa10934,0.497,bocf
41,hba1c,NCT01809327,NCT01809327,f7,(Intercept),sex:arm_f_2_uaa10935,0.141,bocf
41,hba1c,NCT01809327,NCT01809327,f7,value_1,sex:arm_f_2_uaa10935,0.054,bocf
41,hba1c,NCT01809327,NCT01809327,f7,sex,sex:arm_f_2_uaa10935,-0.706,bocf
41,hba1c,NCT01809327,NCT01809327,f7,arm_f_2_uaa10933,sex:arm_f_2_uaa10935,-0.352,bocf
41,hba1c,NCT01809327,NCT01809327,f7,arm_f_2_uaa10934,sex:arm_f_2_uaa10935,-0.337,bocf
41,hba1c,NCT01809327,NCT01809327,f7,arm_f_2_uaa10935,sex:arm_f_2_uaa10935,-0.684,bocf
41,hba1c,NCT01809327,NCT01809327,f7,arm_f_2_uaa10936,sex:arm_f_2_uaa10935,-0.348,bocf
41,hba1c,NCT01809327,NCT01809327,f7,sex:arm_f_2_uaa10933,sex:arm_f_2_uaa10935,0.497,bocf
41,hba1c,NCT01809327,NCT01809327,f7,sex:arm_f_2_uaa10934,sex:arm_f_2_uaa10935,0.498,bocf
41,hba1c,NCT01809327,NCT01809327,f7,(Intercept),sex:arm_f_2_uaa10936,0.174,bocf
41,hba1c,NCT01809327,NCT01809327,f7,value_1,sex:arm_f_2_uaa10936,0.02,bocf
41,hba1c,NCT01809327,NCT01809327,f7,sex,sex:arm_f_2_uaa10936,-0.707,bocf
41,hba1c,NCT01809327,NCT01809327,f7,arm_f_2_uaa10933,sex:arm_f_2_uaa10936,-0.353,bocf
41,hba1c,NCT01809327,NCT01809327,f7,arm_f_2_uaa10934,sex:arm_f_2_uaa10936,-0.339,bocf
41,hba1c,NCT01809327,NCT01809327,f7,arm_f_2_uaa10935,sex:arm_f_2_uaa10936,-0.353,bocf
41,hba1c,NCT01809327,NCT01809327,f7,arm_f_2_uaa10936,sex:arm_f_2_uaa10936,-0.694,bocf
41,hba1c,NCT01809327,NCT01809327,f7,sex:arm_f_2_uaa10933,sex:arm_f_2_uaa10936,0.498,bocf
41,hba1c,NCT01809327,NCT01809327,f7,sex:arm_f_2_uaa10934,sex:arm_f_2_uaa10936,0.5,bocf
41,hba1c,NCT01809327,NCT01809327,f7,sex:arm_f_2_uaa10935,sex:arm_f_2_uaa10936,0.499,bocf
41,hba1c,NCT01989754,NCT01989754,f7,(Intercept),value_1,-0.968,bocf
41,hba1c,NCT01989754,NCT01989754,f7,(Intercept),sex,-0.211,bocf
41,hba1c,NCT01989754,NCT01989754,f7,value_1,sex,0.013,bocf
